OBJECTID,Id,gridcode,ShapeLongi,ShapeLatit,Shape_Leng,Shape_Area,Longitude,Latitude
1,601305,53593616,-139.5375913,60.01131667,10661.30823,4865319.912,-139.5478426,60.0202387
13,605306,65378336,-141.419187,60.11038084,14816,13719616,-141.419187,60.11038084
17,605333,48950156,-139.6514564,59.92654936,13494.56692,10046514.45,-139.6558328,59.93032765
18,605334,46475316,-139.5953719,59.92588253,13775.86131,10878820.96,-139.5909004,59.92321351
21,606649,7722500,-141.4262215,60.0807351,14652.40658,9973453.481,-141.4317639,60.07785323
22,606650,1411756,-141.3664212,60.07142213,16145.12852,13540299.18,-141.3661797,60.07160664
23,606651,23938560,-141.3122165,60.06850989,14604.76178,7136037.136,-141.3006204,60.06532793
24,606675,66761540,-139.7204927,59.90158896,11435.91095,6989962.932,-139.7349687,59.90505101
25,606676,30464148,-139.6700689,59.89797537,14816,13719616,-139.6700689,59.89797537
37,607994,52955500,-141.3187161,60.03147886,13463.45704,11282120.75,-141.3132971,60.03281114
40,608018,74653176,-139.7449838,59.87121155,13817.16268,11653938.24,-139.7491168,59.87269005
41,608019,48516208,-139.6842773,59.86562125,14816,13719616,-139.6842773,59.86562125
45,609266,16046245,-146.0267031,60.36458513,14816,13719616,-146.0267031,60.36458513
46,609267,15166287,-145.9598205,60.36060201,14816,13719616,-145.9598205,60.36060201
48,609269,62277776,-145.8274015,60.3473804,25526.70141,11894910.29,-145.8261046,60.35253645
49,609270,80281456,-145.7541675,60.34520099,21853.06507,11355864.46,-145.7592715,60.34845405
50,609271,35876308,-145.6924553,60.34433857,14816,13719616,-145.6924553,60.34433857
51,609272,97255536,-145.6315545,60.33879282,16718.86237,10883228.12,-145.6256559,60.34019003
54,609336,8441866,-141.3866113,60.00367863,13611.61299,10647974.15,-141.3913836,60.00655931
55,609337,7343594,-141.3259487,60.00029288,14816,13719616,-141.3259487,60.00029287
56,609338,28487504,-141.2791256,59.99399254,11229.61303,5845818.127,-141.2605387,59.99399439
57,609361,98847336,-139.7585351,59.8401677,15536.60401,11675672.62,-139.7632372,59.84032728
58,609362,85622680,-139.698458,59.83326531,14816,13719616,-139.698458,59.83326531
59,609363,6147812,-139.6363078,59.82531705,13965.78604,12570616.08,-139.6337064,59.82617176
62,610605,82496736,-146.2996927,60.33794616,11018.22045,5735465.271,-146.3021907,60.347291
64,610607,88844296,-146.1674722,60.33908465,14841.8884,13240688.06,-146.1684458,60.33956445
65,610608,25785616,-146.1015972,60.3356515,14816,13719616,-146.1015972,60.3356515
66,610609,89803552,-146.0347647,60.33170545,14816,13719616,-146.0347647,60.33170545
67,610610,42673824,-145.9679484,60.32772631,14816,13719616,-145.9679484,60.32772631
68,610611,55563740,-145.9011484,60.3237141,14816,13719616,-145.9011484,60.3237141
69,610612,30171854,-145.834365,60.31966883,14816,13719616,-145.834365,60.31966883
70,610613,70958992,-145.767598,60.3155905,14816,13719616,-145.767598,60.3155905
71,610614,22039954,-145.7008479,60.31147914,14816,13719616,-145.7008479,60.31147914
72,610615,78880192,-145.6341145,60.30733475,14816,13719616,-145.6341145,60.30733475
73,610616,82253544,-145.5864718,60.29494064,22178.58815,7167296.108,-145.5673982,60.30315734
74,610617,72573656,-145.4971831,60.29216449,12846.44461,7703244.917,-145.500699,60.29894693
75,610618,33660248,-145.4534924,60.28508426,14809.43846,5108233.354,-145.434017,60.29470354
80,610659,37821092,-142.7177129,60.08495194,11433.09485,7441263.688,-142.7164447,60.09248932
81,610660,63612316,-142.6523511,60.08075818,12110.26361,8601141.905,-142.6505992,60.086873
82,610661,38707460,-142.5862093,60.07616746,12443.63481,9487568.867,-142.5847763,60.08122432
83,610662,10916512,-142.5212485,60.0702642,12421.38081,9245736.847,-142.518976,60.0755433
84,610663,38153744,-142.4585797,60.06314343,11975.69873,7647737.262,-142.4531985,60.06982994
85,610664,54541520,-142.3897656,60.05533998,10787.14497,6407504.255,-142.3874438,60.06408428
86,610665,16610345,-142.3249438,60.0499094,11002.63659,6636590.357,-142.3217122,60.05830632
87,610666,59489084,-142.2600365,60.04351235,10770.55993,6090085.083,-142.2560036,60.05249608
95,610678,43922160,-141.4679518,59.978889,14011.31851,12568917.6,-141.469346,59.98026175
96,610679,73054464,-141.4039484,59.97403346,14816,13719616,-141.4039484,59.97403346
97,610680,45990796,-141.3383644,59.96801883,18208.50252,13459275.96,-141.3385755,59.96777313
98,610681,52282108,-141.29146,59.96424571,27229.95411,5282710.019,-141.2732274,59.96148079
101,610704,73806496,-139.7773179,59.8079533,14752.27021,13712914.99,-139.7773301,59.80796268
102,610705,251029,-139.712611,59.80090752,14816,13719616,-139.712611,59.80090752
103,610706,5770438,-139.6479195,59.79382081,14816,13719616,-139.6479195,59.79382081
106,611947,48865352,-146.3736472,60.31573026,13681.11271,11386521.71,-146.3768005,60.31820484
107,611948,4743427,-146.3099709,60.31439508,14816,13719616,-146.3099709,60.31439508
108,611949,12330975,-146.2431569,60.31055221,14816,13719616,-146.2431569,60.31055221
109,611950,63964908,-146.1763587,60.30667625,14816,13719616,-146.1763587,60.30667625
110,611951,24008560,-146.1095764,60.30276721,14816,13719616,-146.1095764,60.30276721
111,611952,52936376,-146.0428101,60.29882511,14816,13719616,-146.0428101,60.29882511
112,611953,95661520,-145.97606,60.29484995,14816,13719616,-145.97606,60.29484995
113,611954,62635648,-145.9093261,60.29084175,14816,13719616,-145.9093261,60.29084175
114,611955,36192272,-145.8426087,60.28680051,14816,13719616,-145.8426087,60.28680051
115,611956,37587760,-145.7759078,60.28272626,14816,13719616,-145.7759078,60.28272626
116,611957,72748024,-145.7092236,60.278619,14816,13719616,-145.7092236,60.278619
117,611958,35163104,-145.6425562,60.27447874,14816,13719616,-145.6425562,60.27447874
118,611959,21081464,-145.5759057,60.27030551,14816,13719616,-145.5759057,60.27030551
119,611960,70151520,-145.5092723,60.2660993,14816,13719616,-145.5092723,60.2660993
120,611961,88498368,-145.4426561,60.26186014,14816,13719616,-145.4426561,60.26186013
121,611962,6368611,-145.3788935,60.25602927,15493.06856,12076226.31,-145.3760572,60.25758803
122,611963,21501884,-145.3291634,60.24292898,13139.17385,3883665.52,-145.3094757,60.25328299
123,611964,13216036,-145.2447801,60.24199478,15619.20452,5181646.757,-145.2429118,60.24894503
134,611975,88527800,-144.5228816,60.18676839,12031.40363,1426424.537,-144.5119042,60.19905862
137,611999,88975752,-142.923447,60.07446681,13801.06174,11995349.37,-142.9252119,60.07648432
138,612000,2253442,-142.859363,60.07097061,14816,13719616,-142.859363,60.07097061
139,612001,44892440,-142.7935363,60.06542452,14816,13719616,-142.7935363,60.06542452
140,612002,7174885,-142.7277318,60.05984607,14816,13719616,-142.7277318,60.05984607
141,612003,92099352,-142.6619496,60.05423527,14816,13719616,-142.6619496,60.05423527
142,612004,61685984,-142.5961899,60.04859214,14816,13719616,-142.5961899,60.04859214
143,612005,53420056,-142.5304528,60.04291669,14816,13719616,-142.5304528,60.04291669
144,612006,5262191,-142.4647384,60.03720894,14816,13719616,-142.4647384,60.03720894
145,612007,82360056,-142.3990467,60.03146892,14816,13719616,-142.3990467,60.03146892
146,612008,65898144,-142.333378,60.02569662,14816,13719616,-142.333378,60.02569662
147,612009,28319884,-142.2677324,60.01989208,14816,13719616,-142.2677324,60.01989208
148,612010,26524838,-142.2021099,60.0140553,14816,13719616,-142.2021099,60.0140553
149,612011,53320740,-142.1365107,60.00818631,14816,13719616,-142.1365107,60.00818631
150,612012,89290168,-142.0709349,60.00228512,14816,13719616,-142.0709349,60.00228512
151,612013,25238534,-142.0053825,59.99635176,14816,13719616,-142.0053825,59.99635176
152,612014,22261032,-141.9398538,59.99038622,14816,13719616,-141.9398538,59.99038622
153,612015,40190912,-141.8765215,59.98321976,14114.75047,12500432.46,-141.8743489,59.98438854
154,612016,14556974,-141.8167565,59.97159896,11669.61281,7084883.804,-141.8088678,59.97835873
157,612019,86659792,-141.6106791,59.95227567,11680.47054,7067819.391,-141.6125687,59.9600767
158,612020,12415479,-141.5464357,59.95331276,14297.547,13228354.32,-141.5471841,59.95391855
159,612021,14888745,-141.481824,59.94772835,14816,13719616,-141.481824,59.94772835
160,612022,51320676,-141.416545,59.94154278,14789.87689,13690503.3,-141.4164884,59.94150613
161,612023,7363918,-141.3487426,59.94154035,18044.15719,9670193.131,-141.3511774,59.93525191
164,612045,61135340,-139.9178724,59.78518814,13305.10081,9805214.653,-139.9207957,59.78959837
165,612046,51521432,-139.856082,59.78261309,14816,13719616,-139.856082,59.78261309
166,612047,28247418,-139.7913956,59.77559626,14816,13719616,-139.7913956,59.77559625
167,612048,21173670,-139.7267365,59.76854788,14816,13719616,-139.7267365,59.76854788
168,612049,96588744,-139.6621049,59.76146799,14816,13719616,-139.6621049,59.76146799
169,612050,15466921,-139.5981404,59.75424303,14299.59873,13464571.92,-139.5975009,59.75435661
174,613289,90558424,-146.4491393,60.28777676,14117.6743,12473074.21,-146.4512776,60.28907734
175,613290,84880080,-146.3844988,60.28530447,14816,13719616,-146.3844988,60.28530447
176,613291,86995776,-146.3177354,60.28149851,14816,13719616,-146.3177354,60.28149851
177,613292,28261766,-146.2509877,60.27765948,14816,13719616,-146.2509877,60.27765948
178,613293,49325312,-146.1842557,60.2737874,14816,13719616,-146.1842557,60.2737874
179,613294,58239788,-146.1175395,60.26988226,14816,13719616,-146.1175395,60.26988226
180,613295,40782312,-146.0508393,60.2659441,14816,13719616,-146.0508393,60.2659441
181,613296,66878364,-145.9841552,60.2619729,14816,13719616,-145.9841552,60.2619729
182,613297,7670721,-145.9174874,60.2579687,14816,13719616,-145.9174874,60.2579687
183,613298,92691656,-145.8508359,60.2539315,14816,13719616,-145.8508359,60.2539315
184,613299,97517416,-145.7842009,60.24986131,14816,13719616,-145.7842009,60.24986131
185,613300,49881036,-145.7175826,60.24575814,14816,13719616,-145.7175826,60.24575814
186,613301,92142584,-145.650981,60.24162201,14816,13719616,-145.650981,60.24162201
187,613302,20835850,-145.5843962,60.23745293,14816,13719616,-145.5843962,60.23745293
188,613303,74829560,-145.5178285,60.23325092,14816,13719616,-145.5178285,60.23325092
189,613304,29613652,-145.4512779,60.22901597,14816,13719616,-145.4512779,60.22901597
190,613305,9520482,-145.3847446,60.22474812,14816,13719616,-145.3847446,60.22474812
191,613306,41040764,-145.3182287,60.22044736,14816,13719616,-145.3182287,60.22044736
192,613307,6984766,-145.2517303,60.21611372,14816,13719616,-145.2517303,60.21611372
193,613308,76980456,-145.1861457,60.21129935,14759.86627,13272939.52,-145.1852495,60.2117472
194,613309,56572700,-145.1186462,60.20725348,14670.88757,13646147.08,-145.1187865,60.20734782
195,613310,43832236,-145.0523413,60.2029156,14816,13719616,-145.0523413,60.2029156
196,613311,96648432,-144.9859142,60.19845054,14816,13719616,-144.9859142,60.19845054
197,613312,60521356,-144.9195053,60.19395265,14816,13719616,-144.9195053,60.19395265
198,613313,9305269,-144.8531146,60.18942196,14816,13719616,-144.8531146,60.18942196
199,613314,61122112,-144.7867423,60.18485847,14816,13719616,-144.7867423,60.18485847
200,613315,88758608,-144.7203885,60.18026221,14816,13719616,-144.7203885,60.18026221
201,613316,49581404,-144.6540533,60.17563317,14816,13719616,-144.6540533,60.17563317
202,613317,2317525,-144.5718222,60.16751279,19793.75573,11591889.91,-144.587737,60.17097138
203,613318,7779655,-144.5221645,60.16589407,14521.44134,13336701.13,-144.5214395,60.16627685
204,613319,19082874,-144.4625651,60.15590643,12843.44452,7699268.546,-144.455161,60.16154959
209,613340,98127360,-143.0665616,60.05313351,14017.25294,12373045.13,-143.0679233,60.05474298
210,613341,97615184,-143.0020941,60.04929944,14816,13719616,-143.0020941,60.04929944
211,613342,85054816,-142.9362867,60.04382352,14816,13719616,-142.9362867,60.04382352
212,613343,58228600,-142.8705012,60.03831522,14816,13719616,-142.8705012,60.03831522
213,613344,51549540,-142.8047378,60.03277458,14816,13719616,-142.8047378,60.03277458
214,613345,6405377,-142.7389965,60.02720161,14816,13719616,-142.7389965,60.02720161
215,613346,2367921,-142.6732776,60.02159631,14816,13719616,-142.6732776,60.02159631
216,613347,85915288,-142.607581,60.01595871,14816,13719616,-142.607581,60.01595871
217,613348,32277154,-142.5419069,60.01028883,14816,13719616,-142.5419069,60.01028883
218,613349,37128584,-142.4762554,60.00458668,14816,13719616,-142.4762554,60.00458668
219,613350,50176156,-142.4106267,59.99885227,14816,13719616,-142.4106267,59.99885227
220,613351,9511566,-142.3450209,59.99308563,14816,13719616,-142.3450209,59.99308563
221,613352,42242912,-142.279438,59.98728677,14816,13719616,-142.279438,59.98728677
222,613353,56625340,-142.2138782,59.98145571,14816,13719616,-142.2138782,59.98145571
223,613354,49594396,-142.1483416,59.97559246,14816,13719616,-142.1483416,59.97559246
224,613355,46980904,-142.0828284,59.96969704,14816,13719616,-142.0828284,59.96969704
225,613356,64910860,-142.0173385,59.96376947,14816,13719616,-142.0173385,59.96376947
226,613357,59972656,-141.9518723,59.95780976,14816,13719616,-141.9518723,59.95780976
227,613358,92146928,-141.8864297,59.95181794,14816,13719616,-141.8864297,59.95181794
228,613359,69125184,-141.8210109,59.94579401,14816,13719616,-141.8210109,59.94579401
229,613360,7429255,-141.7567335,59.93904509,14922.38213,13038402.1,-141.755616,59.93973801
230,613361,37210364,-141.6897558,59.93308987,14965.02565,13273682.92,-141.6902451,59.93364993
231,613362,32287916,-141.6248983,59.92752981,14816,13719616,-141.6248983,59.92752981
232,613363,78493624,-141.5595757,59.92137766,14816,13719616,-141.5595757,59.92137766
233,613364,52339212,-141.4973314,59.91551218,17543.1882,12185130.18,-141.4942775,59.91519349
234,613365,70042440,-141.4283809,59.91096484,19800.41679,9604180.852,-141.4290038,59.90897733
237,613387,94831048,-139.9969032,59.76206679,13738.87876,11820731.63,-139.9993944,59.76416363
238,613388,54746324,-139.9347137,59.75721663,14816,13719616,-139.9347137,59.75721663
239,613389,66525768,-139.8700601,59.75023807,14816,13719616,-139.8700601,59.75023807
240,613390,12993255,-139.8054336,59.74322799,14816,13719616,-139.8054336,59.74322799
241,613391,89788360,-139.7408345,59.7361864,14816,13719616,-139.7408345,59.7361864
242,613392,70266840,-139.6762627,59.72911331,14816,13719616,-139.6762627,59.72911331
243,613393,22793788,-139.6165232,59.72201132,15440.93078,11622768.35,-139.6117185,59.72200876
245,613395,51993108,-139.4964582,59.70376185,14382.33692,4383719.856,-139.4827128,59.70770532
246,614625,11764609,-146.9162036,60.27416944,9799.687094,5636204.28,-146.9263032,60.28163
247,614626,23480416,-146.8595926,60.27350894,12784.34371,9918259.418,-146.8594863,60.27809255
248,614627,67628856,-146.7925077,60.27182137,13626.09191,11485012.14,-146.7926839,60.27452198
249,614628,80205504,-146.7272714,60.26986319,15700.90308,12299810.65,-146.7258962,60.27091828
252,614631,91591448,-146.5220176,60.25788083,14152.66729,11590031,-146.5256221,60.25990862
253,614632,87414568,-146.4588942,60.25617257,14816,13719616,-146.4588942,60.25617257
254,614633,5446261,-146.3921816,60.25240346,14816,13719616,-146.3921816,60.25240346
255,614634,97530736,-146.3254844,60.2486013,14816,13719616,-146.3254844,60.2486013
256,614635,72363392,-146.2588027,60.24476611,14816,13719616,-146.2588027,60.24476611
257,614636,22645784,-146.1921368,60.24089788,14816,13719616,-146.1921368,60.24089788
258,614637,38479440,-146.1254866,60.23699665,14816,13719616,-146.1254866,60.23699665
259,614638,44012620,-146.0588524,60.2330624,14816,13719616,-146.0588524,60.2330624
260,614639,52139920,-145.9922342,60.22909517,14816,13719616,-145.9922342,60.22909517
261,614640,19007586,-145.9256323,60.22509496,14816,13719616,-145.9256323,60.22509496
262,614641,61364944,-145.8590466,60.22106178,14816,13719616,-145.8590466,60.22106178
263,614642,85181832,-145.7924774,60.21699564,14816,13719616,-145.7924774,60.21699564
264,614643,71889800,-145.7259248,60.21289656,14816,13719616,-145.7259248,60.21289656
265,614644,39733456,-145.6593888,60.20876455,14816,13719616,-145.6593888,60.20876455
266,614645,16409801,-145.5928697,60.20459962,14816,13719616,-145.5928697,60.20459962
267,614646,63400940,-145.5263676,60.20040178,14816,13719616,-145.5263676,60.20040178
268,614647,32353988,-145.4598825,60.19617105,14816,13719616,-145.4598825,60.19617105
269,614648,60832784,-145.3934147,60.19190744,14816,13719616,-145.3934147,60.19190744
270,614649,75109600,-145.3269641,60.18761096,14816,13719616,-145.3269641,60.18761096
271,614650,41500628,-145.2605311,60.18328162,14816,13719616,-145.2605311,60.18328162
272,614651,26779732,-145.1941156,60.17891944,14816,13719616,-145.1941156,60.17891944
273,614652,49797420,-145.1277178,60.17452443,14816,13719616,-145.1277178,60.17452443
274,614653,63918984,-145.0613379,60.1700966,14816,13719616,-145.0613379,60.1700966
275,614654,48448620,-144.994976,60.16563597,14816,13719616,-144.994976,60.16563597
276,614655,38030716,-144.9286321,60.16114255,14816,13719616,-144.9286321,60.16114255
277,614656,90990136,-144.8623065,60.15661635,14816,13719616,-144.8623065,60.15661635
278,614657,8770107,-144.7959991,60.15205739,14816,13719616,-144.7959991,60.15205739
279,614658,57146524,-144.7297103,60.14746567,14816,13719616,-144.7297103,60.14746567
280,614659,62208836,-144.66344,60.14284122,14816,13719616,-144.66344,60.14284122
281,614660,99707320,-144.5971885,60.13818405,14816,13719616,-144.5971885,60.13818405
282,614661,74111952,-144.5309558,60.13349417,14816,13719616,-144.5309558,60.13349417
283,614662,87583872,-144.4647721,60.12876081,14742.21293,13708529.38,-144.464742,60.12877159
287,614678,46462232,-143.4073344,60.04252267,12063.20586,8483129.577,-143.4080005,60.04877541
288,614679,84709488,-143.341325,60.04146812,14133.22156,12041487.26,-143.3421278,60.04349921
289,614680,11675306,-143.2762762,60.03819059,14816,13719616,-143.2762762,60.03819059
290,614681,93971136,-143.2104459,60.03284954,14816,13719616,-143.2104459,60.03284954
291,614682,80698832,-143.1446369,60.0274761,14816,13719616,-143.1446369,60.0274761
292,614683,58171860,-143.0788495,60.02207027,14816,13719616,-143.0788495,60.02207027
293,614684,66955016,-143.0130837,60.01663208,14816,13719616,-143.0130837,60.01663208
294,614685,88650056,-142.9473396,60.01116153,14816,13719616,-142.9473396,60.01116153
295,614686,85412344,-142.8816174,60.00565864,14816,13719616,-142.8816174,60.00565864
296,614687,47477912,-142.8159172,60.00012343,14816,13719616,-142.8159172,60.00012343
297,614688,69435736,-142.750239,59.99455592,14816,13719616,-142.750239,59.99455592
298,614689,6508159,-142.6845831,59.98895612,14816,13719616,-142.6845831,59.98895612
299,614690,44823496,-142.6189495,59.98332404,14816,13719616,-142.6189495,59.98332404
300,614691,40172948,-142.5533383,59.97765971,14816,13719616,-142.5533383,59.97765971
301,614692,90254504,-142.4877497,59.97196314,14816,13719616,-142.4877497,59.97196314
302,614693,17550310,-142.4221838,59.96623435,14816,13719616,-142.4221838,59.96623435
303,614694,2211171,-142.3566407,59.96047334,14816,13719616,-142.3566407,59.96047334
304,614695,1978678,-142.2911205,59.95468015,14816,13719616,-142.2911205,59.95468015
305,614696,48255548,-142.2256233,59.94885479,14816,13719616,-142.2256233,59.94885479
306,614697,53604252,-142.1601492,59.94299726,14816,13719616,-142.1601492,59.94299726
307,614698,82641872,-142.0946984,59.9371076,14816,13719616,-142.0946984,59.9371076
308,614699,63630752,-142.029271,59.93118582,14816,13719616,-142.029271,59.93118582
309,614700,55120348,-141.9638671,59.92523193,14816,13719616,-141.9638671,59.92523192
310,614701,15346536,-141.8984867,59.91924594,14816,13719616,-141.8984867,59.91924594
311,614702,98312784,-141.8331301,59.91322789,14816,13719616,-141.8331301,59.91322789
312,614703,46649212,-141.7677973,59.90717779,14816,13719616,-141.7677973,59.90717778
313,614704,50242788,-141.7024884,59.90109564,14816,13719616,-141.7024884,59.90109564
316,614707,54493252,-141.5067066,59.88265716,14816,13719616,-141.5067066,59.88265716
321,614729,10913197,-140.0766156,59.73753067,14042.50435,12761870.2,-140.0778729,59.73868218
322,614730,95719656,-140.0132253,59.7317734,14816,13719616,-140.0132253,59.7317734
323,614731,43397148,-139.9486047,59.72483308,14816,13719616,-139.9486047,59.72483307
324,614732,8155583,-139.884011,59.71786123,14816,13719616,-139.884011,59.71786123
325,614733,43416676,-139.8194444,59.71085788,14816,13719616,-139.8194444,59.71085788
326,614734,81709768,-139.7549051,59.70382305,14816,13719616,-139.7549051,59.70382305
327,614735,76665648,-139.6903931,59.69675676,14816,13719616,-139.6903931,59.69675676
328,614736,25706190,-139.6259085,59.68965903,14816,13719616,-139.6259085,59.68965903
329,614737,62880008,-139.5623493,59.68317769,14268.60545,13171231.65,-139.5614514,59.68252987
332,615968,95868136,-146.9314778,60.2478406,14218.63909,12756286.57,-146.9334408,60.24869918
333,615969,4248395,-146.8666903,60.24516527,14816,13719616,-146.8666903,60.24516527
334,615970,23806008,-146.7999542,60.24159826,14816,13719616,-146.7999542,60.24159826
335,615971,50211292,-146.7332327,60.23799816,14816,13719616,-146.7332327,60.23799816
336,615972,19184574,-146.6708073,60.23264886,15404.55706,11543965.87,-146.666526,60.234365
338,615974,51919812,-146.5331573,60.22699948,14816,13719616,-146.5331573,60.22699948
339,615975,14666949,-146.4664955,60.22326716,14816,13719616,-146.4664955,60.22326716
340,615976,67795656,-146.399849,60.21950181,14816,13719616,-146.399849,60.21950181
341,615977,75501808,-146.3332178,60.21570344,14816,13719616,-146.3332178,60.21570344
342,615978,95606912,-146.2666021,60.21187207,14816,13719616,-146.2666021,60.21187207
343,615979,92788280,-146.2000021,60.2080077,14816,13719616,-146.2000021,60.2080077
344,615980,36150760,-146.1334178,60.20411035,14816,13719616,-146.1334178,60.20411035
345,615981,29329258,-146.0668494,60.20018002,14816,13719616,-146.0668494,60.20018002
346,615982,51008848,-146.0002971,60.19621674,14816,13719616,-146.0002971,60.19621674
347,615983,64869088,-145.9337608,60.19222051,14816,13719616,-145.9337608,60.19222051
348,615984,58578348,-145.8672409,60.18819134,14816,13719616,-145.8672409,60.18819134
349,615985,55683248,-145.8007373,60.18412925,14816,13719616,-145.8007373,60.18412925
350,615986,4208354,-145.7342503,60.18003424,14816,13719616,-145.7342503,60.18003424
351,615987,43906132,-145.6677799,60.17590634,14816,13719616,-145.6677799,60.17590634
352,615988,49418896,-145.6013263,60.17174555,14816,13719616,-145.6013263,60.17174555
353,615989,81032808,-145.5348896,60.16755188,14816,13719616,-145.5348896,60.16755188
354,615990,95923432,-145.4684699,60.16332535,14816,13719616,-145.4684699,60.16332535
355,615991,9931686,-145.4020674,60.15906597,14816,13719616,-145.4020674,60.15906597
356,615992,75721416,-145.3356821,60.15477375,14816,13719616,-145.3356821,60.15477375
357,615993,82661888,-145.2693143,60.15044871,14816,13719616,-145.2693143,60.15044871
358,615994,15492833,-145.202964,60.14609086,14816,13719616,-145.202964,60.14609086
359,615995,40555516,-145.1366314,60.14170021,14816,13719616,-145.1366314,60.14170021
360,615996,70042696,-145.0703166,60.13727677,14816,13719616,-145.0703166,60.13727677
361,615997,28823292,-145.0040196,60.13282056,14816,13719616,-145.0040196,60.13282056
362,615998,18274342,-144.9377407,60.12833159,14816,13719616,-144.9377407,60.12833159
363,615999,66266352,-144.87148,60.12380987,14816,13719616,-144.87148,60.12380987
364,616000,48693056,-144.8052375,60.11925542,14816,13719616,-144.8052375,60.11925542
365,616001,67189336,-144.7390135,60.11466826,14816,13719616,-144.7390135,60.11466826
366,616002,85885360,-144.672808,60.11004838,14816,13719616,-144.672808,60.11004838
367,616003,46989020,-144.6066211,60.10539581,14816,13719616,-144.6066211,60.10539581
368,616004,52395148,-144.5404531,60.10071057,14816,13719616,-144.5404531,60.10071057
369,616005,48994072,-144.4743039,60.09599266,14816,13719616,-144.4743039,60.09599266
370,616006,3630414,-144.424017,60.09043719,11469.24933,7089131.159,-144.4081738,60.0912421
372,616018,52423376,-143.6150358,60.02551897,12002.20671,8520359.083,-143.6161406,60.03169379
373,616019,17691960,-143.548596,60.02472485,14094.257,12183537.35,-143.550269,60.02652007
374,616020,93441512,-143.484418,60.02131391,14816,13719616,-143.484418,60.02131391
375,616021,29942498,-143.4185879,60.01607531,14816,13719616,-143.4185879,60.01607531
376,616022,36615764,-143.3527787,60.0108043,14816,13719616,-143.3527787,60.0108043
377,616023,45491700,-143.2869906,60.00550089,14816,13719616,-143.2869906,60.00550089
378,616024,45359208,-143.2212238,60.00016509,14816,13719616,-143.2212238,60.00016509
379,616025,44730284,-143.1554782,59.99479692,14816,13719616,-143.1554782,59.99479692
380,616026,37391660,-143.0897541,59.98939639,14816,13719616,-143.0897541,59.98939639
381,616027,37748248,-143.0240516,59.98396353,14816,13719616,-143.0240516,59.98396353
382,616028,41737856,-142.9583707,59.97849834,14816,13719616,-142.9583707,59.97849834
383,616029,69146880,-142.8927116,59.97300085,14816,13719616,-142.8927116,59.97300085
384,616030,99296136,-142.8270744,59.96747106,14816,13719616,-142.8270744,59.96747106
385,616031,69661608,-142.7614593,59.961909,14816,13719616,-142.7614593,59.961909
386,616032,98471768,-142.6958663,59.95631468,14816,13719616,-142.6958663,59.95631468
387,616033,56893104,-142.6302956,59.95068812,14816,13719616,-142.6302956,59.95068812
388,616034,41513652,-142.5647472,59.94502932,14816,13719616,-142.5647472,59.94502932
389,616035,9001856,-142.4992214,59.93933832,14816,13719616,-142.4992214,59.93933832
390,616036,62355804,-142.4337181,59.93361513,14816,13719616,-142.4337181,59.93361513
391,616037,36466060,-142.3682376,59.92785975,14816,13719616,-142.3682376,59.92785975
392,616038,71268488,-142.3027799,59.92207222,14816,13719616,-142.3027799,59.92207222
393,616039,75421888,-142.2373452,59.91625254,14816,13719616,-142.2373452,59.91625254
394,616040,3858834,-142.1719336,59.91040073,14816,13719616,-142.1719336,59.91040073
395,616041,32926740,-142.1065451,59.90451681,14816,13719616,-142.1065451,59.90451681
396,616042,45215112,-142.04118,59.8986008,14816,13719616,-142.04118,59.89860079
397,616043,20617736,-141.9758382,59.8926527,14816,13719616,-141.9758382,59.8926527
398,616044,1473414,-141.91052,59.88667255,14816,13719616,-141.91052,59.88667255
399,616045,63385696,-141.8452255,59.88066036,14816,13719616,-141.8452255,59.88066036
400,616046,25341504,-141.7799546,59.87461614,14816,13719616,-141.7799546,59.87461614
401,616047,98286904,-141.7147077,59.86853991,14816,13719616,-141.7147077,59.86853991
405,616051,6023449,-141.4539609,59.84391526,14816,13719616,-141.4539609,59.84391526
406,616052,20710852,-141.388835,59.83767925,14816,13719616,-141.388835,59.83767925
407,616053,399063,-141.3242917,59.83115805,14518.99363,13459546.22,-141.3237336,59.83141134
408,616054,99371856,-141.2614076,59.8220815,13402.09835,10966847.85,-141.2586569,59.82511154
409,616055,36029108,-141.198631,59.81197442,11695.64853,7673366.913,-141.1936049,59.81877988
413,616071,78262032,-140.1562224,59.71314745,14763.4813,13714858.09,-140.1562311,59.71315411
414,616072,87874032,-140.0916169,59.7062835,14816,13719616,-140.0916169,59.7062835
415,616073,96506144,-140.0270293,59.69938136,14816,13719616,-140.0270293,59.69938136
416,616074,41401128,-139.9624686,59.6924477,14816,13719616,-139.9624686,59.6924477
417,616075,77199088,-139.8979348,59.68548255,14816,13719616,-139.8979348,59.68548255
419,616077,58419056,-139.7689484,59.67145785,14816,13719616,-139.7689484,59.67145785
420,616078,83880400,-139.704496,59.66439833,14816,13719616,-139.704496,59.66439833
421,616079,28381804,-139.6400709,59.6573074,17981.89308,13408616.4,-139.6400709,59.6573074
422,616080,92155624,-139.5867181,59.65358429,13196.96279,8117846.957,-139.5756733,59.65018507
425,617311,5762163,-146.940564,60.21576778,14816,13719616,-146.940564,60.21576778
426,617312,22419258,-146.8738797,60.21223739,14816,13719616,-146.8738797,60.21223739
427,617313,59961080,-146.8072099,60.20867394,14816,13719616,-146.8072099,60.20867394
428,617314,43550636,-146.7405546,60.20507743,14816,13719616,-146.7405546,60.20507743
