,CRUISEJOIN,REGION,VESSEL,CRUISE,START_DATE,END_DATE,MIN_LATITUDE,MAX_LATITUDE,MIN_LONGITUDE,MAX_LONGITUDE,AGENCY_NAME,SURVEY_NAME,AUDITJOIN
89,44,BS,783,198302,6/15/1983 0:00,8/19/1983 0:00,54.66167,61.98333,-158.37333,-178.96,USSR,USSOV COOP,36
90,45,BS,784,198201,6/7/1982 0:00,8/27/1982 0:00,55.78667,65,-163.91667,170.83333,USSR,USSOV COOP,37
91,46,BS,793,198401,1/11/1984 0:00,2/18/1984 0:00,54.545,61.71333,-160.28167,-178.96333,USSR,USSOV COOP,38
92,47,BS,793,198402,2/28/1984 0:00,5/13/1984 0:00,53.90833,59.245,-158.33,-177.61667,USSR,USSOV COOP,39
93,49,BS,786,198902,5/21/1989 0:00,7/3/1989 0:00,54.81,61.66667,-158.34333,-177.875,USSR,USSOV COOP,41
94,50,BS,790,198801,5/17/1988 0:00,6/21/1988 0:00,54.73333,61.66667,-158.31667,-177.96,USSR,USSOV COOP,42
95,51,BS,793,199103,5/11/1991 0:00,6/25/1991 0:00,55.00717,63.33733,-158.31533,163.88617,USSR,USSOV COOP,43
96,52,BS,515,198201,7/11/1982 0:00,11/9/1982 0:00,54.0805,62.61383,-165.40933,-179.63267,JAPAN,USJPNCOOP,44
97,53,BS,518,198701,5/17/1987 0:00,9/12/1987 0:00,51.31667,59.59667,-133.92167,172.85667,JAPAN,USJPN COOP,45
98,58,BS,553,199001,1/28/1990 0:00,2/5/1990 0:00,55.64833,56.42833,-176.42667,-177.785,JAPAN,MD/WT POLL,50
99,59,BS,556,198501,5/24/1985 0:00,9/7/1985 0:00,54.184,59.98383,-165.41633,-179.0915,JAPAN,USJPN COOP,51
100,60,BS,562,198801,9/5/1988 0:00,9/15/1988 0:00,54.495,58.665,-166.06667,-177.86333,USA/JAPAN,COMP GRFSH,52
101,61,BS,620,196501,6/12/1965 0:00,8/27/1965 0:00,54.75,59.25,-158.5,-169.25,USA/CANADA,IPHC HALIB,53
102,62,BS,620,197301,6/18/1973 0:00,6/29/1973 0:00,54.66667,58,-159.31667,-165,USA/CANADA,IPHC HALIB,54
103,63,BS,620,197401,6/2/1974 0:00,6/10/1974 0:00,54.65,58.03333,-159.3,-165,USA/CANADA,IPHC HALIB,55
104,64,BS,620,197501,6/2/1975 0:00,6/14/1975 0:00,54.51667,57.71667,-160.55,-166,USA/CANADA,IPHC HALIB,56
105,65,BS,620,197601,6/4/1976 0:00,6/19/1976 0:00,54.16667,58.08333,-159.28333,-165.95,USA/CANADA,IPHC HALIB,57
106,66,BS,620,197701,6/6/1977 0:00,6/19/1977 0:00,54.53333,58.01667,-158.51667,-166.05,USA/CANADA,IPHC HALIB,58
107,67,BS,620,197801,6/6/1978 0:00,6/22/1978 0:00,54.5,58.21667,-158.53333,-166.28333,USA/CANADA,IPHC HALIB,59
108,68,BS,626,197001,5/31/1970 0:00,6/29/1970 0:00,54.73333,58.75,-159.25,-165.25,USA/CANADA,IPHC HALIB,60
109,69,BS,626,197101,6/6/1971 0:00,8/9/1971 0:00,54.21667,59.06667,-159.25,-174,USA/CANADA,IPHC HALIB,61
110,70,BS,627,197201,6/6/1972 0:00,6/27/1972 0:00,53.36667,58,-160,-167.83333,USA/CANADA,IPHC HALIB,62
