"","gridcode","Area_KM2","lon_centro","lat_centro","Shape_Leng","Shape_Area","lon","lat"
"13949",71066648,13.719616,-562798.2069,1927555.7754,0.238191545489,0.00279909074601,-166.831617682,66.8146897846
"13950",51612420,13.719616,-559094.2069,1927555.7754,0.238193372748,0.00279981608952,-166.749234071,66.8210736585
"13951",10011927,13.719616,-555390.2069,1927555.7754,0.238195038684,0.00280053722846,-166.666810712,66.8274170172
"13952",85972088,13.719616,-551686.2069,1927555.7754,0.238196549531,0.00280125418357,-166.584347832,66.8337198296
"13953",70215128,13.719616,-547982.2069,1927555.7754,0.238197903607,0.00280196687557,-166.501845655,66.8399820648
"13954",68058600,13.719616,-544278.2069,1927555.7754,0.238199105206,0.00280267536196,-166.419304409,66.8462036913
"13955",64038300,13.719616,-540574.2069,1927555.7754,0.238200158101,0.0028033796595,-166.336724322,66.8523846793
"13956",60037784,13.719616,-536870.2069,1927555.7754,0.238201060045,0.00280407963758,-166.254105622,66.8585249976
"13957",82492672,13.719616,-533166.2069,1927555.7754,0.238201816786,0.00280477538328,-166.171448536,66.8646246159
"13958",7356838,13.719616,-529462.2069,1927555.7754,0.238202428739,0.0028054668549,-166.088753296,66.8706835039
"13959",4909315,13.719616,-525758.2069,1927555.7754,0.238202899371,0.00280615408535,-166.00602013,66.8767016319
"13960",78443088,13.719616,-522054.2069,1927555.7754,0.238203229713,0.00280683700935,-165.923249271,66.88267897
"13961",29965478,13.719616,-518350.2069,1927555.7754,0.238203421227,0.00280751562633,-165.840440949,66.8886154877
"13962",85209760,13.719616,-514646.2069,1927555.7754,0.238203477613,0.0028081899136,-165.757595396,66.8945111564
"13963",33007202,13.719616,-510942.2069,1927555.7754,0.238203398598,0.00280885983916,-165.674712846,66.9003659464
"13964",23893888,13.719616,-507238.2069,1927555.7754,0.238203188896,0.00280952546645,-165.591793532,66.9061798281
"13965",14781241,13.719616,-503534.2069,1927555.7754,0.238202848953,0.00281018676341,-165.508837689,66.9119527731
"13966",83285352,13.719616,-499830.2069,1927555.7754,0.238202383869,0.00281084375493,-165.425845551,66.9176847522
"13967",37503368,13.719616,-496126.2069,1927555.7754,0.23820179034,0.00281149627879,-165.342817354,66.9233757367
"13968",96713104,13.719616,-492422.2069,1927555.7754,0.238201075672,0.00281214446414,-165.259753333,66.9290256985
"13969",70048592,13.719616,-488718.2069,1927555.7754,0.238200239824,0.00281278827931,-165.176653727,66.9346346085
"13970",11877461,13.719616,-485014.2069,1927555.7754,0.238199283764,0.0028134276764,-165.093518772,66.9402024394
"13971",66867392,13.719616,-481310.2069,1927555.7754,0.238198214003,0.00281406272828,-165.010348707,66.9457291626
"13972",60064096,13.719616,-477606.2069,1927555.7754,0.238197027913,0.00281469329856,-164.927143771,66.9512147507
"13973",20800368,13.719616,-473902.2069,1927555.7754,0.23819573008,0.00281531945635,-164.843904201,66.956659176
"13974",35581932,13.719616,-470198.2069,1927555.7754,0.238194321935,0.00281594120163,-164.76063024,66.9620624109
"13975",23335736,13.719616,-466494.2069,1927555.7754,0.238192808126,0.0028165585241,-164.677322127,66.9674244284
"13976",75624592,13.719616,-462790.2069,1927555.7754,0.238191185298,0.00281717135167,-164.593980105,66.9727452014
"13977",96812760,13.719616,-459086.2069,1927555.7754,0.238189462695,0.00281777975375,-164.510604415,66.9780247031
"13978",6016656,13.719616,-455382.2069,1927555.7754,0.238187634206,0.00281838359757,-164.427195299,66.9832629065
"13979",88221768,13.719616,-451678.2069,1927555.7754,0.238185709554,0.00281898300039,-164.343753001,66.9884597851
"13980",89824880,13.719616,-447974.2069,1927555.7754,0.238183689456,0.00281957796286,-164.260277763,66.9936153127
"13981",81966896,13.719616,-444270.2069,1927555.7754,0.23818157041,0.00282016833457,-164.176769833,66.9987294633
"13982",52949308,13.719616,-440566.2069,1927555.7754,0.238179362102,0.00282075423248,-164.093229453,67.0038022109
"13983",82913464,13.719616,-436862.2069,1927555.7754,0.238177063463,0.00282133564515,-164.009656869,67.0088335295
"13984",8696548,13.719616,-433158.2069,1927555.7754,0.238174678822,0.00282191254494,-163.926052329,67.0138233937
"13985",37015252,13.719616,-429454.2069,1927555.7754,0.238172203622,0.00282248479219,-163.842416078,67.0187717783
"13986",67010044,13.719616,-425750.2069,1927555.7754,0.238169647621,0.0028230525792,-163.758748364,67.0236786575
"13987",3175150,13.719616,-422046.2069,1927555.7754,0.238167010591,0.0028236158065,-163.675049435,67.028544007
"13988",3957679,13.719616,-418342.2069,1927555.7754,0.238164294049,0.00282417444596,-163.591319539,67.0333678017
"13989",57011664,13.719616,-414638.2069,1927555.7754,0.23816149904,0.00282472848917,-163.507558927,67.0381500166
"13990",81851760,10.7793499498,-411127.559618,1927206.5155,0.228009965235,0.00221950896054,-163.427016711,67.0395276857
"13991",93438224,3.9383876384,-407767.836576,1926369.82262,0.194602304905,0.000810693107448,-163.348313211,67.0363269267
"13992",26793078,0.0188456885762,-405286.687167,1925749.53527,0.0142289579386,3.87941288745e-06,-163.290193962,67.0339248417
"13993",48797292,9.7432743996,-658576.593221,1923753.32761,0.187336267734,0.00197084243608,-168.928314012,66.602294228
"13994",52579100,13.719616,-655398.2069,1923851.7754,0.237853105047,0.00277599670934,-168.859145244,66.6095165854
"13995",60336492,13.719616,-651694.2069,1923851.7754,0.237859556436,0.00277681974212,-168.777920759,66.6168930678
"13996",78301024,13.719616,-647990.2069,1923851.7754,0.237865803832,0.00277763892131,-168.696651294,66.6242299126
"13997",47607936,13.719616,-644286.2069,1923851.7754,0.237871844954,0.00277845413014,-168.615337054,66.6315270851
"13998",7341975,13.719616,-640582.2069,1923851.7754,0.237877687541,0.0027792654828,-168.533978246,66.6387845509
"13999",41925964,13.719616,-636878.2069,1923851.7754,0.237883327218,0.00278007285458,-168.452575078,66.6460022747
"14000",72322088,13.719616,-633174.2069,1923851.7754,0.237888767751,0.00278087626852,-168.371127758,66.6531802221
"14001",9332954,13.719616,-629470.2069,1923851.7754,0.237894015098,0.00278167578223,-168.289636496,66.6603183591
"14002",63536292,13.719616,-625766.2069,1923851.7754,0.237899066364,0.00278247133272,-168.208101502,66.6674166511
"14003",32822534,13.719616,-622062.2069,1923851.7754,0.237903925668,0.00278326293735,-168.126522987,66.6744750643
"14004",44492368,13.719616,-618358.2069,1923851.7754,0.237908593236,0.00278405050724,-168.044901161,66.6814935645
"14005",20570346,13.719616,-614654.2069,1923851.7754,0.237913072257,0.00278483411809,-167.963236238,66.6884721179
"14006",48294612,13.719616,-610950.2069,1923851.7754,0.237917364521,0.0027856137192,-167.881528431,66.6954106913
"14007",47251372,13.719616,-607246.2069,1923851.7754,0.237921471913,0.00278638930147,-167.799777952,66.7023092507
"14008",22286408,13.719616,-603542.2069,1923851.7754,0.23792539422,0.00278716082076,-167.717985017,66.7091677628
"14009",41086408,13.719616,-599838.2069,1923851.7754,0.23792913369,0.0027879282632,-167.636149841,66.7159861947
"14010",39462048,13.719616,-596134.2069,1923851.7754,0.237932697867,0.0027886917639,-167.554272641,66.7227645136
"14011",16712425,13.719616,-592430.2069,1923851.7754,0.237936080553,0.00278945109937,-167.472353631,66.7295026864
"14012",41557704,13.719616,-588726.2069,1923851.7754,0.237939288217,0.00279020637851,-167.390393031,66.7362006799
"14013",50389176,13.719616,-585022.2069,1923851.7754,0.237942323551,0.00279095759762,-167.308391058,66.742858462
