OBJECTID,Id,gridcode,ShapeLongitude,ShapeLatitude,Shape_Length,Shape_Area,Longitude,Latitude
987,769768,949190,175.6635466,52.44415085,14326.56757,11979426.33,175.6623764,52.44199669
988,769769,89623864,175.710315,52.45134842,13739.55489,9110365.335,175.7110838,52.45672703
989,769770,59991968,175.7684774,52.46055658,10160.64313,4407114.279,175.7598262,52.47143492
990,769771,86715592,175.7965575,52.46486167,939.2494479,34012.12182,175.8086036,52.48612036
991,771092,80257392,174.7920442,52.11983604,7277.110504,1174965.076,174.7680342,52.12807752
992,771093,24184698,174.8204513,52.13667078,11662.7988,3426993.808,174.8160467,52.14322014
993,771095,88206872,174.9288695,52.16566552,8756.13972,3090003.76,174.9121777,52.17343927
994,771096,63988112,174.9658138,52.17771538,9731.276591,4342735.956,174.960296,52.18851573
995,771097,75650056,175.0362461,52.19685637,8898.700714,1142015.899,175.0084495,52.2035701
996,771098,21550074,175.064099,52.21830723,14345.6401,9696603.297,175.0566382,52.21860236
997,771099,31214166,175.1048621,52.23361248,14816,13719616,175.1048621,52.23361248
998,771100,27459988,175.1531212,52.24860044,14816,13719616,175.1531212,52.24860044
999,771101,99466120,175.2014155,52.26356622,14816,13719616,175.2014155,52.26356622
1000,771102,55608336,175.2497449,52.2785098,14816,13719616,175.2497449,52.2785098
1001,771103,98173496,175.2981094,52.29343116,14816,13719616,175.2981094,52.29343116
1002,771104,7364331,175.3465091,52.30833027,14816,13719616,175.3465091,52.30833027
1003,771105,22364258,175.3924423,52.31829965,13094.92571,9372287.452,175.3949439,52.32320713
1004,771106,35946048,175.433197,52.31889715,2821.210434,330152.835,175.4434138,52.33806169
1005,771111,21553998,175.6972244,52.41740897,12031.46249,6397741.451,175.6862894,52.41199951
1006,771112,66425724,175.7349696,52.42671993,14816,13719616,175.7349696,52.42671993
1007,771113,4974312,175.7836849,52.4414179,14816,13719616,175.7836849,52.4414179
1008,771114,43231992,175.8194089,52.44885792,10690.78429,4553623.995,175.8324351,52.45609343
1009,772432,12139381,174.6696758,52.04787806,8186.768824,2586983.591,174.6486641,52.05273299
1010,772433,87439376,174.702573,52.06160371,11924.85165,7672709.502,174.6965454,52.06793154
1011,772434,15546881,174.7474827,52.08153178,13748.26198,11740317.36,174.7444618,52.08310812
1012,772435,6043251,174.7883131,52.09935286,13743.79895,11457615.37,174.7924134,52.09826272
1013,772436,12512648,174.8137854,52.11556874,11420.01243,2267591.847,174.8404002,52.11339532
1014,772437,14869329,174.9115267,52.12971754,7647.046501,1982250.872,174.8884223,52.12850589
1015,772438,24866808,174.9366875,52.14355523,14573.93615,13635281.73,174.9364794,52.14359441
1016,772439,90648928,174.9845718,52.15866087,14816,13719616,174.9845718,52.15866087
1017,772440,81214912,175.0327026,52.17369922,14842.16125,13714405.73,175.0326993,52.17370524
1018,772441,26635614,175.0808619,52.1887275,14816,13719616,175.0808619,52.1887275
1019,772442,24611236,175.1290596,52.20372763,14816,13719616,175.1290596,52.20372763
1020,772443,33600656,175.1772925,52.2187056,14816,13719616,175.1772925,52.2187056
1021,772444,35489892,175.2255604,52.2336614,14816,13719616,175.2255604,52.2336614
1022,772445,59326152,175.2738634,52.24859501,14816,13719616,175.2738634,52.24859501
1023,772446,96137600,175.3222015,52.2635064,14816,13719616,175.3222015,52.2635064
1024,772447,39957596,175.3705747,52.27839556,14816,13719616,175.3705747,52.27839556
1025,772448,2926943,175.4189829,52.29326246,14816,13719616,175.4189829,52.29326246
1026,772449,90754496,175.4546606,52.30273823,10670.35808,5822771.373,175.4674262,52.30810708
1027,772454,39680848,175.7296943,52.38607904,10072.04085,3193043.391,175.7101674,52.38199525
1028,772455,91497000,175.7588205,52.39670576,14816,13719616,175.7588205,52.39670576
1029,772456,46172140,175.8075086,52.41139383,14816,13719616,175.8075086,52.41139383
1030,772457,86246680,175.8554674,52.42440848,13942.08698,12447587.83,175.8562316,52.42605946
1031,772458,43169632,175.8880365,52.43002861,5086.005724,650287.5103,175.9049895,52.44070262
1032,773774,95313664,174.6377177,52.00680976,11785.94107,6805380.542,174.6252645,52.00773044
1033,773775,31546736,174.6733625,52.02286874,14628.48123,13598363.16,174.673085,52.0229409
1034,773776,31957646,174.7209407,52.03812942,14816,13719616,174.7209407,52.03812942
1035,773777,15857267,174.7678694,52.05343856,14335.34854,13299455.75,174.7688315,52.05329598
1036,773778,81064296,174.7905638,52.07099744,6110.516608,1286954.194,174.8167575,52.06844056
1037,773779,22853948,174.857701,52.08329083,10345.92926,4792898.515,174.8647186,52.08356315
1038,773780,19548900,174.927929,52.09842006,11615.82449,5497039.016,174.9127148,52.09866372
1039,773781,40022148,174.9607461,52.11374224,14816,13719616,174.9607461,52.11374224
1040,773782,31275778,175.0088124,52.12879871,14816,13719616,175.0088124,52.12879871
1041,773783,85910704,175.0569139,52.14383309,14816,13719616,175.0569139,52.14383309
1042,773784,42706420,175.1050504,52.15884537,14816,13719616,175.1050504,52.15884537
1043,773785,70561440,175.153222,52.17383552,14816,13719616,175.153222,52.17383552
1044,773786,18719188,175.2014286,52.18880352,14816,13719616,175.2014286,52.18880352
1045,773787,16607660,175.2496703,52.20374936,14816,13719616,175.2496703,52.20374936
1046,773788,1529691,175.2979469,52.21867301,14816,13719616,175.2979469,52.21867301
1047,773789,37715064,175.3462586,52.23357446,14816,13719616,175.3462586,52.23357446
1048,773790,82284128,175.3946053,52.24845367,14816,13719616,175.3946053,52.24845367
1049,773791,68599728,175.4429869,52.26331063,14816,13719616,175.4429869,52.26331063
1050,773792,8420859,175.48222,52.2746594,12105.64539,8237844.51,175.4914035,52.27814531
1051,773795,90259984,175.6646901,52.31721107,4335.19356,860196.307,175.6368629,52.32251553
1052,773796,30800738,175.6927291,52.3308569,11383.03345,7241175.045,175.6854192,52.33726091
1053,773797,23195802,175.7388934,52.34583133,15099.55697,10117562.91,175.7340104,52.35198392
1054,773798,49726424,175.7826364,52.36668453,14816,13719616,175.7826364,52.36668453
1055,773799,88569832,175.8312974,52.38136272,14816,13719616,175.8312974,52.38136272
1056,773800,24847852,175.8799973,52.39603223,14903.11894,13707025.45,175.8799932,52.39601846
1057,773801,74017216,175.9275881,52.4002721,13636.30375,4970347.289,175.9287238,52.41065175
1058,773802,96462032,175.9677203,52.40496304,2205.772151,141841.4175,175.9774892,52.42526255
1059,775117,68928112,174.6463807,51.98978387,8440.24733,3501212.721,174.6496756,51.97794097
1060,775118,43450280,174.6982278,51.99446367,14548.58028,12577713.4,174.6974707,51.9931414
1061,775119,83519728,174.7453009,52.00831991,14816,13719616,174.7453009,52.00831991
1062,775120,56291292,174.7814053,52.02213382,13154.30133,7378182.419,174.7931661,52.02347647
1063,775122,57317148,174.9066978,52.0436719,3259.712207,591717.2748,174.8890018,52.05372364
1064,775123,89619328,174.9446204,52.08621925,5970.963046,1005917.614,174.9369722,52.06881422
1065,775124,61141544,174.9656781,52.08910899,16854.89344,7991251.914,174.9849776,52.08388276
1066,775125,33546626,175.033018,52.09892925,14816,13719616,175.033018,52.09892925
1067,775126,21959350,175.0810935,52.11395366,14816,13719616,175.0810935,52.11395366
1068,775127,55816088,175.1292039,52.12895597,14816,13719616,175.1292039,52.12895597
1069,775128,17440894,175.1773494,52.14393616,14816,13719616,175.1773494,52.14393616
1070,775129,74396288,175.2255298,52.15889421,14816,13719616,175.2255298,52.15889421
1071,775130,43217036,175.2737451,52.1738301,14816,13719616,175.2737451,52.1738301
1072,775131,83898944,175.3219954,52.18874381,14816,13719616,175.3219954,52.18874381
1073,775132,14073405,175.3702807,52.20363532,14816,13719616,175.3702807,52.20363532
1074,775133,23348434,175.4186008,52.2185046,14816,13719616,175.4186008,52.2185046
1075,775134,55665188,175.4669559,52.23335163,14816,13719616,175.4669559,52.23335163
1076,775135,77511528,175.5043188,52.24632361,12386.82812,7841504.192,175.5153459,52.2481764
1077,775138,37984164,175.6785495,52.2980975,9700.246226,3543234.853,175.6607249,52.2925169
1078,775139,13995702,175.7092543,52.3072524,14816,13719616,175.7092543,52.3072524
1079,775140,44783632,175.7578185,52.32196552,14816,13719616,175.7578185,52.32196552
1080,775141,1252974,175.8064175,52.33665625,14816,13719616,175.8064175,52.33665625
1081,775142,43645220,175.854868,52.35128029,14966.46319,13617522.17,175.8550513,52.35132456
1082,775143,71382848,175.9098055,52.37903007,15325.35888,3987697.006,175.9037199,52.36597044
1083,775144,69286576,175.9534152,52.38233806,14038.45362,12339894.57,175.9524232,52.38059387
1084,775145,24538890,175.9975897,52.39120954,13171.57489,9876771.092,176.0011613,52.39519481
1085,776461,37611552,174.7347295,51.97142364,9557.807459,4171062.54,174.7218213,51.96333451
1086,776462,71602632,174.7671815,51.98029144,14544.06425,11767638.92,174.769626,51.97850302
1087,776463,41162292,174.7956017,51.99251746,9351.434406,2696366.343,174.8174656,51.99364959
1088,776465,32877454,174.9075519,52.03475217,5461.457614,1255851.616,174.9132499,52.0238768
1089,776467,18573072,175.0167254,52.05457935,13351.78203,9789889.381,175.0091741,52.05401597
1090,776468,61175012,175.0571886,52.0690525,14816,13719616,175.0571886,52.0690525
1091,776469,25054366,175.1052381,52.08406695,14816,13719616,175.1052381,52.08406695
1092,776470,84999216,175.1533225,52.09905931,14816,13719616,175.1533225,52.09905931
1093,776471,3276359,175.2014418,52.11402956,14816,13719616,175.2014418,52.11402956
1094,776472,58816660,175.249596,52.12897767,14816,13719616,175.249596,52.12897767
1095,776473,57817084,175.297785,52.14390363,14816,13719616,175.297785,52.14390363
1096,776474,94332160,175.346009,52.15880741,14816,13719616,175.346009,52.15880741
1097,776475,22634968,175.3942678,52.17368899,14816,13719616,175.3942678,52.17368899
1098,776476,48310856,175.4425615,52.18854836,14816,13719616,175.4425615,52.18854836
1099,776477,9696747,175.49089,52.20338549,14816,13719616,175.49089,52.20338549
1100,776478,34443816,175.5274872,52.21645999,11899.39401,7385685.569,175.5392533,52.21820035
1101,776481,16078979,175.7013603,52.26944559,9376.361085,3418569.219,175.6845521,52.26251118
1102,776482,98960696,175.7330546,52.2772368,14816,13719616,175.7330546,52.2772368
1103,776483,75898656,175.7815918,52.29194005,14816,13719616,175.7815918,52.29194005
1104,776484,71412200,175.8301638,52.30662092,14816,13719616,175.8301638,52.30662092
1105,776485,15346236,175.8787705,52.32127937,14816,13719616,175.8787705,52.32127937
1106,776486,33091836,175.9293731,52.32873834,14616.66125,7480505.936,175.9274119,52.3359154
1107,776487,48760252,175.9792577,52.34649817,15688.77488,11689178.09,175.976088,52.35052898
1108,776488,51000552,176.0247702,52.36507022,14703.85975,13687507.86,176.0247987,52.36512009
1109,776489,99014328,176.0814747,52.36957191,13771.45537,6746673.193,176.0735442,52.37968871
1110,776490,78990400,176.1157356,52.37813183,4840.518426,1288542.33,176.1223242,52.39423481
1111,777808,67778680,174.9270698,51.99740233,2645.913909,324218.9297,174.9374631,51.99402262
1112,777809,25242090,175.0071439,52.00827432,8645.190037,2720575.127,174.9853819,52.00909327
1113,777810,38032896,175.033446,52.02412068,14655.36374,13675554.5,175.0333357,52.02414189
1114,777811,34852844,175.0813243,52.03916846,14816,13719616,175.0813243,52.03916846
1115,777812,63593184,175.1293477,52.05417297,14816,13719616,175.1293477,52.05417297
1116,777813,73715456,175.1774061,52.0691554,14816,13719616,175.1774061,52.0691554
1117,777814,7111606,175.2254993,52.08411571,14816,13719616,175.2254993,52.08411571
1118,777815,38148784,175.2735498,52.09907186,14727.97199,13688145.65,175.2736273,52.0990539
1119,777816,52080096,175.3191515,52.1156628,14000.2406,11812002.17,175.3217901,52.11396994
1120,777817,66313828,175.36571,52.13343005,12684.12969,9381390.745,175.3699877,52.12886381
1121,777818,65970504,175.4124351,52.14981389,11783.09418,7915693.865,175.4182201,52.14373549
1122,777819,48053828,175.4595168,52.16655351,11068.89907,6274760.585,175.4664873,52.15858496
1123,777820,98945688,175.5044608,52.18217319,10096.51086,4763428.023,175.5147893,52.17341219
1124,777821,25190032,175.5384454,52.19589341,4713.443906,1039718.007,175.563126,52.18821717
1125,777824,46013180,175.7198636,52.25244647,1974.029612,164308.9192,175.7083446,52.23249838
1126,777825,56188852,175.7581813,52.25405894,12495.90647,7789813.769,175.7568201,52.24721413
1127,777826,47744964,175.8054308,52.26220692,14622.00456,13513617.17,175.8053304,52.26190753
1128,777827,47013216,175.8538754,52.27657854,14816,13719616,175.8538754,52.27657854
1129,777828,4716881,175.9024549,52.29122716,14816,13719616,175.9024549,52.29122716
1130,777829,8379810,175.9510692,52.30585335,14816,13719616,175.9510692,52.30585335
1131,777830,74959536,175.999718,52.3204571,14816,13719616,175.999718,52.3204571
1132,777831,80213520,176.0459193,52.33590621,15096.98676,12341990.47,176.0484015,52.33503839
1133,777832,60933720,176.096471,52.35182002,14726.6191,11870858.82,176.0971195,52.34959719
1134,777833,94645248,176.1445714,52.36040847,14484.2454,10501421.14,176.1458721,52.36413348
1135,777834,31810104,176.1885001,52.36741929,8006.131496,3719618.689,176.1946593,52.37864725
1136,779152,5411337,175.0077256,51.98632202,10310.26472,5516303.106,175.0095344,51.97922183
