OBJECTID,Id,gridcode,ShapeLon,ShapeLat,MeanSediment,ARDEMdepth,Depth,Shape_Length,Shape_Area,Lon,Lat
1,513438,3769048,-178.8623638,60.70159698,226.3889923,227.6999512,,8383.054267,2589539.36,-178.8847106,60.70990308
2,513439,67792120,-178.8449547,60.70978323,220.868866,228.9688873,,4276.548471,454633.4599,-178.8213155,60.72200904
3,514780,10394107,-178.9154095,60.66317472,249.1621552,251.8999481,,7936.851173,2321210.011,-178.9231076,60.66695818
4,514781,54571048,-178.8597295,60.67899635,232.2696381,232.2999878,,12842.6165,9219002.048,-178.8598111,60.67908201
5,514779,30528406,-178.9628638,60.64646056,265.9936218,264.7998657,,14622.51654,13590236.9,-178.9863565,60.65480499
6,514782,20164956,-178.8163761,60.673961,222.6862793,221.0988007,,5226.446224,326686.0526,-178.7964673,60.69117645
7,516122,53570204,-178.9610485,60.62392041,273.2391663,278.9999695,,7491.093064,2067763.551,-178.9614027,60.62400239
8,516123,37979652,-178.8982046,60.63614404,250.587738,252.5000763,,12669.34335,8898104.945,-178.8982046,60.63614404
9,516124,15332647,-178.8349591,60.64825635,228.8919373,230.1834869,,14547.26844,13597126.35,-178.8349591,60.64825635
10,516125,91481896,-178.7965186,60.65361995,219.5482025,226.9999695,,14816,13719616,-178.7716664,60.66033928
11,516120,72247168,-179.063023,60.59124998,344.9378967,361.5350647,,14816,13719616,-179.0876566,60.59963116
12,516121,80319728,-179.0164348,60.60773939,308.7401733,313.2000122,,8710.020266,2262060.369,-179.0245534,60.61183141
13,517461,6047298,-179.162984,60.53595789,448.9012756,462.7000427,,7097.357687,1852914.466,-179.1886121,60.54438193
14,517462,67250312,-179.1171308,60.55223501,407.3704224,422.500061,,12499.58422,8586966.016,-179.1256544,60.55662907
15,517463,21055644,-179.0621145,60.56872058,355.8027649,351.1000366,,14481.5653,13529914.89,-179.0626491,60.568847
16,517464,51161092,-178.9995964,60.58103571,311.2011414,304.0999146,,14816,13719616,-178.9995964,60.58103571
17,517465,18676518,-178.9364964,60.59319515,275.1034851,290.999939,,14816,13719616,-178.9364964,60.59319515
18,517466,97991632,-178.873349,60.60532529,251.5619659,248.5655823,,14816,13719616,-178.873349,60.60532529
19,517467,72864808,-178.8101545,60.6174261,232.3862762,231.0000763,,14816,13719616,-178.8101545,60.6174261
20,517468,63616664,-178.7701242,60.62480975,220.2735291,219.406723,,9426.5656,3564151.481,-178.7469127,60.62949756
21,518802,49263776,-179.2626591,60.48060987,554.62854,570.4000854,,6727.917518,1665020.294,-179.2892244,60.48905763
22,518803,52710448,-179.2175254,60.49670916,509.0600891,510.8066711,,12354.6085,8321571.966,-179.2264117,60.50135147
23,518804,67674912,-179.1628386,60.51344426,461.0236816,475.500061,,14425.83254,13460961.45,-179.1635515,60.5136162
24,518805,42254112,-179.1006439,60.52585177,414.583313,399.0000305,,14816,13719616,-179.1006439,60.52585177
25,518806,39960308,-179.037689,60.53805817,368.3000793,365.0000916,,14816,13719616,-179.037689,60.53805817
26,518807,34919084,-178.9746868,60.55023535,318.8320313,330.8850708,,14816,13719616,-178.9746868,60.55023535
27,518808,51674992,-178.9116373,60.56238328,277.7065735,286.6495667,,14816,13719616,-178.9116373,60.56238328
28,518809,76885088,-178.8485407,60.57450193,251.5889435,258.4434509,,14816,13719616,-178.8485407,60.57450193
29,518810,96901664,-178.7853969,60.58659127,225.6727142,224.9987946,,14816,13719616,-178.7853969,60.58659127
30,518811,40410084,-178.7463914,60.59614523,215.7535553,217.1015778,,9198.045849,3675028.856,-178.7222061,60.59865127
31,520154,48002536,-178.7342576,60.57466175,219.3611145,218.9551239,,6358.797984,1487352.097,-178.6975466,60.56780042
32,520143,42826916,-179.3619962,60.42518855,691.472168,709.9741211,,12211.59808,8056760.346,-179.3894946,60.43365858
33,520144,29577308,-179.3175692,60.44111286,630.4524536,646.2509766,,14371.48405,13383880.27,-179.3268267,60.44599896
34,520145,34304820,-179.2632054,60.45808759,571.0140991,584.0102539,,14816,13719616,-179.2641113,60.4583103
35,520146,90328872,-179.2013485,60.47059257,517.3210449,526.999939,,14816,13719616,-179.2013485,60.47059257
36,520147,34444968,-179.1385383,60.48284574,470.796936,475.2600708,,14816,13719616,-179.1385383,60.48284574
37,520148,3518550,-179.0756809,60.49506978,426.4632263,419.0000916,,14816,13719616,-179.0756809,60.49506978
38,520149,9830335,-179.0127762,60.50726466,381.1089783,387.689209,,14816,13719616,-179.0127762,60.50726466
39,520150,23023820,-178.9498244,60.51943033,332.0220337,341.9919128,,14816,13719616,-178.9498244,60.51943033
40,520151,23355748,-178.8868254,60.53156678,286.70401,301.7734375,,14816,13719616,-178.8868254,60.53156678
41,520152,45175728,-178.8237795,60.54367396,250.8815918,272.534668,,14816,13719616,-178.8237795,60.54367396
42,520153,55665368,-178.7606865,60.55575186,233.060257,226.3103943,,8200.643837,803323.8076,-178.7606865,60.55575186
43,521484,72409584,-179.4613207,60.36968433,934.1355591,1005.326111,,6110.735508,1369003.266,-179.4894241,60.37818511
44,521485,40134064,-179.4173443,60.38546407,829.3225098,847.2716675,,12081.98693,7828683.777,-179.4269006,60.39057185
45,521486,98353392,-179.3632155,60.40264996,712.9710083,743.7260132,,14318.69101,13297817.51,-179.3643296,60.40292963
46,521487,93388568,-179.3017113,60.41525843,644.5286865,651.4000854,,14816,13719616,-179.3017113,60.41525843
47,521488,23116534,-179.2390456,60.42755821,579.3953857,590.7182007,,14816,13719616,-179.2390456,60.42755821
48,521489,40298404,-179.1763326,60.43982893,531.5112305,541.000061,,14816,13719616,-179.1763326,60.43982893
49,521490,93948192,-179.1135724,60.45207057,488.5351563,489.8546143,,14816,13719616,-179.1135724,60.45207057
50,521491,65751468,-179.050765,60.4642831,444.3713379,451.2637634,,14816,13719616,-179.050765,60.4642831
51,521492,66027216,-178.9879106,60.47646648,398.1970825,412.9597168,,14816,13719616,-178.9879106,60.47646648
52,521493,18724438,-178.9250091,60.48862067,344.6788025,342.9382324,,14816,13719616,-178.9250091,60.48862067
53,521494,72777496,-178.8620606,60.50074566,296.2312927,312.9844971,,14816,13719616,-178.8620606,60.50074566
54,521495,9951729,-178.7990652,60.5128414,258.6038818,265.2999268,,14816,13719616,-178.7990652,60.5128414
55,521496,39654736,-178.7360229,60.52490786,232.7745667,235.3001251,,14816,13719616,-178.7360229,60.52490786
56,521497,53365528,-178.6902806,60.5278337,217.724762,215.7404175,,9871.753908,3344599.073,-178.6729339,60.53694502
57,522826,87999928,-179.5093512,60.33271661,1146.998657,1279.623047,,9600.975076,5618144.144,-179.5266348,60.33507047
58,522827,35832496,-179.4629576,60.34715662,1025.081421,1121.003784,,14285.45502,13239793.25,-179.4642079,60.34747452
59,522828,47979088,-179.4017336,60.35984967,845.6936646,841,,14816,13719616,-179.4017336,60.35984967
60,522829,33868848,-179.3392121,60.37219588,743.3000488,768.8870239,,14816,13719616,-179.3392121,60.37219588
61,522830,48542520,-179.2766432,60.38451312,674.5739746,677.0931396,,14816,13719616,-179.2766432,60.38451312
62,522831,89086064,-179.2140272,60.39680135,604.2756958,614.3327637,,14816,13719616,-179.2140272,60.39680135
63,522832,45014868,-179.1513639,60.40906055,549.965332,565.1018677,,14816,13719616,-179.1513639,60.40906055
64,522833,310111,-179.0886536,60.42129068,509.9524231,482.7973633,,14816,13719616,-179.0886536,60.42129068
65,522834,81193992,-179.0258963,60.43349172,464.3961487,494.9101257,,14816,13719616,-179.0258963,60.43349172
66,522835,15883757,-178.963092,60.44566363,421.0682983,448.2647095,,14816,13719616,-178.963092,60.44566363
67,522836,52789312,-178.9002408,60.45780637,368.7209473,374.7999878,,14816,13719616,-178.9002408,60.45780637
68,522837,76735592,-178.8373427,60.46991992,323.2458191,319.9000549,,14816,13719616,-178.8373427,60.46991992
69,522838,17929420,-178.7743978,60.48200424,271.3162537,286.3956299,,14816,13719616,-178.7743978,60.48200424
70,522839,13390148,-178.7114062,60.4940593,241.8652954,206.7393951,,14816,13719616,-178.7114062,60.4940593
71,522840,8673028,-178.6516636,60.50353362,216.9635773,183.9559021,,13530.00243,11281684.4,-178.6483679,60.50608507
72,522841,14187544,-178.6052285,60.49824892,207.3247375,201.0999146,,825.7206794,14119.02509,-178.585283,60.51808152
73,524169,53423744,-179.4851533,60.30752749,1126.400635,1057.359253,,11543.12555,6552731.292,-179.5014169,60.30436662
74,524170,76086672,-179.4390391,60.31675908,976.4346924,917.59375,,14816,13719616,-179.4390391,60.31675908
75,524171,97672560,-179.376614,60.32912266,845.2290649,842.6999512,,14816,13719616,-179.376614,60.32912266
76,524172,47792388,-179.3141418,60.34145732,781.0112305,793.4000244,,14816,13719616,-179.3141418,60.34145732
77,524173,26442906,-179.2516224,60.35376302,700.7147827,728.2550659,,14816,13719616,-179.2516224,60.35376302
78,524174,8045303,-179.1890559,60.36603974,652.2872314,671.5072021,,14816,13719616,-179.1890559,60.36603974
79,524175,21398816,-179.1264424,60.37828744,608.5806885,636.2836304,,14816,13719616,-179.1264424,60.37828744
80,524176,42904768,-179.0637819,60.39050609,551.5619507,540.5927124,,14816,13719616,-179.0637819,60.39050609
81,524177,22175998,-179.0010745,60.40269566,502.0434265,507.400116,,14816,13719616,-179.0010745,60.40269566
82,524178,62854176,-178.9383203,60.41485611,459.1429138,449.5,,14816,13719616,-178.9383203,60.41485611
83,524179,50135136,-178.8755193,60.42698742,405.6302185,394.1620789,,14816,13719616,-178.8755193,60.42698742
84,524180,24776516,-178.8126716,60.43908956,347.8240356,343.5999451,,14816,13719616,-178.8126716,60.43908956
85,524181,75270528,-178.7497772,60.45116248,290.6349182,297.7519226,,14816,13719616,-178.7497772,60.45116248
86,524182,58812840,-178.6868361,60.46320617,249.7870026,256.8714905,,14816,13719616,-178.6868361,60.46320617
87,524183,12175328,-178.6286106,60.47498918,222.2374115,223.0172424,,14476.15576,11773442.54,-178.6238486,60.47522058
88,524184,49204824,-178.6043301,60.49647609,207.5268402,200.1410522,,158.4259146,580.8818671,-178.5608145,60.48720569
89,525513,13777998,-179.4139175,60.2860388,944.5159302,865.1000977,,13000.88445,9695324.884,-179.4139175,60.2860388
90,525514,60717756,-179.3515416,60.29839083,826.8719482,821.0999756,,14816,13719616,-179.3515416,60.29839083
91,525515,23794668,-179.2891186,60.31071395,807.8306885,816.0046997,,14816,13719616,-179.2891186,60.31071395
92,525516,27831984,-179.2266486,60.32300815,778.8187256,860.3483276,,14816,13719616,-179.2266486,60.32300815
93,525517,79655288,-179.1641316,60.33527337,716.9371948,745.0087891,,14816,13719616,-179.1641316,60.33527337
94,525518,26720320,-179.1015678,60.34750959,668.449585,677.4000854,,14816,13719616,-179.1015678,60.34750959
95,525519,22218582,-179.0389571,60.35971678,608.9320679,601.7923584,,14816,13719616,-179.0389571,60.35971678
96,525520,14998334,-178.9762996,60.37189491,545.4161987,575.5905762,,14816,13719616,-178.9762996,60.37189491
97,525521,82240584,-178.9135954,60.38404394,498.0433655,211.0000153,,14816,13719616,-178.9135954,60.38404394
98,525522,19444738,-178.8508446,60.39616384,430.3278809,369.6417542,,14816,13719616,-178.8508446,60.39616384
99,525523,93173064,-178.7880471,60.40825458,376.486908,380.4741516,,14816,13719616,-178.7880471,60.40825458
100,525524,87674584,-178.7252031,60.42031614,307.2539673,292.8051147,,14816,13719616,-178.7252031,60.42031614
101,525525,75580800,-178.6623126,60.43234846,261.0057373,265.7991028,,14816,13719616,-178.6623126,60.43234846
102,525526,81867568,-178.5999009,60.44388037,227.3203278,236.1252747,,14816,13719616,-178.5993757,60.44435154
103,525512,60355668,-179.4665116,60.2739438,1114.683838,922.3076172,,14395.79829,13352138.85,-179.4762463,60.27365789
104,525527,8666785,-178.5503858,60.44329237,211.0591431,218.2000275,,7229.214156,2112274.468,-178.5363925,60.45632533
105,526854,88352952,-179.4846321,60.22789579,1047.130981,1074.199951,,7893.968815,2179063.345,-179.5133556,60.23054611
106,526855,29264974,-179.450738,60.24287284,1065.429199,1124.218872,,14550.98648,13589005.4,-179.4511228,60.2429443
107,526856,25690446,-179.388843,60.25531366,932.6053467,865.2000122,,14816,13719616,-179.388843,60.25531366
108,526857,13466364,-179.3265162,60.26765417,895.4169922,869.7999268,,14816,13719616,-179.3265162,60.26765417
109,526858,41192600,-179.2641424,60.2799658,944.5297241,924.9000244,,14816,13719616,-179.2641424,60.2799658
110,526859,80389504,-179.2017218,60.2922485,910.8491211,900.5,,14816,13719616,-179.2017218,60.2922485
111,526860,61807240,-179.1392543,60.30450225,822.4347534,804.6000366,,14816,13719616,-179.1392543,60.30450225
112,526861,17071800,-179.07674,60.31672702,734.8833618,741.1466064,,14816,13719616,-179.07674,60.31672702
113,526862,32887288,-179.0141791,60.32892277,659.5575562,557.9245605,,14816,13719616,-179.0141791,60.32892277
114,526863,155006,-178.9515714,60.34108948,588.5761108,591.9581299,,14816,13719616,-178.9515714,60.34108948
115,526864,43157952,-178.8889172,60.35322711,533.9367065,467.6170654,,14816,13719616,-178.8889172,60.35322711
116,526865,9846835,-178.8262164,60.36533562,465.8157654,425.8390808,,14816,13719616,-178.8262164,60.36533562
117,526866,13074367,-178.7634692,60.377415,391.2139893,412.4274597,,14816,13719616,-178.7634692,60.377415
118,526867,68903096,-178.7006755,60.3894652,326.9257813,345.000061,,14816,13719616,-178.7006755,60.3894652
119,526868,72169712,-178.6378355,60.4014862,269.1940002,274.8000793,,14816,13719616,-178.6378355,60.4014862
120,526869,23468388,-178.5749492,60.41347796,232.7091522,241.3445435,,14816,13719616,-178.5749492,60.41347796
121,526870,72670008,-178.5232579,60.42249863,207.7052765,217.8575439,,11749.02626,8513573.198,-178.5120167,60.42544046
122,528196,28231236,-179.5221558,60.18087847,1125.700684,1105.100098,,6382.095464,1801298.686,-179.5503674,60.18742375
123,528197,4643611,-179.4833354,60.19870193,1001.829712,956.5,,13627.81506,11617219.48,-179.4882304,60.19983918
124,528198,50037140,-179.4260465,60.21222584,981.2886353,969.499939,,14816,13719616,-179.4260465,60.21222584
125,528199,49350504,-179.3638156,60.22458369,881.651062,878.4001465,,14816,13719616,-179.3638156,60.22458369
126,528200,13866798,-179.3015378,60.2369127,991.225769,1007.099976,,14816,13719616,-179.3015378,60.2369127
127,528201,3252928,-179.2392132,60.24921284,1011.028381,1005.600037,,14816,13719616,-179.2392132,60.24921284
128,528202,20314706,-179.1768418,60.26148408,896.0669556,915.5999146,,14816,13719616,-179.1768418,60.26148408
129,528203,17649794,-179.1144237,60.27372639,805.1749268,806,,14816,13719616,-179.1144237,60.27372639
130,528204,91258952,-179.051959,60.28593972,746.8845215,751.6000366,,14816,13719616,-179.051959,60.28593972
131,528205,67687632,-178.9894477,60.29812406,699.723877,691.6918945,,14816,13719616,-178.9894477,60.29812406
132,528206,72111856,-178.9268898,60.31027937,614.8560791,613.2324829,,14816,13719616,-178.9268898,60.31027937
133,528207,42952612,-178.8642855,60.32240562,553.5893555,558.1217041,,14816,13719616,-178.8642855,60.32240562
134,528208,91690328,-178.8016348,60.33450278,498.2044983,484.0203552,,14816,13719616,-178.8016348,60.33450278
135,528209,10834079,-178.7389377,60.34657081,411.8421326,436.7368469,,14816,13719616,-178.7389377,60.34657081
136,528210,79097344,-178.6761943,60.35860969,329.5985107,348.9000854,,14816,13719616,-178.6761943,60.35860969
137,528211,28721920,-178.6134047,60.37061938,272.2741089,265.9840698,,14816,13719616,-178.6134047,60.37061938
138,528212,54478544,-178.5505689,60.38259985,233.025528,237.8710785,,14816,13719616,-178.5505689,60.38259985
139,528213,27500078,-178.5031264,60.39325923,208.8298645,217.0347748,,11396.61985,7286922.742,-178.487687,60.39455107
140,529539,86235400,-179.5180048,60.15701252,1065.762695,1068.699951,,13001.42826,10728323.76,-179.5252406,60.15672347
141,529540,88415880,-179.4631523,60.16912738,992.7958374,1007.5,,14816,13719616,-179.4631523,60.16912738
142,529541,22179356,-179.401017,60.18150253,991.2733154,1113.5,,14816,13719616,-179.401017,60.18150253
143,529542,7200241,-179.3431211,60.19554345,965.2735596,954.1999512,,13746.38119,11536520.76,-179.338835,60.19384888
144,529543,84844112,-179.28242,60.21289302,1106.146973,1108.519043,,12046.12775,7642259.883,-179.2766062,60.20616642
145,529544,74131616,-179.2126887,60.22077996,1051.0979,1075.710815,,13919.11387,11791401.21,-179.2143307,60.2184551
146,529545,94892224,-179.1520085,60.2307149,874.8851929,882.954895,,14816,13719616,-179.1520085,60.2307149
147,529546,81611920,-179.0896398,60.24294578,771.2792969,765.8314209,,14816,13719616,-179.0896398,60.24294578
148,529547,74149968,-179.0272245,60.25514771,715.0513916,707.805542,,14816,13719616,-179.0272245,60.25514771
149,529548,85968864,-178.9647628,60.26732066,670.2576294,665.8070068,,14816,13719616,-178.9647628,60.26732066
150,529549,54231572,-178.9022547,60.2794646,597.1937866,596.1000977,,14816,13719616,-178.9022547,60.2794646
151,529550,19448596,-178.8397002,60.29157949,538.1970825,526.8590698,,14816,13719616,-178.8397002,60.29157949
152,529551,78624224,-178.7770995,60.30366531,479.3204041,471.900177,,14816,13719616,-178.7770995,60.30366531
153,529552,93296304,-178.7144525,60.31572202,423.0957947,427.9569397,,14816,13719616,-178.7144525,60.31572202
154,529553,84649136,-178.6517593,60.32774959,332.8411255,341.4273071,,14816,13719616,-178.6517593,60.32774959
155,529554,27632326,-178.5890201,60.339748,271.3205872,259.9902649,,14816,13719616,-178.5890201,60.339748
156,529555,48837892,-178.5262348,60.3517172,226.9831696,227.9445801,,14816,13719616,-178.5262348,60.3517172
157,529556,34208212,-178.4900468,60.36276015,207.9991608,217.6515503,,9278.073964,2853126.91,-178.4634035,60.36365717
158,530882,56126468,-179.4982509,60.12594105,1108.581787,1111.199951,,2050.097851,96090.10323,-179.5001608,60.12601828
159,530883,59562116,-179.4398028,60.13884193,1057.486206,1069.099976,,14419.98709,12990567.01,-179.438121,60.13841069
160,530884,16320297,-179.3903725,60.15651642,1202.005859,1151.599976,,14161.30593,13054990.13,-179.3760344,60.15077436
161,530885,3167416,-179.353347,60.17206004,1065.035034,1040.800049,,11306.91531,5850853.027,-179.3139011,60.16310925
162,530887,75000072,-179.1758356,60.18783388,939.3450317,949.500061,,1617.189729,99580.93247,-179.1894948,60.18769258
163,530888,70380840,-179.1272218,60.19994096,795.8395386,868.7405396,,13541.6685,7914325.372,-179.1272218,60.19994096
164,530889,23918894,-179.0649024,60.21216043,716.0588379,732.8101196,,14816,13719616,-179.0649024,60.21216043
165,530890,57769732,-179.0025366,60.22435098,672.0396729,659.8595581,,14816,13719616,-179.0025366,60.22435098
166,530891,41388472,-178.9401244,60.23651256,593.6724243,596.8956299,,14816,13719616,-178.9401244,60.23651256
167,530892,30420350,-178.8776659,60.24864515,552.480896,548.9000244,,14816,13719616,-178.8776659,60.24864515
168,530893,40341584,-178.8151613,60.26074871,489.0671387,489.6999817,,14816,13719616,-178.8151613,60.26074871
169,530894,37903364,-178.7526104,60.27282322,436.3798218,432.3000183,,14816,13719616,-178.7526104,60.27282322
170,530895,247041,-178.6900135,60.28486863,392.2875061,399.1142273,,14816,13719616,-178.6900135,60.28486863
171,530896,50252620,-178.6273705,60.29688493,330.2745972,355.5306396,,14816,13719616,-178.6273705,60.29688493
172,530897,26635510,-178.5646815,60.30887207,260.8125,269.5003662,,14816,13719616,-178.5646815,60.30887207
173,530898,37213144,-178.5019907,60.32083902,219.0100861,221.1356964,,14816,13719616,-178.5019466,60.32083003
174,530899,30287928,-178.4722324,60.33179196,204.0983429,205.3288574,,14741.8828,13705317.64,-178.4391658,60.33275877
175,530881,58765508,-179.521871,60.10677538,1350.041382,1313.800171,,7094.93101,668042.9593,-179.5621538,60.11359717
176,532224,81320432,-179.5105916,60.09047912,1300.061523,1187.900024,,7053.992154,1082325.146,-179.5370724,60.08289858
177,532225,44087168,-179.4854732,60.09863478,1152.818359,1136.500122,,12546.59136,8425774.739,-179.4751277,60.0953082
178,532226,23707670,-179.4424274,60.11695016,1155.22876,1124.300049,,5340.684563,940794.6213,-179.4131364,60.10768913
179,532229,81638472,-179.2142395,60.14238405,1109.950928,1149.372437,,12190.32668,7831270.569,-179.2268829,60.14465944
180,532230,60126848,-179.1646966,60.15692336,852.5794678,863.6000366,,14772.97391,13716766.44,-179.1647055,60.15692527
181,532231,84660520,-179.1024816,60.16916225,653.9763184,683.4573364,,14816,13719616,-179.1024816,60.16916225
182,532232,16371360,-179.0402114,60.18137035,625.1538086,585.0307007,,14816,13719616,-179.0402114,60.18137035
183,532233,71077792,-178.9778949,60.19354954,578.4891968,553.2487183,,14816,13719616,-178.9778949,60.19354954
184,532234,45617264,-178.9155322,60.20569978,520.9235229,546.9955444,,14816,13719616,-178.9155322,60.20569978
185,532235,36024064,-178.8531234,60.21782104,477.6815796,431,,14816,13719616,-178.8531234,60.21782104
186,532236,78291520,-178.7906684,60.22991329,423.612915,429.0000305,,14816,13719616,-178.7906684,60.22991329
187,532237,53627448,-178.7281674,60.2419765,383.9833984,381.0222168,,14816,13719616,-178.7281674,60.2419765
188,532238,90809528,-178.6656205,60.25401065,351.6834412,354.0999451,,14816,13719616,-178.6656205,60.25401065
189,532239,31485932,-178.6030276,60.26601568,319.8346252,323.4525452,,14816,13719616,-178.6030276,60.26601568
190,532240,29043316,-178.5403888,60.27799159,245.1210022,243.5325775,,14816,13719616,-178.5403888,60.27799159
191,532241,14259961,-178.4863854,60.29062659,209.3029327,216.2726135,,13109.95466,10085660.28,-178.4777043,60.28993833
192,533572,24114016,-179.2018454,60.11385064,1025.802979,1006.200195,,8278.203914,2579213.801,-179.202091,60.11389874
193,533573,40419432,-179.1399625,60.12615319,665.2160034,793.000061,,14598.28204,13637028.22,-179.1399625,60.12615319
194,533574,15405844,-179.0777877,60.1383788,536.8566895,559.9482422,,14816,13719616,-179.0777877,60.1383788
195,533575,90066816,-179.0155667,60.15057554,461.2032166,482.1000061,,14816,13719616,-179.0155667,60.15057554
196,533576,75382792,-178.9532995,60.16274339,422.1091919,444.0274048,,14816,13719616,-178.9532995,60.16274339
197,533577,21223276,-178.8909862,60.17488231,401.3012085,378.1183472,,14816,13719616,-178.8909862,60.17488231
198,533578,22413430,-178.8286269,60.18699227,375.0454712,375.6674805,,14816,13719616,-178.8286269,60.18699227
199,533579,88550000,-178.7662217,60.19907323,344.7915649,337.6785278,,14816,13719616,-178.7662217,60.19907323
200,533580,39319036,-178.7037705,60.21112518,320.0318604,322.2547302,,14816,13719616,-178.7037705,60.21112518
201,533581,5779313,-178.6412734,60.22314807,306.015625,315.6937256,,14816,13719616,-178.6412734,60.22314807
202,533582,34797824,-178.5788878,60.23517851,278.6942749,298.8000793,,14816,13719616,-178.5787305,60.23514187
203,533583,13204369,-178.5257486,60.25102042,231.5215912,249.3522797,,14636.90374,13666162.2,-178.516142,60.24710656
204,533584,81901544,-178.4862909,60.26711085,207.6835327,214.0077362,,12660.08702,8442735.789,-178.4535077,60.2590421
205,533571,42244984,-179.2369126,60.0993238,1227.180664,1156.699951,,4274.755562,791994.9227,-179.2641733,60.10161549
206,534925,8068274,-178.5803925,60.21125579,263.2500305,258.6117249,,2034.274433,188038.5151,-178.5544793,60.2042635
207,534913,35008056,-179.2624103,60.05099866,1118.973389,1053.999878,,13452.84221,10036543.75,-179.3013661,60.05856076
208,534914,51475632,-179.2307599,60.06991228,990.9013062,1043.099976,,14816,13719616,-179.2393789,60.07086138
209,534915,86946008,-179.1773455,60.08313325,769.7797241,775.159729,,14816,13719616,-179.1773455,60.08313325
210,534916,40527684,-179.1152658,60.09537633,504.191925,501.6000977,,14816,13719616,-179.1152658,60.09537633
211,534917,80436000,-179.05314,60.10759059,327.7754822,433.8638,,14816,13719616,-179.05314,60.10759059
212,534918,96505248,-178.9909681,60.11977601,274.118866,347.7964783,,14816,13719616,-178.9909681,60.11977601
213,534919,13835105,-178.9287502,60.13193254,290.5712585,279.5983582,,14816,13719616,-178.9287502,60.13193254
214,534920,6987371,-178.8664863,60.14406016,299.7390442,265.5211182,,14816,13719616,-178.8664863,60.14406016
215,534921,84480688,-178.8041765,60.15615884,285.692688,270.5604248,,14816,13719616,-178.8041765,60.15615884
216,534922,58061928,-178.7418208,60.16822854,272.3580933,268.6596985,,14816,13719616,-178.7418208,60.16822854
217,534923,62191660,-178.6794193,60.18026924,264.4773865,267.7655334,,14781.26127,13716331.59,-178.6794193,60.18026924
218,534924,75425376,-178.6169824,60.19228306,255.4994965,269.2657776,,11963.29249,2929635.902,-178.6169721,60.1922809
219,536256,9286156,-179.2586132,60.04471481,1066.966187,1122.199951,,3010.013968,451800.0795,-179.2765695,60.02781321
220,536262,79054960,-178.9104562,60.10815671,213.2299805,202.785675,,14536.62481,11766269.7,-178.9042468,60.10111699
221,536263,1651108,-178.8474264,60.12068336,228.9444275,203.4291382,,14816,13719616,-178.8420322,60.11323333
222,536264,21787072,-178.7829776,60.13132642,221.8058319,217.307724,,14816,13719616,-178.7797719,60.12532076
223,536257,2048073,-179.2115912,60.04196641,738.2821045,781.449707,,14816,13719616,-179.2146309,60.04010246
224,536258,37241656,-179.1526461,60.05236297,579.7548218,597.8342285,,13812.49458,11408596.82,-179.1526461,60.05236297
225,536259,78368480,-179.0906153,60.06459471,390.2736206,381.0000916,,11490.73623,7350897.278,-179.0906153,60.06459471
226,536260,22917356,-179.0285384,60.07679764,262.9300232,327.5784607,,11374.47228,7160297.661,-179.0285384,60.07679764
227,536261,5290094,-178.9713686,60.09048558,214.2297211,266.1471863,,12171.74377,8558500.348,-178.9664156,60.08897175
228,536265,33776268,-178.718367,60.14033589,216.5211029,219.4015656,,13506.47151,11249570.84,-178.7174657,60.13737922
229,536266,45271584,-178.6549038,60.14987112,208.3165131,216.4559937,,14511.38185,13381720.55,-178.6551139,60.14940869
230,536267,62493352,-178.5969705,60.16166662,204.940155,229.2289734,,13713.64053,11983685.93,-178.5927165,60.16140915
231,537609,80674320,-178.6208778,60.13741813,181.6826782,201.9307709,,9315.617826,4454532.386,-178.6308542,60.11854354
232,537610,20131672,-178.600469,60.14139167,183.1493073,217.3695831,,14322.81866,13309259.39,-178.5685065,60.13053282
233,537599,92022704,-179.2327354,59.99192403,1024.246704,1031.466919,,14816,13719616,-179.2518191,59.99706083
234,537600,71487496,-179.1887999,60.00911747,802.454834,861.0112305,,14816,13719616,-179.189929,60.00933873
235,537601,21663100,-179.1279929,60.0215879,560.3596802,646.9900513,,14816,13719616,-179.1279929,60.0215879
236,537602,54193752,-179.0660108,60.03380832,375.1548157,406.3411865,,10104.05893,3733451.575,-179.0660108,60.03380832
237,537603,67429784,-179.0039828,60.04599995,236.7676239,248.8581543,,3557.21844,217048.5487,-179.0039828,60.04599995
238,537604,72508280,-178.964508,60.05390555,198.4547882,197.1739349,,3482.116088,225572.5904,-178.9419089,60.05816277
239,538942,70937640,-179.2179385,59.98408031,1146.677124,1180.428833,,5854.010603,738504.4671,-179.2271147,59.96630362
240,538943,73353072,-179.1547306,59.98778702,1054.749023,963.5570068,,12649.69027,6217368.865,-179.1652731,59.97857018
241,538944,37713608,-179.103374,59.99082101,773.5401611,785.5531616,,14747.10189,13711096.59,-179.1033855,59.99080804
242,538945,33598968,-179.0414522,60.00301716,422.6348877,670.5679321,,14816,13719616,-179.0414522,60.00301716
243,538946,19273998,-178.979473,60.01519752,314.98172,361.7913513,,14816,13719616,-178.979473,60.01519752
244,538947,98313632,-178.925446,60.02293372,176.1353912,153.1533661,,12565.36986,8650285.75,-178.9174481,60.02734907
245,540287,60479704,-179.0753203,59.96187067,1037.306519,1027.479248,,13588.65211,11616914.92,-179.0788241,59.96002341
246,540288,72744304,-179.0169393,59.97222125,892.6115112,853.9642334,,14816,13719616,-179.0169393,59.97222125
247,540289,50036508,-178.9550089,59.98439035,499.6939392,711.6045532,,14816,13719616,-178.9550089,59.98439035
