OBJECTID,Id,gridcode,ShapeLon,ShapeLat,MeanSediment,ARDEMdepth,Depth,Shape_Length,Shape_Area,Lon,Lat
554,575218,71691488,-177.6642977,59.31060338,318.8565063,307.7434387,,14816,13719616,-177.6642977,59.31060338
555,575219,80061464,-177.6031081,59.32214558,263.5294495,245.7156982,,14816,13719616,-177.6031081,59.32214558
556,575220,7309025,-177.5418765,59.3336591,217.5328827,209.0001221,,14816,13719616,-177.5418765,59.3336591
557,575221,80620336,-177.5062382,59.340709,201.5637512,191.2418671,,8607.432853,2339918.466,-177.4806032,59.3451439
558,576547,75776744,-178.4873906,59.11429221,830.1261597,910.9905396,,5081.600297,1064271.372,-178.4931067,59.11511471
559,576548,46332428,-178.4325566,59.12704484,420.3147888,514.6481934,,13729.52382,11281483.42,-178.4325566,59.12704484
560,576549,95907440,-178.4018354,59.14434427,248.8369446,321.2471313,,14816,13719616,-178.371964,59.13894669
561,576555,67638504,-177.9993446,59.21487114,230.5518036,209.0002747,,8989.132158,1559588.16,-178.0075166,59.20976257
562,576556,81265344,-177.9466274,59.22146574,258.7563477,243.6979065,,12598.93548,8037171.069,-177.9466274,59.22146574
563,576557,23898496,-177.885696,59.23314041,310.9334106,291.5941467,,14816,13719616,-177.885696,59.23314041
564,576558,11272997,-177.8247226,59.24478655,415.1141052,336.8270874,,14816,13719616,-177.8247226,59.24478655
565,576559,66200424,-177.7637072,59.25640413,360.772644,372.9493713,,14816,13719616,-177.7637072,59.25640413
566,576560,250735,-177.7026498,59.26799314,312.9352417,297.6000366,,14816,13719616,-177.7026498,59.26799314
567,576561,36003140,-177.6415505,59.27955352,261.572052,273.240509,,14816,13719616,-177.6415505,59.27955352
568,576562,34792120,-177.5804094,59.29108527,231.7345581,233.6507721,,14816,13719616,-177.5804094,59.29108527
569,576563,14803107,-177.5205417,59.30287184,205.3943176,202.3243256,,14816,13719616,-177.5192265,59.30258835
570,576564,49780604,-177.4920541,59.31758153,196.2455139,191.7618713,,14219.85023,13219361.78,-177.4580019,59.31406273
571,576546,27592870,-178.5242387,59.09484541,1049.728027,1018.766602,,5316.432811,642574.1251,-178.5536142,59.10315634
572,577898,52526772,-177.9681604,59.19705928,208.4364471,180.1486511,,11802.28272,8726322.801,-177.9845225,59.1787713
573,577899,48438160,-177.9201791,59.19501589,220.6293335,211.0485077,,14816,13719616,-177.9236811,59.19046392
574,577906,39880240,-177.5166762,59.2759663,197.0278473,197.3730164,,14816,13719616,-177.4966182,59.27151323
575,577889,88370776,-178.5189069,59.07387782,816.8669434,1209.807129,,11486.11481,7394310.172,-178.5301946,59.0722607
576,577890,42291076,-178.4697339,59.08420837,634.9699707,917.166748,,2701.43154,311522.4312,-178.4697339,59.08420837
577,577891,65627468,-178.4092308,59.09612783,365.7765808,434.9789429,,13047.46572,9562109.851,-178.4092308,59.09612783
578,577892,45130200,-178.3589566,59.10290557,201.9735565,315.715271,,14816,13719616,-178.3486852,59.10801902
579,577900,55580400,-177.8627977,59.20212807,245.3871918,224.3000946,,14816,13719616,-177.8627977,59.20212807
580,577901,47715576,-177.8018724,59.2137637,292.6057129,250.1251831,,14816,13719616,-177.8018724,59.2137637
581,577902,47075124,-177.7409051,59.2253708,280.2806396,268.2254028,,14816,13719616,-177.7409051,59.2253708
582,577903,94606840,-177.679896,59.23694933,249.7535858,247.2000122,,14816,13719616,-177.679896,59.23694933
583,577904,18049916,-177.6188451,59.24849926,225.8203583,227.8329468,,14464.8086,13541126.47,-177.6188451,59.24849926
584,577905,19750132,-177.5582454,59.26013535,204.9063568,205.656601,,10136.57892,4249097.409,-177.5577525,59.26002057
585,579242,5672485,-177.8835914,59.1796068,207.0872955,199.6679688,,12312.60127,9539977.279,-177.9007769,59.1594576
586,579243,40565828,-177.8425828,59.18346912,218.1775818,198.0382843,,14816,13719616,-177.8399414,59.17111124
587,579244,67148216,-177.7841659,59.19225998,230.4470367,218.6823578,,14816,13719616,-177.779064,59.18273639
588,579245,93927784,-177.7219324,59.20128274,227.2885437,222.157959,,13477.25526,11345648.97,-177.7181449,59.19433302
589,579248,92260712,-177.5536051,59.2352748,192.0303345,194.9573059,,1174.850781,56549.71265,-177.5351373,59.22895149
590,579232,74317784,-178.4977635,59.0433167,1164.882935,1386.904541,,9126.495768,3377309.895,-178.5068175,59.04136033
591,579233,57843924,-178.4464037,59.05329734,901.2116699,1069.638062,,10590.23616,5522392.145,-178.4464037,59.05329734
592,579234,33549442,-178.3859474,59.06520614,543.1860962,581.4303589,,11713.27101,7734355.821,-178.3859474,59.06520614
593,579235,68027440,-178.3302599,59.0756044,213.149292,277.0908508,,13046.76375,10442314.86,-178.3254488,59.0770867
594,579246,18579156,-177.6586048,59.20978624,214.2756348,212.4760132,,12992.38649,10726752.39,-177.657184,59.20590109
595,579247,6753166,-177.600203,59.22040576,197.8497009,202.6936951,,9287.253111,4109053.995,-177.5961814,59.21744059
596,580575,93398152,-178.4760342,59.02751624,1341.874146,1398.608521,,5316.895839,780543.0229,-178.4834829,59.01045525
597,580576,73596664,-178.4174608,59.02467312,1016.407166,1086.226807,,14683.44792,10520419.64,-178.4231158,59.02238161
598,580577,50951076,-178.3627064,59.03427977,534.7767334,621.0001831,,14816,13719616,-178.3627064,59.03427977
599,580578,43277172,-178.3065517,59.04544247,226.7641754,221.7164154,,13798.40156,11807832.01,-178.3022547,59.04614971
600,581919,58164648,-178.3929855,58.99338088,1061.108398,985.7856445,,12545.79559,10355030.78,-178.3998703,58.99146118
601,581920,77706672,-178.3395077,59.00334873,504.0724487,559.7564697,,14816,13719616,-178.3395077,59.00334873
602,581921,73625120,-178.2826332,59.01429316,272.3870544,263.8554993,,14033.244,12044359.77,-178.2791029,59.01520808
603,583262,20570818,-178.3597684,58.96412302,990.0291748,1117.000122,,11356.10559,5925307.528,-178.376667,58.96053606
604,583263,65344168,-178.3163511,58.97241302,615.7329712,531.000061,,14816,13719616,-178.3163511,58.97241302
605,583264,82515560,-178.256131,58.98412126,335.0039673,352.9170227,,14622.24043,13619102.52,-178.2559931,58.98426179
606,583265,59274620,-178.2065943,58.98483158,231.5442657,219.000061,,9402.598559,3302069.98,-178.1955932,58.99608235
607,584605,74136880,-178.3411951,58.93030572,1286.171387,1377.27063,,12324.00428,8384276.894,-178.3535057,58.92960626
608,584606,18395464,-178.2932365,58.94147265,1036.184937,848.5562134,,14816,13719616,-178.2932365,58.94147265
609,584607,89120744,-178.2329254,58.95331086,506.9562988,573.1998291,,14816,13719616,-178.2329254,58.95331086
610,584608,69230912,-178.1737733,58.96391903,254.6277161,243.5867004,,13975.98989,12734677.67,-178.1725723,58.96512088
611,584609,26465756,-178.1302007,58.96239515,206.0675964,222.5877991,,5022.107628,977518.6606,-178.1121775,58.97690268
612,585948,40962688,-178.3325112,58.90767386,1128.564575,1337.020508,,9611.458381,5449526.375,-178.3303865,58.89867177
613,585949,65105528,-178.2694731,58.91647259,826.3811035,1136.532837,,13621.8636,8594610.719,-178.2701639,58.91052761
614,585950,719504,-178.2098995,58.92235529,860.3837891,881.6904297,,14816,13719616,-178.2098995,58.92235529
615,585951,12507117,-178.1495933,58.93415479,388.6207886,456.8001404,,14816,13719616,-178.1495933,58.93415479
616,585952,47036100,-178.1065786,58.94065422,259.996521,308.2563477,,10184.22464,5102077.92,-178.0892454,58.94592608
617,587292,91647744,-178.2218993,58.87924098,1104.340576,1223.227905,,9562.866976,2972849.739,-178.2471331,58.87957791
618,587293,46321968,-178.1869153,58.89139508,744.9744873,1421.015503,,14816,13719616,-178.1869153,58.89139508
619,587294,13748450,-178.1266559,58.90318408,506.7300415,439.6074219,,14816,13719616,-178.1266559,58.90318408
620,587295,44673196,-178.0687333,58.91234537,372.5548706,367.194519,,13625.90295,11439779.96,-178.0663549,58.9149449
621,587296,87781360,-177.9753097,58.92359984,301.2953491,286.7081909,,9155.577358,1553483.404,-178.0060124,58.92667749
622,587297,55772048,-177.9443995,58.93526943,232.6344757,254.6729889,,12665.86648,10980520.25,-177.9456283,58.93838183
623,587298,40713332,-177.8998777,58.93601793,191.3946381,240.6377106,,6130.362188,1563473.262,-177.8852029,58.95005789
624,588634,70355320,-178.2485305,58.82882071,993.7303467,1126.028809,,2718.759236,319270.456,-178.2842735,58.83678875
625,588635,13174677,-178.2168958,58.84752687,944.5125732,843.0247192,,13417.34254,10507297.57,-178.224144,58.84862355
626,588636,24846102,-178.1639728,58.86043023,561.4993286,601.2955933,,14816,13719616,-178.1639728,58.86043023
627,588637,24345898,-178.1037602,58.87220876,438.8999329,483.7234192,,14816,13719616,-178.1037602,58.87220876
628,588638,33153898,-178.043506,58.88395911,463.1250305,454.3450928,,14816,13719616,-178.043506,58.88395911
629,588639,12037173,-177.9624853,58.89859286,285.3529968,325.1856689,,20251.91555,6822562.438,-177.9832104,58.89568126
630,588640,40109672,-177.9228734,58.90737517,388.6515198,325.9836121,,14816,13719616,-177.9228734,58.90737517
631,588641,74537944,-177.8713961,58.91553207,205.1312714,264.763855,,12441.0844,8879567.127,-177.8624951,58.91904083
632,589977,95344248,-178.2557138,58.8104946,1191.062866,1210.138428,,11293.90607,6717706.843,-178.2612795,58.80584022
633,589978,41694852,-178.2006775,58.81895832,992.3083496,1055.182739,,14351.92052,12717098.04,-178.2011965,58.81766453
634,589979,68360632,-178.1410719,58.82946074,852.2282715,890.1178589,,14816,13719616,-178.1410719,58.82946074
635,589980,10370728,-178.0809059,58.84122882,495.2184448,533.1647949,,14816,13719616,-178.0809059,58.84122882
636,589981,98621808,-178.0206985,58.85296873,400.70578,392.4972839,,14816,13719616,-178.0206985,58.85296873
637,589982,81591144,-177.9604419,58.86466653,337.0011597,342.018158,,14847.20078,13707491.31,-177.9604498,58.86468046
638,589983,29458162,-177.9001598,58.87636397,455.533844,498.483429,,14816,13719616,-177.9001598,58.87636397
639,589984,23904488,-177.8403754,58.88752659,298.2615662,333.8497925,,14356.53727,13329541.33,-177.8398286,58.88801924
640,589985,82399400,-177.7977996,58.8851572,193.1723785,229.8921051,,5550.481413,941538.5902,-177.7794562,58.89964623
641,591321,64003960,-178.1616925,58.78931706,1132.722778,1170.748779,,11045.33154,6297399.328,-178.1782905,58.78670086
642,591322,99045952,-178.1182124,58.79848662,749.2602539,851.7382202,,14816,13719616,-178.1182124,58.79848662
643,591323,96215136,-178.058093,58.81024426,561.9317627,559.944519,,14816,13719616,-178.058093,58.81024426
644,591324,48265988,-177.9979324,58.82197376,465.0598145,491.4316101,,14816,13719616,-177.9979324,58.82197376
645,591325,10906601,-177.9377305,58.83367509,388.4329834,436.0863342,,14816,13719616,-177.9377305,58.83367509
646,591326,90840712,-177.8774874,58.84534821,441.2928467,413.522583,,14816,13719616,-177.8774874,58.84534821
647,591327,35012184,-177.8172033,58.85699311,373.2684937,495.5666809,,14816,13719616,-177.8172033,58.85699311
648,591328,6851269,-177.7632236,58.86329996,174.7215881,263.2047119,,13046.72155,8303517.351,-177.756878,58.86860976
649,591329,70811936,-177.7145868,58.85982882,148.8761139,247.0796509,,847.5320936,30435.04726,-177.6965118,58.88019812
650,592664,36169744,-178.1412056,58.75833601,1214.343628,1136.251831,,11363.23304,7271087.481,-178.1554259,58.75573255
651,592665,11001432,-178.0953943,58.76750788,721.8723145,886.5623779,,14816,13719616,-178.0953943,58.76750788
652,592666,73096120,-178.0353215,58.7792551,585.4534912,571.7911987,,14816,13719616,-178.0353215,58.7792551
653,592667,66031472,-177.9752075,58.7909742,519.8235474,537.5314941,,14816,13719616,-177.9752075,58.7909742
654,592668,40633456,-177.9150523,58.80266515,469.5783081,517.1966553,,14816,13719616,-177.9150523,58.80266515
655,592669,68542704,-177.8548561,58.81432791,487.0905457,515,,14816,13719616,-177.8548561,58.81432791
656,592670,51126636,-177.794619,58.82596247,567.357666,509.4065857,,14816,13719616,-177.794619,58.82596247
657,592671,39006760,-177.7343408,58.83756878,313.7800903,460.2076111,,14816,13719616,-177.7343408,58.83756878
658,592672,14331573,-177.6847053,58.84282618,170.4246521,193.4572449,,11307.87493,6472073.488,-177.6740218,58.84914683
659,594008,88220432,-178.0726174,58.7365245,748.6726685,801.8999023,,6954.464584,2213799.35,-178.0726174,58.7365245
660,594009,2666378,-178.012591,58.74826134,596.6040649,592.5794067,,13762.39055,9899699.954,-178.012591,58.74826134
661,594010,22883010,-177.9525236,58.75997006,549.1142578,542.999939,,14816,13719616,-177.9525236,58.75997006
662,594011,7828072,-177.8924152,58.77165065,510.9440308,567.6639404,,14816,13719616,-177.8924152,58.77165065
663,594012,22690964,-177.8322659,58.78330307,592.0628662,695.8244629,,14816,13719616,-177.8322659,58.78330307
664,594013,21335430,-177.7720756,58.79492729,799.7098999,812.5836182,,14816,13719616,-177.7720756,58.79492729
665,594014,44183144,-177.7118445,58.8065233,443.0967102,608.4953613,,14816,13719616,-177.7118445,58.8065233
666,594006,4457803,-178.1794757,58.7028401,1198.758789,1328.999878,,14816,13719616,-178.1925466,58.71296661
667,594007,64202092,-178.123846,58.72469669,1124.886108,1032.806397,,14816,13719616,-178.1326026,58.72475958
668,594015,34818400,-177.6532572,58.8169116,148.1081848,151.9998322,,14073.62109,12610069.3,-177.6515726,58.81809105
669,594016,92262144,-177.6103026,58.81198804,149.5438843,149.5828247,,2827.484184,238817.4582,-177.59126,58.82963053
670,595349,65990920,-178.1618914,58.68324537,1272.779053,1359.499268,,12886.73586,10211276.13,-178.1697182,58.68199941
671,595350,80158624,-178.1098204,58.69378198,1035.884888,1055.095337,,14816,13719616,-178.1098204,58.69378198
672,595351,14448544,-178.0498816,58.70553651,905.4996338,897.0007935,,14816,13719616,-178.0498816,58.70553651
673,595352,58424824,-177.9899017,58.71726297,639.2619019,631.9002075,,14816,13719616,-177.9899017,58.71726297
674,595353,1194452,-177.9298808,58.72896134,600.5328369,593.128479,,14816,13719616,-177.9298808,58.72896134
675,595354,92791888,-177.8698191,58.74063158,571.4216919,604.9619141,,14816,13719616,-177.8698191,58.74063158
676,595355,13895215,-177.8097165,58.75227368,597.8543701,755.6419678,,14816,13719616,-177.8097165,58.75227368
677,595356,21463846,-177.7495731,58.7638876,1062.507446,1012.999939,,14816,13719616,-177.7495731,58.7638876
678,595357,66125552,-177.689389,58.77547332,592.1056519,615.6204224,,14816,13719616,-177.689389,58.77547332
679,595358,12301123,-177.6291642,58.7870308,228.6855927,226.7810059,,14816,13719616,-177.6291642,58.7870308
680,595359,29279240,-177.5891637,58.79111627,170.4574585,159.3570404,,10057.16683,3035100.263,-177.5688988,58.79856002
681,596692,66447840,-178.1396068,58.65304321,1429.514893,1464.643066,,12632.64161,10149546.85,-178.146931,58.65102755
682,596693,98830648,-178.0870794,58.66279973,1367.841431,1229.442383,,14816,13719616,-178.0870794,58.66279973
683,596694,93410768,-178.0271868,58.67454389,1143.206055,831.7747803,,14816,13719616,-178.0271868,58.67454389
684,596695,59404468,-177.9672533,58.68626,701.8498535,680.1514282,,14816,13719616,-177.9672533,58.68626
685,596696,49137712,-177.907279,58.69794803,636.8692017,652.5982666,,14816,13719616,-177.907279,58.69794803
686,596697,69678952,-177.8472638,58.70960796,608.5852051,633.0002441,,14816,13719616,-177.8472638,58.70960796
687,596698,14441587,-177.7872079,58.72123975,821.0652466,799.9155273,,14816,13719616,-177.7872079,58.72123975
688,596699,25076934,-177.7271113,58.73284339,1050.633667,1128.905396,,14816,13719616,-177.7271113,58.73284339
689,596700,78766536,-177.6669741,58.74441884,756.1194458,788.8152466,,14816,13719616,-177.6669741,58.74441884
690,596701,50771480,-177.6067963,58.75596607,209.5683289,573.9525757,,14816,13719616,-177.6067963,58.75596607
691,596702,97733816,-177.5473645,58.76623712,300.9862061,372.6446838,,14063.80995,12755131.42,-177.5465781,58.76748506
692,596703,31467962,-177.4956203,58.76914262,168.5311127,246.9998932,,9171.374124,4352392.65,-177.4863193,58.77897578
693,598035,88090048,-178.1153117,58.63444958,1789.655396,1830.277832,,6530.355501,1906111.343,-178.1241848,58.62005102
694,598036,39963624,-178.0618595,58.63471215,1424.790772,1374.619751,,13610.88413,11162964.23,-178.0643793,58.63181284
695,598037,12858514,-178.0045329,58.64354665,1151.025635,1018.319275,,14816,13719616,-178.0045329,58.64354665
696,598038,63061488,-177.9446458,58.65525243,826.4468384,797.0581665,,14816,13719616,-177.9446458,58.65525243
697,598039,80543160,-177.8847179,58.66693015,707.4067993,752.5634155,,14816,13719616,-177.8847179,58.66693015
698,598040,89480408,-177.8247493,58.67857978,676.3789673,659.0881348,,14816,13719616,-177.8247493,58.67857978
699,598041,98665936,-177.76474,58.69020129,918.3917236,893.6564941,,14816,13719616,-177.76474,58.69020129
700,598042,74148480,-177.707251,58.70192884,1280.451538,1059.165161,,15391.35701,12657457.3,-177.7046902,58.70179466
701,598043,89587680,-177.6433224,58.71458042,781.8311157,922.6204834,,13969.40678,12703389.96,-177.6445998,58.71335986
702,598044,45159752,-177.5854209,58.72513085,715.9403076,759.4761353,,14306.26368,13352566.05,-177.584469,58.72489686
703,598045,62759084,-177.5229368,58.73876361,600.7709961,474.8105469,,15083.06067,11706338.4,-177.5242978,58.73640563
704,598046,1459902,-177.4675403,58.7465123,153.846756,147.0215454,,13661.3684,11874583.04,-177.4640862,58.74788615
705,599379,79285904,-178.0225621,58.60679387,1017.241211,1150.434326,,9907.314621,4081631.997,-178.04172,58.60082132
706,599380,92580904,-177.9819199,58.6125448,941.2800293,1045.037842,,14816,13719616,-177.9819199,58.6125448
707,599381,30621784,-177.922079,58.62424027,843.4133911,898.7470093,,14816,13719616,-177.922079,58.62424027
708,599382,60634792,-177.8621975,58.63590769,795.303772,844.3994141,,14816,13719616,-177.8621975,58.63590769
709,599383,39106540,-177.8022753,58.64754704,728.4499512,805.1300659,,14816,13719616,-177.8022753,58.64754704
710,599384,58351308,-177.7423127,58.65915829,736.6757813,738.3070068,,14816,13719616,-177.7423127,58.65915829
711,599385,77065184,-177.6882097,58.67017059,1156.630859,1128.411011,,13325.10251,11150937.15,-177.6823096,58.67074142
712,599386,71561944,-177.6154577,58.69608646,1142.026123,1258.433838,,6739.268267,2278768.272,-177.622266,58.68229639
713,599387,66471224,-177.5833579,58.70226447,1022.438049,1161.275391,,7289.263751,2489345.558,-177.5621821,58.69382318
714,599388,92614696,-177.4909859,58.70605763,502.6520386,719.6000366,,12358.41196,8899536.346,-177.5020579,58.70532176
715,599389,61439204,-177.4420237,58.71666235,152.5487823,228.3855286,,14639.01428,13626434.86,-177.4418934,58.7167921
716,599390,55834932,-177.3961556,58.71793148,142.690033,174.8228607,,8411.94639,3179906.679,-177.3816888,58.72823418
717,600722,21659822,-177.9955511,58.57230339,1230.897339,1462.363892,,9499.799529,3360124.045,-178.0191016,58.56982516
718,600723,69061256,-177.9593475,58.58153834,1109.831177,1186.479858,,14816,13719616,-177.9593475,58.58153834
719,600724,47437012,-177.8995528,58.59322352,909.3099976,991.5695801,,14816,13719616,-177.8995528,58.59322352
720,600725,84524704,-177.8420085,58.60459999,1004.6875,892.543335,,14845.57691,12696036.08,-177.8397176,58.60488066
721,600726,14486195,-177.7719479,58.62922214,818.5737305,953.0257568,,10245.95766,3606205.031,-177.779842,58.61650975
722,600727,542160,-177.7227842,58.63382989,840.072937,994.4450684,,11840.77561,8803215.975,-177.7199258,58.62811076
723,600728,99197320,-177.6790656,58.64494487,1204.85144,1177.648438,,8783.252407,4151028.97,-177.6599694,58.63968366
724,600731,38658196,-177.4741591,58.67711024,1039.340454,1191.199951,,12906.88678,9857019.248,-177.4798582,58.67423343
725,600732,45018440,-177.4197408,58.68569361,508.3818665,389.1138916,,14816,13719616,-177.4197408,58.68569361
726,600733,67557096,-177.3771191,58.69487824,154.0493469,225.3628082,,10516.68209,5962543.356,-177.3595834,58.69712556
727,602065,77427080,-177.980926,58.55024218,1351.429321,1512.541748,,6506.933125,2326048.601,-177.9965237,58.53882438
728,602066,14175722,-177.9357309,58.5517818,1225.963867,1287.657471,,14047.37257,12717906.5,-177.9368157,58.55052727
729,602067,61869908,-177.8774241,58.56345919,1103.15686,1183.094727,,15578.78718,12564398.52,-177.8770673,58.56220217
730,602068,7409911,-177.8175848,58.5738543,1221.790039,1231.467285,,14440.47287,13592464.83,-177.8172783,58.57384906
731,602069,77139832,-177.7849387,58.57949451,1316.296265,1276.97876,,5373.845262,525379.588,-177.757449,58.58546792
732,602075,43079404,-177.3976283,58.6545907,428.4064636,635.5430298,,10535.0334,4812765.731,-177.3976283,58.6545907
733,602074,36999292,-177.4372699,58.64426178,1120.643311,1334.756348,,14816,13719616,-177.4576987,58.64314065
734,602076,14152479,-177.3490724,58.6600476,191.5950012,230.9999847,,13160.79792,6234270.186,-177.337518,58.66601252
735,603410,43409512,-177.8865967,58.53292131,1185.601685,1181.324707,,12952.76933,9250304.977,-177.8546221,58.53117624
736,603411,27843522,-177.8101862,58.55304489,1473.740723,1430.23523,,9047.655699,1277145.758,-177.7948794,58.5428129
737,603417,27283964,-177.4221358,58.61889783,1612.242065,1661.112549,,7910.763646,2819775.564,-177.4355793,58.61204343
738,603409,90864816,-177.9049681,58.52047415,1224.213867,1169,,10549.54007,5352025.514,-177.9143245,58.51951159
739,603418,70522080,-177.3755558,58.62348336,536.50354,1017.298096,,14816,13719616,-177.3755558,58.62348336
740,603419,31204412,-177.3155656,58.63481589,273.874176,390.0441589,,14621.86064,13665144.01,-177.3154925,58.63489508
741,603420,82251376,-177.2674576,58.63596774,208.4426727,260.1043091,,10096.16125,3618558.278,-177.2553893,58.64627856
742,604760,14681534,-177.3957277,58.60044999,1456.585938,1889.301148,,6470.412432,1192986.438,-177.4134997,58.58094176
743,604751,99578680,-177.9207234,58.47422592,1273.404419,1255.391968,,12465.17351,9445185.839,-177.9514896,58.47680893
744,604752,21504088,-177.9001943,58.48863244,1206.116577,1221.48645,,1504.184789,96283.24939,-177.8918736,58.4884913
745,604761,63148464,-177.3501047,58.59833054,1104.822022,1466.0802,,12740.11421,8321883.144,-177.3535231,58.59237159
746,604762,91188696,-177.2935042,58.60377612,667.5025024,729.000061,,14780.16544,13717733.58,-177.2935068,58.60377323
747,604763,9688264,-177.2336943,58.61480932,285.4264221,435.8943787,,14485.79359,13479015.32,-177.2334507,58.61514665
748,604764,54804260,-177.1727769,58.62226977,195.9368896,428.1852722,,13023.58067,10198845.79,-177.173355,58.62649182
749,604765,75402160,-177.1199983,58.62688694,162.5074158,277.2354736,,8290.234435,3930151.421,-177.1132197,58.63780872
750,606094,94743104,-177.9162828,58.46135137,1277.38916,1246.200195,,3807.309408,994902.7615,-177.9290331,58.44579427
751,606095,82458712,-177.8993438,58.46640527,1404.1073,1443.599976,,4104.136918,781872.8121,-177.869463,58.45746641
752,606105,34813980,-177.2669456,58.5823469,1102.660645,1479.107056,,10948.62747,5117259.131,-177.2715608,58.57264698
753,606106,2644415,-177.2108236,58.58499049,1189.628784,1063.701294,,14148.32566,12969556.68,-177.2115518,58.58401036
754,606107,87220680,-177.1515032,58.5953455,359.7572021,515.000061,,14816,13719616,-177.1515032,58.5953455
755,606108,38071020,-177.0974319,58.604521,256.8942261,302.4060059,,14232.92375,10530426.48,-177.0914151,58.60665239
756,606109,25822218,-177.0195849,58.60463429,237.1739044,254.1064301,,8249.874388,1618771.759,-177.0312876,58.61793099
757,606110,92016432,-176.981429,58.61118934,189.1109924,321.653595,,3795.180505,441538.2864,-176.9711207,58.62918128
758,607449,72778504,-177.1738418,58.55568065,1494.7146,1167.392334,,12178.71688,6428989.208,-177.1896924,58.55286969
759,607450,10902206,-177.1296909,58.56419482,705.4108887,1019.535828,,14816,13719616,-177.1296909,58.56419482
760,607451,62401948,-177.06965,58.57549172,407.5707703,443.955719,,14816,13719616,-177.06965,58.57549172
761,607452,65578484,-177.0095698,58.58676035,350.039978,431.5461731,,14816,13719616,-177.0095698,58.58676035
762,607453,40632792,-176.9502338,58.59677526,350.8112793,526.0001221,,14034.83659,12771127.61,-176.9494503,58.59800069
763,607454,95971872,-176.9003549,58.59890444,345.7855225,393.2699585,,8646.409696,3782060.438,-176.8892915,58.6092127
764,608792,86647296,-177.1600709,58.52771403,1335.169067,1444.767212,,10775.36381,6801123.421,-177.1678725,58.52172463
765,608793,25838432,-177.1077701,58.533214,1194.569092,1229.585571,,14546.25878,13598112.93,-177.107918,58.53303979
766,608794,39298388,-177.0479242,58.54432671,808.3059082,725.0001221,,14816,13719616,-177.0479242,58.54432671
767,608795,90975928,-176.9927135,58.55861453,719.1679077,860.8175049,,14359.67742,10393562.13,-176.9878912,58.55558539
768,608796,22987746,-176.9271685,58.5675546,691.8231812,964.0810547,,14254.81401,13155634.58,-176.927819,58.5668158
769,608797,61062080,-176.8700343,58.57617746,576.5563354,608.0049438,,14052.13476,12009373.46,-176.8677077,58.57801789
770,608798,61945880,-176.8019786,58.5842474,439.6280823,506.3311157,,11901.44413,8923431.56,-176.8075574,58.58919166
771,608799,16329394,-176.7486327,58.59194737,309.8000183,479.444519,,11087.79447,6496438.063,-176.747368,58.60033707
772,608800,8451816,-176.7036358,58.59240116,268.3690491,302.999939,,2083.004399,177729.9196,-176.6871398,58.6114541
773,610136,94435264,-177.0780393,58.51047303,1274.213623,1456.587891,,10087.78052,5300407.638,-177.0861844,58.50188039
774,610137,45076228,-177.0400617,58.51965024,1243.711914,1127.571899,,10837.04756,5411593.551,-177.0262377,58.51315737
775,610138,14732003,-177.0055589,58.53413966,1210.611572,1431.000122,,661.2971367,18128.82801,-176.9662518,58.52440612
776,610139,43178400,-176.8962384,58.5374656,892.9918213,777,,12812.44456,9148677.404,-176.9062269,58.5356266
777,610140,30972894,-176.8461629,58.5468188,869.5102539,838.8261108,,14816,13719616,-176.8461629,58.5468188
778,610141,12757370,-176.78606,58.55798269,771.9257813,817.0703125,,14816,13719616,-176.78606,58.55798269
779,610142,95781704,-176.7259183,58.56911824,521.4969482,674.428833,,14816,13719616,-176.7259183,58.56911824
780,610143,10004657,-176.6682783,58.57639093,350.316803,512.708252,,13322.14487,10355916.3,-176.6657377,58.58022543
781,610144,61020832,-176.6021732,58.57897807,298.0090942,456.2146301,,9461.96096,3385215.936,-176.6055183,58.59130422
782,610145,60789216,-176.5613084,58.58320159,262.1264954,336.2961426,,2445.438113,170823.2018,-176.5452602,58.6023546
783,610146,61011256,-176.4678988,58.60251819,197.5437927,236.9925995,,8701.488539,2252706.971,-176.4849635,58.61337653
784,610147,44206716,-176.4184236,58.61343342,157.8128815,199.4072418,,9396.698513,4247975.891,-176.4246282,58.62436999
785,610148,83421024,-176.3605385,58.62084762,157.4802551,204.9998779,,8452.748337,1690595.437,-176.3642544,58.63533495
786,610149,92770568,-176.3215001,58.62600223,155.9785919,168.4704895,,1017.908479,31707.85,-176.3038421,58.6462714
787,611483,26172444,-176.8273573,58.51619558,820.4019165,1003.822144,,13508.88877,11359004.38,-176.8246571,58.51561544
788,611484,49691660,-176.7721499,58.53775599,1277.40332,1281.558716,,13989.23994,12599567.04,-176.7646016,58.52676947
789,611485,18366066,-176.7025154,58.53981271,879.3746338,883,,11780.60913,5012160.13,-176.7045073,58.53789517
790,611482,71313192,-176.8792173,58.50479519,1005.71875,898.3357544,,13821.00731,12046390.53,-176.8846737,58.50443311
791,611486,52627200,-176.6443743,58.54899253,631.9277954,688.3204346,,14816,13719616,-176.6443743,58.54899253
792,611487,91208592,-176.5842027,58.56006152,450.1023865,563.6140747,,14816,13719616,-176.5842027,58.56006152
793,611488,16705964,-176.5237772,58.57044247,340.2857971,469.0749512,,14912.29103,13159131.54,-176.5239924,58.57110211
794,611489,95432200,-176.4637436,58.58211427,277.9979858,445.4455261,,14816,13719616,-176.4637436,58.58211427
795,611490,89970880,-176.4034563,58.59309797,271.4373474,325.0002136,,14816,13719616,-176.4034563,58.59309797
