"X","Y","lon","lat","area_km2"
-652.109856810832,5937.53500329884,-169.982957568864,52.3555028256562,0.941610672681779
-642.866525330176,5937.81047914042,-169.854016755248,52.3770245411767,0.232874347212642
-631.724548349598,5936.03845993865,-169.691342577938,52.3846710588139,5.88607980671575
-628.757408862566,5936.45661627397,-169.650973193203,52.3943325108611,10.5418899541754
-625.072404302843,5936.66359491063,-169.599767854068,52.4036253416117,9.03207334348014
-621.482184920761,5936.94408694668,-169.550115471542,52.4133383831804,6.91296730212292
-618.893074244833,5937.46978663179,-169.515365925017,52.4231193731337,1.1634034459859
-650.917839282467,5939.85115362117,-169.974080446816,52.3778964091987,11.7199755461083
-647.352364350977,5940.08038482823,-169.92475134957,52.3872694279698,10.9912003215414
-643.493625862947,5939.91963871732,-169.869955397214,52.3938749618255,12.1437806688548
-639.949760269801,5940.48962601168,-169.822027266755,52.4060942209263,8.11081870467761
-636.452561561695,5940.93675810493,-169.77431303685,52.4171427550598,4.5933926518113
-631.916883939598,5940.04539684741,-169.707462312691,52.4187782159701,8.77912972326121
-628.743643430817,5939.77635068239,-169.661865054956,52.4229522729844,13.3098720520525
-625.039643430817,5939.77635068239,-169.609673263492,52.4305084742867,13.3125725311584
-621.335643430817,5939.77635068239,-169.557458355487,52.4380423824525,13.3152648594704
-617.78451481121,5939.94700774634,-169.507941085749,52.4467166172981,11.7224088074628
-615.704506453247,5940.39581864379,-169.480082873528,52.4547948343574,0.15582076801312
-650.543272723926,5943.38046414894,-169.980815493377,52.4090210116258,10.157812929857
-647.263643430817,5943.48035068239,-169.935035801279,52.4166936433991,13.2962508282213
-643.559643430817,5943.48035068239,-169.88292634297,52.4243697273781,13.2989919369926
-639.855643430817,5943.48035068239,-169.830793440474,52.4320236136118,13.3017249299068
-636.151643430817,5943.48035068239,-169.778637147697,52.4396552784046,13.3044497999315
-632.447643430817,5943.48035068239,-169.726457518726,52.4472646981107,13.3071665401516
-628.743643430817,5943.48035068239,-169.674254607833,52.4548518491339,13.3098751435003
-625.039643430817,5943.48035068239,-169.622028469474,52.462416707928,13.3125756030598
-621.335643430817,5943.48035068239,-169.569779158285,52.4699592509973,13.3152679119005
-618.13043661972,5943.4405307997,-169.524415483233,52.476125371704,9.58860245401677
-612.800888820417,5945.1279195891,-169.454748597557,52.5014593826143,0.641077033010297
-610.42809573013,5944.76620580984,-169.420027256271,52.5031292542444,2.6150312794849
-650.101236140247,5947.04215566172,-169.987066744047,52.4414245751137,6.95011806800997
-647.263643430817,5947.18435068239,-169.947619738935,52.4485472959752,13.2962540169983
-643.559643430817,5947.18435068239,-169.895476162866,52.456232161638,13.2989951059685
-639.855643430817,5947.18435068239,-169.843309085668,52.4638948072038,13.3017280791454
-636.151643430817,5947.18435068239,-169.79111856134,52.4715352089254,13.3044529295044
-632.447643430817,5947.18435068239,-169.738904644064,52.4791533431054,13.3071696500282
-628.743643430817,5947.18435068239,-169.686667388205,52.4867491860959,13.3098782338104
-625.039643430817,5947.18435068239,-169.634406848313,52.4943227142996,13.3125786738615
-621.335643430817,5947.18435068239,-169.58212307912,52.5018739041689,13.3152709632168
-617.643925071165,5947.19732873632,-169.530032777589,52.5094900093401,13.219339723162
-613.894371737031,5947.22841453143,-169.477162316543,52.5173570545519,12.985606279572
-610.336011321873,5947.27192796049,-169.427010254737,52.5249224830154,12.4089768248071
-606.323949785238,5948.73327986604,-169.375094290604,52.5456073436742,1.72704970147383
-602.669806341667,5947.88869832628,-169.320609750667,52.5456634766829,7.29833146879143
-600.711213802493,5948.72100754794,-169.295624465771,52.55677105,0.345269067361075
-594.571301939617,5948.10863476758,-169.206667214698,52.5637512179814,3.86269927335072
-592.560262359006,5947.88396983936,-169.177442371053,52.5658155144852,4.55036522554886
-575.398683160311,5948.64893583076,-168.936508194036,52.6063193355543,0.612871911597922
-573.692054506262,5948.50937406951,-168.911823761965,52.6084557844496,2.98922960836816
-570.588880191518,5948.80099953892,-168.868682126708,52.6170477746165,0.502205945976511
-649.664658528549,5950.61774711799,-169.993115270859,52.473075478001,3.7007924676646
-647.263643430817,5950.88835068239,-169.960227231561,52.4803986440334,13.2962572045975
-643.559643430817,5950.88835068239,-169.908049483918,52.4880923034284,13.298998273757
-639.855643430817,5950.88835068239,-169.85584817802,52.4957637203546,13.3017312271843
-636.151643430817,5950.88835068239,-169.803623367961,52.503412871013,13.3044560578709
-632.447643430817,5950.88835068239,-169.751375108013,52.5110397316544,13.3071727587843
-628.743643430817,5950.88835068239,-169.699103452639,52.5186442785795,13.3098813229856
-625.039643430817,5950.88835068239,-169.646808456481,52.5262264881389,13.3125817435036
-621.335643430817,5950.88835068239,-169.594490174368,52.5337863367338,13.3152740134048
-617.631643430817,5950.88835068239,-169.542148661312,52.5413238008158,13.3179581257477
-613.927643430817,5950.88835068239,-169.48978397251,52.5488388568876,13.3206340736933
-610.223643430817,5950.88835068239,-169.437396163341,52.5563314815025,13.3233018502989
-606.519643430817,5950.88835068239,-169.384985289369,52.5638016512655,13.3259614487247
-602.815643430817,5950.88835068239,-169.33255140634,52.5712493428326,13.3286128621397
-599.2979117045,5951.21124632314,-169.283792433568,52.5810889373151,10.6671492598144
-594.918256917778,5951.19402624623,-169.221682019659,52.5896916036587,6.93827807189718
-591.790776914046,5951.01863808659,-169.176772506721,52.5944096901243,12.2990379900103
-588.207000805102,5951.466809908,-169.127410797693,52.60539976476,8.74714009635103
-584.26484792546,5951.94844867046,-169.073043456608,52.617367964848,5.52053730164346
-580.634221928549,5951.32287776674,-169.019478513929,52.6191335684749,9.34602567803887
-576.666462514772,5951.20920346872,-168.962769964,52.6259599002854,10.5041012739515
-573.183643430817,5950.88835068239,-168.912258766021,52.6300188762335,13.3495286936998
-569.766677265704,5950.93688300484,-168.863855952535,52.6371240629555,11.2216533293739
-649.31625586066,5953.54753027686,-169.9982115878,52.4989885635729,0.701353625525475
-647.23683577246,5954.5705257143,-169.972405355924,52.5121161692615,13.0947440206524
-643.559643430817,5954.59235068239,-169.920646363251,52.5199501473252,13.2990014403839
-639.855643430817,5954.59235068239,-169.868410774564,52.527630347669,13.3017343740673
-636.151643430817,5954.59235068239,-169.816151624496,52.5352882593012,13.3044591850748
-632.447643430817,5954.59235068239,-169.763868967418,52.5429238584205,13.3071758663549
-628.743643430817,5954.59235068239,-169.711562857883,52.5505371212758,13.3098844110022
-625.039643430817,5954.59235068239,-169.659233350631,52.5581280241661,13.3125848120031
-621.335643430817,5954.59235068239,-169.606880500586,52.5656965434407,13.3152770624237
-617.631643430817,5954.59235068239,-169.554504362856,52.5732426554997,13.3179611553993
-613.927643430817,5954.59235068239,-169.502104992735,52.5807663367941,13.3206370839834
-610.223643430817,5954.59235068239,-169.4496824457,52.5882675638258,13.3233048412819
-606.519643430817,5954.59235068239,-169.397236777414,52.5957463131482,13.3259644204721
-602.815643430817,5954.59235068239,-169.344768043722,52.6032025613662,13.3286158146982
-599.111643430817,5954.59235068239,-169.292276300655,52.6106362851364,13.3312590171261
-595.407643430817,5954.59235068239,-169.239761604425,52.6180474611675,13.333894020956
-591.703643430817,5954.59235068239,-169.18722401143,52.6254360662203,13.3365208194332
-587.999643430817,5954.59235068239,-169.13466357825,52.6328020771081,13.3391394057169
-584.295643430817,5954.59235068239,-169.082080361649,52.6401454706968,13.3417497731428
-580.591643430817,5954.59235068239,-169.029474418573,52.6474662239054,13.3443519149427
-576.887643430817,5954.59235068239,-168.976845806153,52.6547643137057,13.3469458243923
-573.183643430817,5954.59235068239,-168.924194581699,52.6620397171232,13.3495314948053
-569.720259247813,5954.67416785916,-168.875205804413,52.6695301732085,11.5190615542218
-567.177654368781,5956.22724459487,-168.844023221895,52.6879282412187,0.424515482088432
-562.647593527045,5956.33499118978,-168.779880030389,52.6976866820739,0.28557691599834
-646.894134913278,5958.2039465197,-169.979986025881,52.544071449905,10.5635171597012
-643.559643430817,5958.29635068239,-169.933266858176,52.5518056878867,13.2990046058073
-639.855643430817,5958.29635068239,-169.880996932514,52.5594946837343,13.3017375197668
-636.151643430817,5958.29635068239,-169.828703388071,52.567161368406,13.3044623110828
-632.447643430817,5958.29635068239,-169.776386279307,52.5748057180486,13.3071789727793
-628.743643430817,5958.29635068239,-169.724045660873,52.5824277088589,13.3098874978523
-625.039643430817,5958.29635068239,-169.671681587603,52.590027317084,13.3125878793488
-621.335643430817,5958.29635068239,-169.619294114517,52.5976045190213,13.315280110322
-617.631643430817,5958.29635068239,-169.566883296819,52.6051592910192,13.317964183898
-613.927643430817,5958.29635068239,-169.514449189902,52.6126916094769,13.3206400931244
-610.223643430817,5958.29635068239,-169.461991849339,52.6202014508448,13.3233078311548
-606.519643430817,5958.29635068239,-169.409511330893,52.6276887916245,13.3259673911152
-602.815643430817,5958.29635068239,-169.357007690509,52.6351536083695,13.3286187661657
-599.111643430817,5958.29635068239,-169.304480984316,52.642595877685,13.3312619494781
-595.407643430817,5958.29635068239,-169.251931268629,52.6500155762282,13.3338969342537
-591.703643430817,5958.29635068239,-169.199358599947,52.6574126807088,13.3365237136965
-587.999643430817,5958.29635068239,-169.146763034954,52.6647871678887,13.3391422810526
-584.295643430817,5958.29635068239,-169.094144630514,52.6721390145828,13.3417526295471
-580.591643430817,5958.29635068239,-169.041503443679,52.6794681976588,13.3443547525206
-576.887643430817,5958.29635068239,-168.988839531684,52.6867746940377,13.3469486431456
-573.183643430817,5958.29635068239,-168.936152951944,52.694058480694,13.3495342948694
-569.479643430817,5958.29635068239,-168.88344376206,52.7013195346555,13.3521117009382
-565.839826616635,5958.41325538157,-168.832001113719,52.7094445702511,12.4516997941831
-562.173602236399,5958.45499830722,-168.779917367116,52.7169484954888,12.024419572338
-558.714623519903,5959.13406212367,-168.732799787504,52.7295421601824,6.59659126325329
