"","gridcode","Stratum","Area_KM2","lon_centro","lat_centro","Shape_Leng","Shape_Area","lon","lat"
"35",12456629,"71",13.719616,-688734.2069,1794211.7754,0.229951136156,0.00264865324174,-168.939591437,65.4069954414
"36",51745144,"71",13.719616,-685030.2069,1794211.7754,0.229959849497,0.0026493971816,-168.861909263,65.4143924814
"37",46675084,"71",13.719616,-681326.2069,1794211.7754,0.2299683796,0.00265013770527,-168.784185705,65.4217516946
"38",43049760,"71",13.719616,-677622.2069,1794211.7754,0.229976729389,0.00265087483963,-168.706420944,65.429073049
"39",14276011,"71",13.719616,-673918.2069,1794211.7754,0.229984904125,0.00265160867898,-168.628615158,65.4363565135
"40",27906518,"71",13.719616,-670214.2069,1794211.7754,0.229992897963,0.00265233909044,-168.55076853,65.4436020565
"41",7518059,"71",13.719616,-666510.2069,1794211.7754,0.230000718066,0.00265306616018,-168.472881243,65.4508096467
"42",38868320,"71",13.719616,-662806.2069,1794211.7754,0.230008363523,0.00265378982737,-168.394953477,65.4579792532
"43",29753702,"71",13.719616,-659102.2069,1794211.7754,0.230015834318,0.00265451007821,-168.316985416,65.4651108448
"44",61236204,"71",13.719616,-655398.2069,1794211.7754,0.230023135248,0.00265522693147,-168.238977246,65.472204391
"45",39069492,"71",13.6975570712,-651696.954055,1794208.8469,0.229456720394,0.00265176037763,-168.160973585,65.4792295047
"46",51019440,"71",11.7725183928,-648072.76516,1793958.41215,0.223189316415,0.00227944789497,-168.083432143,65.4838967906
"47",57660764,"71",8.6237539192,-644398.909401,1793536.82212,0.206380534625,0.0016699596274,-168.004041578,65.4871177405
"48",47551424,"71",3.19697257594,-641408.877349,1793053.69101,0.156122584006,0.000619111774292,-167.938790162,65.4884830231
"49",6097130,"71",2.9852630553,-713865.4586,1789284.4328,0.146465573358,0.000574151139896,-169.441167045,65.3127815003
"50",56730580,"71",10.9455738272,-710746.644359,1790191.99197,0.206469754626,0.00210664952355,-169.380564284,65.3271457204
"51",46654228,"71",13.719616,-707254.2069,1790507.7754,0.229692056057,0.00264164536747,-169.309196755,65.3370818452
"52",1491856,"71",13.719616,-703550.2069,1790507.7754,0.229701699135,0.00264240283878,-169.231809503,65.3446582503
"53",23221622,"71",13.719616,-699846.2069,1790507.7754,0.229711154803,0.00264315701177,-169.154380123,65.3521970283
