"","X","Y","area_km2","geometry"
"1580",970.341095420927,6484.05751977912,493.906176,c(970341.095420927, 6484057.51977913)
"1581",991.972549121107,6489.66451753921,493.906176,c(991972.549121107, 6489664.51753921)
"1582",1013.61004900545,6495.27350452267,493.906176,c(1013610.04900545, 6495273.50452267)
"1583",1035.25379331249,6500.8846494704,493.906176,c(1035253.79331249, 6500884.6494704)
"1584",1056.90398116057,6506.49811936764,493.906176,c(1056903.98116057, 6506498.11936764)
"1585",1078.56081255688,6512.11407945797,493.906176,c(1078560.81255688, 6512114.07945797)
"1586",1100.22448840598,6517.73269325686,493.906176000001,c(1100224.48840598, 6517732.69325686)
"1587",1121.89521051783,6523.35412256516,493.906176,c(1121895.21051783, 6523354.12256516)
"1588",1143.50291771352,6528.53265852851,475.163057002631,c(1143502.91771352, 6528532.65852851)
"1589",1165.4305155883,6533.12268816601,427.844391652825,c(1165430.5155883, 6533122.68816601)
"1590",1182.13291495893,6536.94159493764,200.955181491295,c(1182132.91495893, 6536941.59493764)
"1627.1",809.17352042219,6428.43712928277,26.7683391464016,c(809173.52042219, 6428437.12928277)
"1628.1",824.971850688773,6428.04044449389,282.060170277199,c(824971.850688773, 6428040.44449389)
"1629.1",846.552758726155,6429.54546324812,470.059908282537,c(846552.758726155, 6429545.46324812)
"1630",867.87436853271,6434.57810078782,493.906176,c(867874.36853271, 6434578.10078782)
"1631",889.478008267588,6440.17373977997,493.906176,c(889478.008267588, 6440173.73977997)
"1632",911.086866942558,6445.77024813789,493.906176,c(911086.866942558, 6445770.24813789)
"1633",932.701138309015,6451.36780327462,493.906176,c(932701.138309015, 6451367.80327462)
"1634",954.32101692925,6456.96658076564,493.906176,c(954321.01692925, 6456966.58076564)
"1635",975.946698189207,6462.56675436291,493.906176,c(975946.698189207, 6462566.75436291)
"1636",997.578378310636,6468.16849600872,493.906176,c(997578.378310636, 6468168.49600872)
"1637",1019.21625436264,6473.77197584948,493.906176,c(1019216.25436264, 6473771.97584949)
"1638",1040.86052427265,6479.37736224934,493.906176,c(1040860.52427265, 6479377.36224934)
"1639",1062.51138683678,6484.9848218036,493.906176,c(1062511.38683678, 6484984.8218036)
"1640",1084.1690417297,6490.59451935191,493.906176,c(1084169.0417297, 6490594.51935191)
"1641",1105.83368951394,6496.20661799133,493.906176000001,c(1105833.68951394, 6496206.61799133)
"1642",1127.50553164871,6501.82127908904,493.906176,c(1127505.53164871, 6501821.27908904)
"1643",1149.1847704982,6507.43866229476,493.906176,c(1149184.7704982, 6507438.66229476)
"1644",1170.87160933948,6513.05892555301,493.906176,c(1170871.60933948, 6513058.92555301)
"1645",1186.66829538529,6516.9511035378,202.538471089237,c(1186668.29538529, 6516951.1035378)
"1646",1210.36250949764,6512.0270145023,4.50146380656208,c(1210362.50949764, 6512027.0145023)
"1684.1",856.307070440395,6417.17646780291,56.6964137231455,c(856307.070440395, 6417176.46780291)
"1685.1",874.627378540074,6415.04688372949,395.882651549964,c(874627.378540074, 6415046.88372949)
"1686",895.079478912692,6418.69619720861,493.906176,c(895079.478912692, 6418696.19720861)
"1687",916.687788385884,6424.28835384839,493.906176,c(916687.788385884, 6424288.35384839)
"1688",938.30166009889,6429.88130681225,493.906176,c(938301.66009889, 6429881.30681225)
"1689",959.921288380263,6435.47523131676,493.906176,c(959921.288380263, 6435475.23131676)
"1690",981.546868369897,6441.07030074538,493.906176,c(981546.868369897, 6441070.30074538)
"1691",1003.17859603169,6446.66668666156,493.906176,c(1003178.59603169, 6446666.68666156)
"1692",1024.81666816565,6452.26455882184,493.906176,c(1024816.66816565, 6452264.55882184)
"1693",1046.4612824195,6457.86408518882,493.906176,c(1046461.2824195, 6457864.08518882)
"1694",1068.11263729968,6463.46543194385,493.906176,c(1068112.63729968, 6463465.43194385)
"1695",1089.77093218195,6469.06876349971,493.906176,c(1089770.93218195, 6469068.76349971)
"1696.1",1111.43564921439,6474.67471441049,493.877855553578,c(1111435.64921439, 6474674.71441049)
"1697",1133.10914386208,6480.2820298959,493.906176,c(1133109.14386208, 6480282.0298959)
"1698",1154.78946384615,6485.89228482892,493.906176,c(1154789.46384615, 6485892.28482892)
"1699",1176.47753022264,6491.50516477171,493.906176,c(1176477.53022264, 6491505.16477171)
"1700",1198.17354685582,6497.1208254748,493.906176,c(1198173.54685582, 6497120.82547479)
"1701",1219.85352574547,6502.67893268499,491.555226282733,c(1219853.52574547, 6502678.93268499)
"1702",1241.62594594214,6507.80047948357,469.339428949078,c(1241625.94594214, 6507800.47948357)
"1703",1259.06950652555,6512.16135274714,266.447976761011,c(1259069.50652555, 6512161.35274714)
"1740.1",884.772887455879,6401.93226445472,34.4728629337683,c(884772.887455879, 6401932.26445472)
"1741.1",900.457836086531,6402.99503667213,233.593214870944,c(900457.83608653, 6402995.03667213)
"1742.1",922.957421731739,6404.28534337667,425.417492140817,c(922957.421731739, 6404285.34337667)
"1743",943.897009791578,6408.38906483226,493.906176,c(943897.009791578, 6408389.06483226)
"1744",965.516214180873,6413.97803823703,493.906176,c(965516.214180873, 6413978.03823703)
"1745",987.141518115776,6419.56790455869,493.906176,c(987141.518115776, 6419567.90455869)
"1746",1008.77311732979,6425.15883495657,493.906176,c(1008773.11732979, 6425158.83495657)
"1747",1030.41120838244,6430.75099877284,493.906176,c(1030411.20838244, 6430750.99877284)
"1748",1052.0559886714,6436.34456354477,493.906176,c(1052055.9886714, 6436344.56354477)
"1749",1073.70765644419,6441.93969501687,493.906176,c(1073707.65644419, 6441939.69501687)
"1750.1",1092.67945741197,6449.48840900267,343.143403872489,c(1092679.45741197, 6449488.40900267)
"1751.1",1109.70262435093,6460.63453209567,52.8122634205154,c(1109702.62435093, 6460634.53209567)
"1752.1",1142.76972429657,6465.66502205745,131.870743464839,c(1142769.72429657, 6465665.02205745)
"1753.1",1160.49926171023,6464.51896692241,486.512224223559,c(1160499.26171023, 6464518.96692241)
"1754",1182.07630709264,6469.94452994068,493.906176,c(1182076.30709264, 6469944.52994068)
"1755",1203.77351191509,6475.5524433411,493.906176,c(1203773.51191509, 6475552.4433411)
"1756",1225.47901663777,6481.16303443819,493.906176,c(1225479.01663777, 6481163.03443819)
"1757",1247.19302667602,6486.77645504837,493.906176,c(1247193.02667602, 6486776.45504837)
"1758",1263.00778261786,6491.42990095388,229.872115731437,c(1263007.78261786, 6491429.90095388)
"1797.1",933.787234845387,6390.39236303068,53.493772486073,c(933787.234845387, 6390392.36303068)
"1798.1",950.029483319695,6387.72061386123,454.85342228155,c(950029.483319695, 6387720.61386123)
"1799",971.105704773034,6392.47475052058,493.906176,c(971105.704773034, 6392474.75052058)
"1800",992.730560640589,6398.05931460627,493.906176,c(992730.560640589, 6398059.31460627)
"1801",1014.36185822025,6403.64468955094,493.906176,c(1014361.85822025, 6403644.68955094)
"1802",1035.99979385801,6409.23104425886,493.906176,c(1035999.79385801, 6409231.04425886)
"1803.1",1057.6436972091,6414.81905394536,493.874466750102,c(1057643.6972091, 6414819.05394536)
"1804.1",1075.21336042905,6423.30225924547,258.98354714684,c(1075213.36042905, 6423302.25924547)
"1805.1",1088.62267279637,6433.43969260577,4.17442392345685,c(1088622.67279637, 6433439.69260577)
"1808.1",1168.83292088813,6448.79049336782,185.614551987107,c(1168832.92088813, 6448790.49336782)
"1809.1",1187.90162910246,6449.72883103651,435.0015356674,c(1187901.62910246, 6449728.83103651)
"1810",1209.36608983303,6453.97682821054,493.906176,c(1209366.08983303, 6453976.82821054)
"1811",1231.07274431525,6459.5793057364,493.906176,c(1231072.74431525, 6459579.3057364)
"1812",1252.78804783837,6465.18435409278,493.906176,c(1252788.04783837, 6465184.35409278)
"1813",1267.07550780234,6469.67228781777,162.279580919499,c(1267075.50780234, 6469672.28781777)
"1853.1",958.936050804268,6373.98909803889,87.8708135379513,c(958936.050804268, 6373989.09803889)
"1854.1",975.876992227885,6375.81824897388,274.691432116028,c(975876.992227885, 6375818.24897388)
"1855.1",997.695046016931,6380.42652317632,318.909583975839,c(997695.046016931, 6380426.52317632)
"1856.1",1019.2921444617,6385.02095051773,361.940786461953,c(1019292.1444617, 6385020.95051773)
"1857.1",1040.24636272324,6391.13413743066,330.094387388185,c(1040246.36272324, 6391134.13743067)
"1858.1",1058.4300798363,6398.46932483,171.33615165027,c(1058430.0798363, 6398469.32483)
"1863.1",1179.64879804011,6414.34047122055,53.6622165300363,c(1179648.79804011, 6414340.47122055)
"1864.1",1196.14498438334,6420.06938640955,103.25273235577,c(1196144.98438334, 6420069.38640955)
"1865.1",1215.31229264658,6432.43913938793,477.156964521206,c(1215312.29264658, 6432439.13938793)
"1866",1236.65884682544,6437.98798796398,493.906176,c(1236658.84682544, 6437987.98796398)
"1867",1258.37526263135,6443.58455429751,493.906176,c(1258375.26263135, 6443584.55429751)
"1868",1271.03160884467,6448.40899616114,93.2473267313089,c(1271031.60884467, 6448408.99616114)
"1918.1",1181.90341407447,6408.28555466615,77.4873232912643,c(1181903.41407447, 6408285.55466615)
"1919.1",1199.73993934024,6407.48923385961,386.063500440557,c(1199739.93934024, 6407489.23385961)
"1920",1220.5288537282,6410.80291299472,493.906176,c(1220528.8537282, 6410802.91299472)
"1921",1241.76619236313,6416.64992876108,473.965109452009,c(1241766.19236313, 6416649.92876108)
"1922",1258.4211975546,6427.32883209249,144.244151634563,c(1258421.1975546, 6427328.83209249)
"1923",1272.43587750934,6435.47613206236,0.329712948430881,c(1272435.87750934, 6435476.13206236)
"1973.1",1187.08440133756,6374.45259398747,221.670074925524,c(1187084.40133756, 6374452.59398747)
"1974.1",1205.79170594237,6382.21579252384,407.147575742317,c(1205791.70594237, 6382215.79252384)
"1975",1225.12298174894,6389.68792086598,450.651311883984,c(1225122.98174894, 6389687.92086598)
"1976",1239.6904344399,6401.21752827126,51.855747145252,c(1239690.4344399, 6401217.52827126)
"2027.1",1177.13721081945,6344.32942978733,25.0056965125878,c(1177137.21081945, 6344329.42978733)
"2028.1",1189.2751164492,6356.20624480179,450.834868517139,c(1189275.1164492, 6356206.24480179)
"2029",1208.45964702961,6364.88142917527,341.824010621855,c(1208459.64702961, 6364881.42917527)
"2030",1224.22853953844,6371.54246271304,121.149633433642,c(1224228.53953844, 6371542.46271304)
"2081.1",1158.99305461494,6318.93970148684,80.2631494478254,c(1158993.05461494, 6318939.70148684)
"2082.1",1172.73048302788,6329.00387527438,413.366881167014,c(1172730.48302788, 6329003.87527438)
"2083",1191.74644379783,6338.40679279491,309.502891125684,c(1191746.44379783, 6338406.79279491)
"2084",1204.08223631231,6345.06790322039,20.8963349472077,c(1204082.23631231, 6345067.90322039)
"2132.1",1078.30347833953,6277.97897782724,88.0471707936845,c(1078303.47833953, 6277978.97782724)
"2133.1",1091.8649456207,6283.12668428612,381.873678284561,c(1091864.9456207, 6283126.68428612)
"2134.1",1113.10753390218,6288.61500647109,383.876380175294,c(1113107.53390218, 6288615.00647109)
"2135.1",1135.27011300778,6293.56874852561,352.630355586756,c(1135270.11300778, 6293568.74852561)
"2136.1",1154.06019193703,6303.18682038969,327.032178404108,c(1154060.19193703, 6303186.82038969)
"2137",1167.14610761624,6314.72248279593,21.0185972342197,c(1167146.10761624, 6314722.48279593)
"2186.1",1066.39004924008,6244.96352515413,0.520578599488258,c(1066390.04924008, 6244963.52515413)
"2187.1",1079.93800115106,6256.73357177704,240.778838269503,c(1079938.00115106, 6256733.57177704)
"2188",1094.93321442686,6264.55323240857,417.354527582689,c(1094933.21442686, 6264553.23240857)
"2189",1117.2902025594,6274.6330878508,261.246566863258,c(1117290.2025594, 6274633.0878508)
"2190",1139.11914188721,6279.06150287963,311.244415698222,c(1139119.14188721, 6279061.50287963)
"2191",1150.67559488676,6282.6130707394,25.7085226370111,c(1150675.59488676, 6282613.0707394)
"2240.1",1045.84438962891,6219.48079127961,57.2629806069655,c(1045844.38962891, 6219480.79127961)
"2241.1",1059.47153091553,6229.92423148229,280.631775996479,c(1059471.53091553, 6229924.23148229)
"2242",1078.18672214413,6243.56281693293,177.205492831139,c(1078186.72214413, 6243562.81693293)
"2243",1095.85891841759,6248.939335536,90.5135504340136,c(1095858.91841759, 6248939.335536)
"2292.1",990.503676732772,6179.8950004981,2.34995854196775,c(990503.676732772, 6179895.0004981)
"2293.1",1003.39399715571,6189.47641904136,247.648018427332,c(1003393.99715571, 6189476.41904136)
"2294.1",1021.56421041603,6196.94672356414,416.949611416796,c(1021564.21041603, 6196946.72356413)
"2295.1",1039.84196919041,6205.5452882806,295.235616167037,c(1039841.96919041, 6205545.2882806)
"2296",1053.68675427873,6216.55497531753,20.3144021699038,c(1053686.75427873, 6216554.97531753)
"2347.1",988.31921714611,6166.49933356855,152.659764213915,c(988319.21714611, 6166499.33356855)
"2348",1002.54623321527,6179.19121726287,94.989455309761,c(1002546.23321527, 6179191.21726287)
"2349",1024.58742861939,6184.73656321732,136.03487548029,c(1024587.42861939, 6184736.56321732)
"2350",1036.25003659713,6189.73268586185,6.84043600044227,c(1036250.03659713, 6189732.68586185)
"2400.1",956.548040252413,6136.16207535534,0.0193995744218379,c(956548.040252413, 6136162.07535534)
"2401.1",969.604989050682,6141.28918430561,126.259777564836,c(969604.989050682, 6141289.18430561)
"2402.1",988.507188180477,6148.01900760937,285.661567253291,c(988507.188180477, 6148019.00760937)
"2403",999.430760470055,6153.72183682786,25.5657331917148,c(999430.760470055, 6153721.83682786)
"739",544.76714931077,6706.44332653487,17.999809289551,c(544767.14931077, 6706443.32653487)
"794...1093",549.4056415464,6694.95937790291,339.037186455341,c(549405.6415464, 6694959.37790291)
"795...1094",567.410442806063,6698.49484794275,429.911555355927,c(567410.442806063, 6698494.84794275)
"796...1095",589.480656207346,6701.60479265909,315.642448725548,c(589480.656207346, 6701604.79265909)
"797...1096",611.325145033307,6704.71411620099,202.542113557558,c(611325.145033307, 6704714.11620099)
"798...1097",632.203217323894,6707.66738124479,88.4700174259343,c(632203.217323894, 6707667.38124479)
"799...1098",647.951000677587,6709.91123640184,4.68293891315717,c(647951.000677587, 6709911.23640184)
"849",555.335149409009,6679.83234723309,138.048606278941,c(555335.149409009, 6679832.34723309)
"850",573.460018065088,6678.94351798638,476.052181729358,c(573460.018065087, 6678943.51798638)
"851",594.770451558437,6684.15301751461,493.906176,c(594770.451558437, 6684153.01751461)
"852",616.346548649323,6689.766247989,493.906176,c(616346.548649323, 6689766.247989)
"853",637.923854800028,6695.38205872736,493.906176,c(637923.854800028, 6695382.05872736)
"854",659.334593422136,6700.41784075122,469.472079148615,c(659334.593422136, 6700417.84075122)
"855",681.27378335945,6703.92888034431,373.236398225171,c(681273.78335945, 6703928.88034431)
"856",703.248149645494,6707.3371076368,272.336260124392,c(703248.149645494, 6707337.1076368)
"857",725.006976949211,6710.7144000846,171.436122023616,c(725006.976949211, 6710714.4000846)
"858",743.214878688544,6713.56125834517,55.3371413481185,c(743214.878688544, 6713561.25834517)
"905",582.458879718454,6658.49041607697,321.747815816735,c(582458.879718454, 6658490.41607697)
"906",600.416186788872,6662.74266693395,493.906176,c(600416.186788872, 6662742.66693395)
"907",621.992705863231,6668.35519671653,493.906176,c(621992.705863231, 6668355.19671653)
"908",643.57061170586,6673.97006979784,493.906176,c(643570.61170586, 6673970.06979784)
"909...1113",665.150094109891,6679.58748112931,493.906176,c(665150.094109891, 6679587.48112931)
"910...1114",685.825110301222,6685.70711125755,451.833503727312,c(685825.110301222, 6685707.11125755)
"911...1115",707.318663696536,6695.32874267433,287.981322366313,c(707318.663696536, 6695328.74267433)
"912...1116",727.914004394008,6701.48383985913,252.06134867832,c(727914.004394008, 6701483.83985913)
"913...1117",743.503135822652,6707.43256149828,82.8710358708992,c(743503.135822652, 6707432.56149828)
"960...1118",587.973760877238,6636.20762519692,337.56567313601,c(587973.760877238, 6636207.62519692)
"961",606.060708285455,6641.33143590144,493.906176,c(606060.708285455, 6641331.43590144)
"962",627.637452959494,6646.9431901345,493.906176,c(627637.452959494, 6646943.1901345)
"963",649.215759740876,6652.55704971075,493.906176,c(649215.759740876, 6652557.04971075)
"964",670.795818100329,6658.17320984594,493.906176,c(670795.818100329, 6658173.20984593)
"965",685.166361437023,6662.88560921235,171.114493625759,c(685166.361437023, 6662885.60921235)
"1015",591.853264304199,6614.4995986027,417.19478086963,c(591853.264304199, 6614499.5986027)
"1016",611.703854776076,6619.9190351717,493.906176,c(611703.854776076, 6619919.0351717)
"1017",633.280631995267,6625.52993739456,493.906176,c(633280.631995267, 6625529.93739456)
"1018",654.859144378311,6631.14270605989,493.906176,c(654859.144378311, 6631142.70605989)
"1019",676.439581096527,6636.75753658968,493.906176,c(676439.581096527, 6636757.53658968)
"1020",696.061145920529,6637.75873297775,227.61777082197,c(696061.145920529, 6637758.73297775)
"1021",719.462315070165,6638.41160660058,70.6394883835874,c(719462.315070165, 6638411.60660058)
"1022",734.723994338965,6640.81886931901,2.37686501201063,c(734723.994338965, 6640818.86931901)
"1069",586.129733197881,6583.15638837601,11.911588217514,c(586129.733197881, 6583156.38837601)
"1070",596.023130302506,6592.79290841717,483.81827728267,c(596023.130302506, 6592792.90841717)
"1071",617.345468524193,6598.50517926247,493.906176,c(617345.468524193, 6598505.17926247)
"1072...1135",638.922088474849,6604.11515150276,493.906176,c(638922.088474849, 6604115.15150276)
"1073...1136",660.500614446055,6609.72675038317,493.906176,c(660500.614446055, 6609726.75038317)
"1074...1137",682.081235331742,6615.34017147678,493.906176,c(682081.235331742, 6615340.17147678)
"1075...1138",703.664140933942,6620.95560842495,493.906176,c(703664.140933942, 6620955.60842495)
"1076...1139",725.249521981099,6626.57325296195,493.906176,c(725249.521981099, 6626573.25296195)
"1077...1140",746.653725418625,6631.47344115562,463.377649606116,c(746653.725418625, 6631473.44115562)
"1078",767.394494562182,6632.41049646563,211.88590050247,c(767394.494562182, 6632410.49646563)
"1079",790.655955319815,6638.72903325622,281.176711333249,c(790655.955319815, 6638729.03325622)
"1080",802.67483155346,6641.93775487508,12.6261239880619,c(802674.83155346, 6641937.75487508)
"1124",588.097319320054,6575.35316499791,12.7466211374519,c(588097.319320054, 6575353.16499791)
"1125",602.098001912637,6572.49956813804,444.13217463368,c(602098.001912637, 6572499.56813804)
"1126",622.985395194456,6577.08958635083,493.906176,c(622985.395194456, 6577089.58635083)
"1127",644.561671217467,6582.69854921131,493.906176,c(644561.671217467, 6582698.54921131)
"1128",666.140021996761,6588.3088980501,493.906176,c(666140.021996761, 6588308.8980501)
"1129",687.720636169956,6593.92082853897,493.906176,c(687720.636169956, 6593920.82853897)
"1130",709.30370324952,6599.53453441368,493.906176,c(709303.70324952, 6599534.53441369)
"1131",730.889413641098,6605.15020749729,493.906176,c(730889.413641098, 6605150.20749728)
"1132",752.477958660606,6610.76803772355,493.906176,c(752477.958660606, 6610768.03772355)
"1133",774.069530550051,6616.38821316064,493.906176,c(774069.530550051, 6616388.21316064)
"1134",794.910598632229,6622.13275344558,461.941606728013,c(794910.598632229, 6622132.75344558)
"1135",803.952768087722,6634.83983823308,0.414672337900877,c(803952.768087722, 6634839.83823308)
"1180",611.763628855931,6559.29953050028,63.1850066020131,c(611763.628855931, 6559299.53050028)
"1181",629.077037839601,6556.21310066635,466.117054465692,c(629077.037839601, 6556213.10066635)
"1182",650.199232230328,6561.27985091367,493.906176,c(650199.232230328, 6561279.85091367)
"1183",671.777222183174,6566.88886815275,493.906176,c(671777.222183174, 6566888.86815275)
"1184",693.357641983683,6572.49922561023,493.906176,c(693357.641983683, 6572499.22561023)
"1185",714.940680877239,6578.11111706671,493.906176,c(714940.680877239, 6578111.11706671)
"1186",736.526528971526,6583.72473438472,493.906176,c(736526.528971526, 6583724.73438472)
"1187",758.1153772537,6589.34026753082,493.906176,c(758115.3772537, 6589340.26753082)
"1188",779.707417606434,6594.95790459787,493.906176,c(779707.417606434, 6594957.90459787)
"1189",801.083124997831,6600.22821479789,478.614559710736,c(801083.124997831, 6600228.21479789)
"1190",823.240277083943,6602.77008480148,339.747713018786,c(823240.277083943, 6602770.08480148)
"1191.1",841.485895656242,6606.59005833295,152.996064767209,c(841485.895656242, 6606590.05833295)
"1236",636.710341182867,6534.9341246725,380.969340399765,c(636710.341182867, 6534934.1246725)
"1237",655.834626586739,6539.85878054244,493.906176,c(655834.626586739, 6539858.78054245)
"1238",677.412073138477,6545.46638339973,493.906176,c(677412.073138478, 6545466.38339973)
"1239",698.992114036703,6551.07508421702,493.906176,c(698992.114036703, 6551075.08421702)
"1240",720.574938281179,6556.68507677258,493.906176,c(720574.938281179, 6556685.07677258)
"1241",742.160735705288,6562.2965529216,493.906176,c(742160.735705288, 6562296.5529216)
"1242",763.749696993323,6567.90970261701,493.906176,c(763749.696993323, 6567909.70261701)
"1243",785.342013696705,6573.52471393045,493.906176,c(785342.013696705, 6573524.71393045)
"1244.1",806.874465837808,6579.17958492537,491.435057964443,c(806874.465837808, 6579179.58492537)
"1245.1",825.121154027219,6588.09842157303,272.117388569101,c(825121.154027219, 6588098.42157303)
"1246.1",838.726207117682,6597.43677507589,11.8986722883704,c(838726.207117682, 6597436.77507589)
"1291",641.425753382064,6513.06637379029,425.286727189003,c(641425.753382064, 6513066.37379029)
"1292",661.467712309049,6518.43506547031,493.906176,c(661467.712309049, 6518435.06547031)
"1293",683.044435861408,6524.04117001338,493.906176,c(683044.435861408, 6524041.17001338)
"1294",704.623916371531,6529.64812947172,493.906176,c(704623.916371531, 6529648.12947172)
"1295",726.206342614013,6535.25613757639,493.906176,c(726206.342614013, 6535256.13757639)
"1296",747.79190417049,6540.86538613069,493.906176,c(747791.90417049, 6540865.3861307)
"1297",769.38079144703,6546.47606502981,493.906176,c(769380.79144703, 6546476.06502981)
"1298.1",790.0660222369,6552.6940390507,450.433209554096,c(790066.0222369, 6552694.0390507)
"1299.1",806.51543173844,6562.67792230669,139.980885995381,c(806515.431738441, 6562677.92230669)
"1346",647.818457290778,6494.92630531062,292.375465657715,c(647818.457290778, 6494926.30531062)
"1347",667.118699846224,6497.04689054329,492.444092248081,c(667118.699846224, 6497046.89054329)
"1348",688.674174105935,6502.61295762986,493.906176,c(688674.174105935, 6502612.95762986)
"1349",710.252915701361,6508.21808996926,493.906176,c(710252.915701361, 6508218.08996926)
"1350",731.834763611404,6513.82402707298,493.906176,c(731834.763611404, 6513824.02707298)
"1351",753.419907187409,6519.43096065006,493.906176,c(753419.907187409, 6519430.96065006)
"1352.1",772.682646014485,6526.92925307067,359.001958480585,c(772682.646014485, 6526929.25307067)
"1353.1",787.341050796881,6536.87219903457,46.375113796454,c(787341.050796881, 6536872.19903457)
"1402",675.089683233468,6485.69217723947,53.2033613475642,c(675089.683233468, 6485692.17723947)
"1403",695.099403100945,6486.31934191193,254.020188470809,c(695099.403100945, 6486319.34191193)
"1404",715.931215827826,6486.87253132895,490.439409551696,c(715931.215827826, 6486872.53132895)
"1405.1",737.210611250819,6492.54225916867,483.45439861192,c(737210.611250819, 6492542.25916867)
"1406.1",754.957817722524,6502.00969203636,227.593082131995,c(754957.817722524, 6502009.69203636)
"1407.1",768.168666264608,6511.07137375017,3.19874426068664,c(768168.666264608, 6511071.37375017)
"1459.2",724.079845064925,6471.62152976938,176.630435933383,c(724079.845064925, 6471621.52976937)
"1460.2",735.973763376908,6476.34028077683,103.4372389108,c(735973.763376908, 6476340.28077683)
"563...1204",297.600350963959,6711.43153889563,9.33179144211578,c(297600.350963959, 6711431.53889563)
"564...1205",301.991836547443,6711.92524574608,9.0274702487998,c(301991.836547443, 6711925.24574608)
"618",300.269750927716,6698.06916764809,111.114465869304,c(300269.750927716, 6698069.16764809)
"619",313.034636806919,6701.8803455922,463.004956876791,c(313034.636806919, 6701880.3455922)
"620",334.981493695081,6704.45269043437,325.366685277959,c(334981.493695081, 6704452.69043437)
"621",356.708171806534,6706.78843008347,178.700943430328,c(356708.171806534, 6706788.43008347)
"622",374.817606894247,6708.73672893693,37.8494342437224,c(374817.606894247, 6708736.72893693)
"673...1211",304.825939945354,6677.80190003191,147.828905223796,c(304825.939945354, 6677801.90003191)
"674...1212",318.927668168993,6681.18604915706,493.906176,c(318927.668168993, 6681186.04915706)
"675...1213",340.50787120386,6686.77734547349,493.906176,c(340507.87120386, 6686777.34547349)
"676...1214",362.086524667982,6692.36944678741,493.906176,c(362086.524667982, 6692369.44678741)
"677...1215",383.374569489021,6697.46966648441,472.359100508902,c(383374.569489021, 6697469.66648441)
"678...1216",406.564500740721,6701.45704455211,257.509338195163,c(406564.500740721, 6701457.04455211)
"679...1217",427.130828407298,6703.36158131471,232.609893887434,c(427130.828407298, 6703361.58131471)
"680...1218",447.533727159327,6705.56322953278,85.9441520397684,c(447533.727159327, 6705563.22953278)
"681...1219",462.569347743326,6707.18684382755,0.54220027588439,c(462569.347743326, 6707186.84382755)
"728",309.986055162379,6663.83752240114,29.9846406040699,c(309986.055162379, 6663837.52240114)
"729",325.210282991571,6660.61498820469,451.389057646457,c(325210.282991571, 6660614.98820469)
"730",346.157194074576,6665.35763980839,493.906176,c(346157.194074576, 6665357.63980839)
"731",367.734827321192,6670.95185969805,493.906176,c(367734.827321192, 6670951.85969805)
"732",389.311276491883,6676.54686396839,493.906176,c(389311.276491883, 6676546.86396839)
"733",410.454668635409,6680.7477251965,426.565919129061,c(410454.668635409, 6680747.7251965)
"734",433.321956008026,6687.45680834556,441.990445956123,c(433321.956008026, 6687456.80834556)
"735",454.035322166822,6693.33874054733,493.906176,c(454035.322166822, 6693338.74054733)
"736",465.224521479554,6699.76857769184,45.0354619154472,c(465224.521479554, 6699768.57769184)
"784",335.437050833029,6641.15968286528,227.212064854,c(335437.050833029, 6641159.68286528)
"785",351.807906115374,6643.93865447104,493.906176,c(351807.906115374, 6643938.65447104)
"786",373.384342278359,6649.53493130899,493.906176,c(373384.342278359, 6649534.93130899)
"787",394.959778264315,6655.13175283671,493.906176,c(394959.778264315, 6655131.75283671)
"788...1233",416.534394031032,6660.72933631769,493.906176,c(416534.394031032, 6660729.33631769)
"789...1234",438.108370337269,6666.32789678006,493.906176,c(438108.370337269, 6666327.89678006)
"790...1235",458.719536359343,6672.04339798691,452.586260733503,c(458719.536359343, 6672043.39798691)
"791...1236",467.724314208738,6685.26243162398,0.0273909765728414,c(467724.314208738, 6685262.43162398)
"839...1237",343.433774714808,6619.64702507436,137.702913615941,c(343433.774714808, 6619647.02507436)
"840...1238",357.459801644956,6622.52011150736,493.906176,c(357459.801644956, 6622520.11150736)
"841...1239",379.03486634275,6628.1183814435,493.906176,c(379034.86634275, 6628118.3814435)
"842...1240",400.609112125092,6633.71695602216,493.906176,c(400609.112125092, 6633716.95602216)
"843...1241",422.182719064028,6639.31605283663,493.906176,c(422182.719064028, 6639316.05283663)
"844...1242",443.755867992723,6644.91588725857,493.906176,c(443755.867992723, 6644915.88725857)
"845",462.453784234767,6650.22353391743,365.663609128525,c(462453.784234767, 6650223.53391743)
"894",349.584212070346,6600.74458810032,71.6592258892107,c(349584.212070347, 6600744.58810032)
"895",363.13040010004,6601.13103819355,492.777847594816,c(363130.40010004, 6601131.03819355)
"896",384.686200984171,6606.70193291422,493.906176,c(384686.200984171, 6606701.93291422)
"897",406.259082080399,6612.30219423858,493.906176,c(406259.082080399, 6612302.19423858)
"898",427.831503161513,6617.90273767762,493.906176,c(427831.503161513, 6617902.73767762)
"899",449.403645131141,6623.50377888558,493.906176,c(449403.645131141, 6623503.77888558)
"900",466.178823463715,6628.45459459361,278.713566546976,c(466178.823463715, 6628454.59459361)
"950...1251",371.531328122883,6581.91673448003,332.642842751023,c(371531.328122883, 6581916.73448003)
"951...1252",390.338152176429,6585.28531146067,493.906176,c(390338.152176429, 6585285.31146067)
"952...1253",411.909496591739,6590.88719123329,493.906176,c(411909.496591739, 6590887.19123329)
"953...1254",433.480557365423,6596.48911261155,493.906176,c(433480.557365423, 6596489.11261155)
