"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"13","2003","EBS"," [kg]",383566.171995027,60211.8698914666,0.181001047363676
"1","2004","EBS"," [kg]",12630.6808127229,4657.83132358669,0.437223659009467
"2","2004","EBS"," [kg]",57191550.6269687,5876521.77520572,0.114090807987766
"3","2004","EBS"," [kg]",70740129.1721678,9365514.26799772,0.145855258218808
"4","2004","EBS"," [kg]",116400491.087024,9478851.60071232,0.0894903539832184
"5","2004","EBS"," [kg]",53927186.6521902,3190534.21077976,0.0634517666661097
"6","2004","EBS"," [kg]",54434570.4076771,2691778.58118036,0.0523185135132785
"7","2004","EBS"," [kg]",38928571.2022871,1901330.89246038,0.0515177774500081
"8","2004","EBS"," [kg]",15211426.5769903,833388.825435474,0.0577339393594708
"9","2004","EBS"," [kg]",8132728.42577965,508835.561542999,0.0657394352389549
"10","2004","EBS"," [kg]",3164076.33056054,266492.20284719,0.0893528364968941
"11","2004","EBS"," [kg]",854719.167919967,125931.214333722,0.162821715216932
"12","2004","EBS"," [kg]",794807.468985081,125877.360700524,0.177750926899849
"13","2004","EBS"," [kg]",316464.573113201,65537.5098538915,0.243280969939895
"1","2005","EBS"," [kg]",1213.20379270289,880.86039155638,0.901432707327806
"2","2005","EBS"," [kg]",66953377.2713374,5969440.71566248,0.0978306496968475
"3","2005","EBS"," [kg]",105409344.692527,9018428.43827469,0.0945662432244695
"4","2005","EBS"," [kg]",95967410.5193808,7899375.60853845,0.0901867633089728
"5","2005","EBS"," [kg]",58336644.3218588,3584632.32783416,0.0657716737616309
"6","2005","EBS"," [kg]",30838712.0157064,1555571.12363681,0.053328802658275
"7","2005","EBS"," [kg]",39937866.2354924,1980213.51202803,0.0523614263213127
"8","2005","EBS"," [kg]",27506258.4151379,1466324.91869017,0.0563300058486624
"9","2005","EBS"," [kg]",11477626.7893581,648084.095489705,0.0593693297738535
"10","2005","EBS"," [kg]",4612509.75338324,350716.777917539,0.0803349140298533
"11","2005","EBS"," [kg]",1568159.17540894,184247.663394048,0.128452446084193
"12","2005","EBS"," [kg]",1917761.44724997,318751.613757235,0.188049376269871
"13","2005","EBS"," [kg]",238253.612696465,72690.6026428352,0.366150778093463
"1","2006","EBS"," [kg]",0,0,0
"2","2006","EBS"," [kg]",137864969.485371,11273679.4419446,0.0893581667086039
"3","2006","EBS"," [kg]",62092181.024311,5500958.62484209,0.0969363568326776
"4","2006","EBS"," [kg]",73183891.5187115,5299519.41037288,0.0791333010901308
"5","2006","EBS"," [kg]",49543523.0897626,3125798.23625772,0.0676627338560979
"6","2006","EBS"," [kg]",38864429.2956915,2176394.03021224,0.0591421394986961
"7","2006","EBS"," [kg]",26298538.6769762,1440575.87220978,0.0576528424818732
"8","2006","EBS"," [kg]",19347369.9973056,1080380.85252742,0.0589213209173922
"9","2006","EBS"," [kg]",11703961.3297927,814932.176271546,0.0733307929816289
"10","2006","EBS"," [kg]",4119559.62398539,316459.8254219,0.0812833923787339
"11","2006","EBS"," [kg]",1338045.07312516,158326.723531241,0.129109136762542
"12","2006","EBS"," [kg]",565983.608630119,115337.538524526,0.233900349811223
"13","2006","EBS"," [kg]",354870.804372046,81728.2371069938,0.272963060757896
"1","2007","EBS"," [kg]",0,0,0
"2","2007","EBS"," [kg]",445730697.254394,43472289.542499,0.107399400881176
"3","2007","EBS"," [kg]",75973295.4170324,5876645.38087446,0.0855139480209423
"4","2007","EBS"," [kg]",54372555.9191864,3606164.79786201,0.072894517730329
"5","2007","EBS"," [kg]",36089511.0781912,2202760.07695238,0.0658342520638599
"6","2007","EBS"," [kg]",36552949.919982,2141444.35256908,0.0621940139847669
"7","2007","EBS"," [kg]",14417943.7336394,841051.079380709,0.0616290985997495
"8","2007","EBS"," [kg]",11669490.8746262,701222.897301503,0.0636836468422025
"9","2007","EBS"," [kg]",6002461.00278956,412476.318729879,0.0725729802512341
"10","2007","EBS"," [kg]",3784219.63101341,271764.911369334,0.075963723969189
"11","2007","EBS"," [kg]",1201388.27671681,165604.031909114,0.151621703510391
"12","2007","EBS"," [kg]",797415.161387666,153120.86194937,0.221057361992564
"13","2007","EBS"," [kg]",665399.023462973,106426.627873763,0.185221234173804
"1","2008","EBS"," [kg]",0,0,0
"2","2008","EBS"," [kg]",104058440.954081,9852959.950392,0.105331760622638
"3","2008","EBS"," [kg]",214005812.974342,17626664.0399431,0.0908442298582088
"4","2008","EBS"," [kg]",76760159.031727,5263376.33189749,0.0751218585047809
"5","2008","EBS"," [kg]",44728446.2104317,2667863.6625303,0.064100397445234
"6","2008","EBS"," [kg]",25175294.279141,1460086.59564361,0.0612797031915811
"7","2008","EBS"," [kg]",15035075.118923,894920.587689161,0.0626022641330136
"8","2008","EBS"," [kg]",5325560.09115685,370083.560226524,0.0734410987265133
"9","2008","EBS"," [kg]",5052437.94936454,376085.411412119,0.0784569080549532
"10","2008","EBS"," [kg]",2972919.838507,277948.611524933,0.0998575405972719
"11","2008","EBS"," [kg]",1227673.59182465,160858.657866767,0.144671803498376
"12","2008","EBS"," [kg]",1027287.20084696,214466.837484993,0.240675638581503
"13","2008","EBS"," [kg]",683466.519193626,138689.247831615,0.238247217443504
"1","2009","EBS"," [kg]",0,0,0
"2","2009","EBS"," [kg]",335394874.516503,26436562.7771615,0.0873731648673839
"3","2009","EBS"," [kg]",136191238.552482,10978341.2286219,0.0889516062462357
"4","2009","EBS"," [kg]",181816421.15401,13471300.9416765,0.0820398971171154
"5","2009","EBS"," [kg]",49625039.9798495,3130073.26502771,0.068402330161418
"6","2009","EBS"," [kg]",21215981.8370482,1218162.02272709,0.0609455162009268
"7","2009","EBS"," [kg]",10753230.3836895,626561.644193557,0.0613409568860588
"8","2009","EBS"," [kg]",6755509.29153379,441367.015439974,0.0689670164880899
"9","2009","EBS"," [kg]",3370793.93643482,252719.161294579,0.0790747445350099
"10","2009","EBS"," [kg]",1323757.35944906,144850.076376145,0.11785236198324
