"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"3","2002","Both"," [kg]",117913168.569887,9388910.42633977,0.0902370659218821
"4","2002","Both"," [kg]",181474659.777831,12755633.2777529,0.0784922057140376
"5","2002","Both"," [kg]",141155658.876651,9266717.71023513,0.0718841309708389
"6","2002","Both"," [kg]",43326375.7470178,3062732.13566427,0.0770424948979249
"7","2002","Both"," [kg]",38761894.9043127,3259460.83055146,0.0921495301529072
"8","2002","Both"," [kg]",24392955.8806412,2131490.50608151,0.0956283916385836
"9","2002","Both"," [kg]",6978935.48156793,896159.524300082,0.142842386835929
"10","2002","Both"," [kg]",2011068.12602175,285321.351431333,0.158930639263946
"11","2002","Both"," [kg]",644420.818787539,108244.021092267,0.191183933154097
"12","2002","Both"," [kg]",311952.074308525,53133.7163001781,0.196951540531137
"13","2002","Both"," [kg]",393887.527880707,74829.8901950513,0.227234488724271
"1","2003","Both"," [kg]",3742.50283099161,2133.5662742633,0.733579867296888
"2","2003","Both"," [kg]",99075273.7125557,9800757.58316037,0.113683349535422
"3","2003","Both"," [kg]",90916339.8277078,8333856.1619429,0.106301379311146
"4","2003","Both"," [kg]",131551887.398954,10741039.1459403,0.092343848161499
"5","2003","Both"," [kg]",117649809.074876,7991894.82710075,0.0747642483476117
"6","2003","Both"," [kg]",73093975.8320772,5076515.43324999,0.0762699121343571
"7","2003","Both"," [kg]",27464203.0299577,2426471.47350162,0.0976625809127744
"8","2003","Both"," [kg]",19021993.1257279,1687910.92316359,0.0976934202787893
"9","2003","Both"," [kg]",10666839.7228799,1270205.37649554,0.132086319229872
"10","2003","Both"," [kg]",2351954.06627865,303151.818780464,0.14341265638443
"11","2003","Both"," [kg]",309541.770426227,58869.9864229846,0.217911569358213
"12","2003","Both"," [kg]",365715.773059902,59548.8589399173,0.188134853538058
"13","2003","Both"," [kg]",473719.127780171,79799.8347568497,0.200843619326773
"1","2004","Both"," [kg]",19485.721007333,7346.09561910433,0.488045270363687
"2","2004","Both"," [kg]",62797591.0373502,6444592.19835191,0.116873683624288
"3","2004","Both"," [kg]",74348105.955137,9511306.66252794,0.14329966432177
"4","2004","Both"," [kg]",121842680.549234,9831851.15540699,0.0898897890009543
"5","2004","Both"," [kg]",57763034.8240847,3617309.72476928,0.0683990089405604
"6","2004","Both"," [kg]",60558283.1991366,3719545.83212198,0.0665272236637895
"7","2004","Both"," [kg]",46100566.7240335,3523476.01786024,0.0834712767181491
"8","2004","Both"," [kg]",18099747.3342399,1445846.28335861,0.0869176079066674
"9","2004","Both"," [kg]",10527432.126261,1159774.28077494,0.121197024885283
"10","2004","Both"," [kg]",4018062.34013857,478891.566809126,0.131627665562819
"11","2004","Both"," [kg]",1054175.32865416,170150.98505835,0.182928768333762
"12","2004","Both"," [kg]",902571.462306388,147246.534267552,0.186344185732504
"13","2004","Both"," [kg]",384546.694081434,82385.0665262844,0.25890100304876
"1","2005","Both"," [kg]",1775.49437834612,1255.66851748203,0.939831670735738
"2","2005","Both"," [kg]",71741705.8158607,6322751.58037043,0.0983702638832347
"3","2005","Both"," [kg]",112525478.544839,9423769.68166064,0.0942356435648631
"4","2005","Both"," [kg]",101532690.896957,8194417.79454704,0.0896392759186167
"5","2005","Both"," [kg]",62630211.6871288,3951686.92257146,0.068671507053056
"6","2005","Both"," [kg]",34503370.3297923,2087900.64419628,0.0653914792030182
"7","2005","Both"," [kg]",46910805.3527605,3339981.73404465,0.0774980226826223
"8","2005","Both"," [kg]",32381768.1455928,2357364.25210053,0.0790408009655752
"9","2005","Both"," [kg]",14446216.3904344,1402701.96242256,0.106210570585614
"10","2005","Both"," [kg]",5781327.98724007,628070.740435531,0.119177110549649
"11","2005","Both"," [kg]",1930727.10848141,258041.160555871,0.149998674210259
"12","2005","Both"," [kg]",2177864.88192361,369887.263577873,0.195337801063803
"13","2005","Both"," [kg]",284719.901065459,87097.3341606518,0.375555464604629
"1","2006","Both"," [kg]",0,0,0
"2","2006","Both"," [kg]",150108494.792606,12521871.3921796,0.093382940691998
"3","2006","Both"," [kg]",63632445.7221802,5571679.52520705,0.0967447370474379
"4","2006","Both"," [kg]",74692200.2297017,5387874.96091951,0.0793914175289978
"5","2006","Both"," [kg]",50941263.5250337,3223565.61056406,0.0684286535021171
"6","2006","Both"," [kg]",41065743.072152,2412718.09543609,0.0628505916856205
"7","2006","Both"," [kg]",29399893.7873777,1984474.51157099,0.07272085689562
"8","2006","Both"," [kg]",21808803.6827131,1517225.90110021,0.0750607169703207
"9","2006","Both"," [kg]",14283046.5102253,1424939.05227394,0.108806166433255
"10","2006","Both"," [kg]",5060197.69931256,537225.26284411,0.11624670657312
"11","2006","Both"," [kg]",1640789.64918364,220440.322477942,0.150354624324433
"12","2006","Both"," [kg]",646996.588093601,133835.365795555,0.241042194096415
"13","2006","Both"," [kg]",421027.203364035,98716.4158768567,0.28438588305645
"1","2007","Both"," [kg]",0,0,0
"2","2007","Both"," [kg]",492996931.506482,47813888.52139,0.109875402903883
"3","2007","Both"," [kg]",79422256.4895343,6116577.35785211,0.0865700108459957
"4","2007","Both"," [kg]",55772037.4725098,3702429.6382023,0.0736119245960971
"5","2007","Both"," [kg]",37295106.793387,2295477.63952774,0.0670206776539803
"6","2007","Both"," [kg]",38928846.0640209,2414298.47938464,0.0667548027783944
"7","2007","Both"," [kg]",16389584.0520614,1204024.19665606,0.0796127462031587
"8","2007","Both"," [kg]",13388374.884059,1024523.9412091,0.083090366202093
"9","2007","Both"," [kg]",7681302.22919592,848852.255316891,0.121495974566821
"10","2007","Both"," [kg]",4853249.21344783,543500.695204184,0.123170517498124
"11","2007","Both"," [kg]",1505261.5573994,230931.202922059,0.173056562546177
"12","2007","Both"," [kg]",926348.546930623,182076.391190033,0.229847894360691
"13","2007","Both"," [kg]",789090.483762458,133026.838513493,0.200278064009981
"1","2008","Both"," [kg]",0,0,0
"2","2008","Both"," [kg]",110880643.512777,10420684.0667091,0.106335934013444
"3","2008","Both"," [kg]",219962377.333652,17940480.2376007,0.090857446969894
"4","2008","Both"," [kg]",78543712.159197,5375675.66327672,0.0755423594321455
"5","2008","Both"," [kg]",46178213.4609199,2781598.95452952,0.0652828766860495
"6","2008","Both"," [kg]",26630948.8188122,1615531.97452421,0.0648141733286084
"7","2008","Both"," [kg]",16770243.8109941,1173293.0536323,0.0750710382823972
"8","2008","Both"," [kg]",6080405.07491984,500779.488602633,0.0889177260293791
"9","2008","Both"," [kg]",6841383.59935971,858198.190406582,0.138129427685064
"10","2008","Both"," [kg]",3964577.9848576,525547.292252139,0.147048865656956
"11","2008","Both"," [kg]",1620179.55200932,249425.068082514,0.174572663577087
"12","2008","Both"," [kg]",1195065.14908455,254927.217025514,0.249441449351546
"13","2008","Both"," [kg]",806334.489990287,168446.666958924,0.250631368981673
"1","2009","Both"," [kg]",0,0,0
"2","2009","Both"," [kg]",378848318.94056,32248001.6697956,0.0968071409887933
"3","2009","Both"," [kg]",138337545.072639,11067206.4746457,0.0887315902242669
"4","2009","Both"," [kg]",183284929.839914,13520236.8812426,0.0818747400847093
"5","2009","Both"," [kg]",50355816.7229122,3166709.10022711,0.0684357450744165
"6","2009","Both"," [kg]",21950484.7783367,1277486.83582295,0.062142891002397
"7","2009","Both"," [kg]",11796436.1490832,768081.951191805,0.0695234118591734
"8","2009","Both"," [kg]",7683875.16598006,587476.230316913,0.0820676175898202
"9","2009","Both"," [kg]",4909686.26644339,669287.968209295,0.149793188888291
"10","2009","Both"," [kg]",1869864.31628489,280830.155248764,0.167032561195552
"11","2009","Both"," [kg]",985824.272492414,188911.653909182,0.218720038386452
"12","2009","Both"," [kg]",631782.466336013,126708.691631076,0.233657846214245
"13","2009","Both"," [kg]",378578.328319123,88302.254949056,0.282531725167762
"1","2010","Both"," [kg]",0,0,0
"2","2010","Both"," [kg]",39905129.0985143,4308516.91179598,0.121776531517817
"3","2010","Both"," [kg]",402953166.953563,30191220.5684638,0.0827531356834404
"4","2010","Both"," [kg]",158346952.11459,11326767.6072422,0.0791049177508704
"5","2010","Both"," [kg]",172167224.88744,10006290.4508232,0.0629308411274597
"6","2010","Both"," [kg]",54288467.6015774,2863745.71745748,0.0562166501102187
"7","2010","Both"," [kg]",13894121.1665421,768079.21369057,0.058618684584072
"8","2010","Both"," [kg]",7567344.77954297,467800.832815455,0.0656886162780766
"9","2010","Both"," [kg]",3651240.21940335,360503.674579805,0.10597253626626
"10","2010","Both"," [kg]",1910160.35921505,203822.496205048,0.115729259607065
"11","2010","Both"," [kg]",702705.1776204,117426.432314292,0.188862911734674
"12","2010","Both"," [kg]",644054.725912656,100266.379545544,0.17828835845592
"13","2010","Both"," [kg]",136152.277954698,33866.7407241271,0.301066036081041
"1","2011","Both"," [kg]",72146.4902231871,15328.933144031,0.254505066020347
"2","2011","Both"," [kg]",267511872.320366,23214128.433684,0.0978492768826816
"3","2011","Both"," [kg]",65821608.8521797,5016648.25826615,0.0845793384866677
"4","2011","Both"," [kg]",332759777.625779,22150614.6122407,0.0732968449134729
"5","2011","Both"," [kg]",99752137.3894973,5568688.21724546,0.060813583886721
"6","2011","Both"," [kg]",83495476.967187,4457827.00036031,0.0577019580948133
"7","2011","Both"," [kg]",27036654.2828807,1760950.61407333,0.0705991274706797
"8","2011","Both"," [kg]",7130779.43100471,569550.292326816,0.0866581284927879
"9","2011","Both"," [kg]",3875739.5256076,577555.375095599,0.16494905252247
"10","2011","Both"," [kg]",1888797.52220668,315301.324821295,0.18743052230345
"11","2011","Both"," [kg]",1246993.73382319,236289.962429307,0.216657437622756
"12","2011","Both"," [kg]",675973.901949268,117075.887290147,0.201003554774585
"13","2011","Both"," [kg]",486126.115415895,112090.664103463,0.278198086074376
"1","2012","Both"," [kg]",0,0,0
"2","2012","Both"," [kg]",399934406.242588,49482235.1672639,0.14240052686416
"3","2012","Both"," [kg]",250343938.152174,20221814.559064,0.0902658566889999
"4","2012","Both"," [kg]",64120834.9510252,4888173.83866864,0.0843592414234539
"5","2012","Both"," [kg]",233533575.15632,16175065.5248538,0.0760792213894164
"6","2012","Both"," [kg]",63171569.0561682,3753748.33520263,0.0648937814803616
"7","2012","Both"," [kg]",33141412.2753281,2369757.3500646,0.0782682542057601
"8","2012","Both"," [kg]",8676228.39669097,700664.898084231,0.0883111811383854
"9","2012","Both"," [kg]",3232189.37980185,468558.842577943,0.161499673571942
"10","2012","Both"," [kg]",2259263.50023713,331448.397861996,0.164353561551689
"11","2012","Both"," [kg]",719265.92448416,153481.484882888,0.245258258301689
"12","2012","Both"," [kg]",176834.732391233,48190.8589022583,0.322555902182243
"13","2012","Both"," [kg]",244165.494191383,77148.2482476123,0.389900142590651
"1","2013","Both"," [kg]",0,0,0
"2","2013","Both"," [kg]",76602127.2275327,7893264.67451398,0.11900194039841
"3","2013","Both"," [kg]",264886782.80735,21119910.4751828,0.0905487528954312
"4","2013","Both"," [kg]",146370042.255446,9504893.23683921,0.072619346142282
"5","2013","Both"," [kg]",90692892.0721678,5513823.73680652,0.0673105922930758
"6","2013","Both"," [kg]",99086176.6620509,6545640.30072624,0.0730359323368152
"7","2013","Both"," [kg]",45473233.5902393,3611249.40287367,0.088016585321634
"8","2013","Both"," [kg]",10801911.1639102,960076.242881916,0.0980635308233316
"9","2013","Both"," [kg]",3764606.68649265,554624.9462514,0.164938835828886
"10","2013","Both"," [kg]",991668.446770885,155059.556844002,0.176414792345435
"11","2013","Both"," [kg]",223917.703328472,70381.236953229,0.366131178344091
"12","2013","Both"," [kg]",283381.23589136,71227.4313894603,0.297814891155221
"13","2013","Both"," [kg]",279117.254515498,88698.726821409,0.394523047174582
"1","2014","Both"," [kg]",39868.5221939928,20138.7500977121,0.641474764829078
"2","2014","Both"," [kg]",380515732.60392,44818976.4557357,0.138534229792927
"3","2014","Both"," [kg]",204575580.899897,18099143.1480613,0.1026613406071
"4","2014","Both"," [kg]",283259454.286304,21701345.9456986,0.0876000783688134
"5","2014","Both"," [kg]",243929831.292721,18376778.5698799,0.0849269031329376
"6","2014","Both"," [kg]",67837637.5958633,5784052.22742733,0.0952612162200908
"7","2014","Both"," [kg]",54424719.417872,5075819.43213961,0.103928191277679
"8","2014","Both"," [kg]",14477205.8103859,1442838.08849718,0.1102983111854
"9","2014","Both"," [kg]",3430483.68793006,523168.61394309,0.170935612582823
"10","2014","Both"," [kg]",1310502.45231502,215290.326261122,0.185532765502598
"11","2014","Both"," [kg]",1137317.39425498,183156.20456745,0.182871850491186
"12","2014","Both"," [kg]",121472.134687949,41045.1360042523,0.405143797778741
"13","2014","Both"," [kg]",773808.518724487,192302.133973801,0.305190163133275
"1","2015","Both"," [kg]",24458.6069921907,16973.3568435423,0.875916365796698
"2","2015","Both"," [kg]",66317937.704478,6925861.03671189,0.121624764208528
"3","2015","Both"," [kg]",484089657.006673,41748975.5154887,0.0996979373468182
"4","2015","Both"," [kg]",233287468.797564,19027899.7304587,0.0926154593647325
"5","2015","Both"," [kg]",216335301.987302,17245731.6718639,0.0898895714211826
"6","2015","Both"," [kg]",92745107.9576304,8090845.58644492,0.0971023323003673
"7","2015","Both"," [kg]",21694136.6851337,1993175.089623,0.100803841288028
"8","2015","Both"," [kg]",13479377.0214244,1282405.69925742,0.104046602161573
"9","2015","Both"," [kg]",3296025.65607686,465706.449973528,0.156124589772212
"10","2015","Both"," [kg]",580491.282642006,99838.2622708236,0.193779859282969
"11","2015","Both"," [kg]",294696.551305226,90232.1353051915,0.355567900464133
"12","2015","Both"," [kg]",131204.70302842,43960.4013176954,0.400101882728467
"13","2015","Both"," [kg]",231959.096491089,80229.1511580621,0.426658211316877
"1","2016","Both"," [kg]",2400.12587859626,2393.9288297869,1.26326373464605
"2","2016","Both"," [kg]",77501824.7695581,8628045.11808975,0.127099484569404
"3","2016","Both"," [kg]",77066083.7409748,7425174.68740705,0.113314392577836
"4","2016","Both"," [kg]",297706400.981901,26178392.9455811,0.101771416436535
"5","2016","Both"," [kg]",194706475.281716,18509940.7289193,0.108603688682888
"6","2016","Both"," [kg]",144712052.452505,16430895.7733999,0.128248662548276
"7","2016","Both"," [kg]",48817081.0544737,5080995.82846792,0.115609099544314
"8","2016","Both"," [kg]",11214621.2444457,1220989.94842516,0.119423621877134
"9","2016","Both"," [kg]",3768240.09428309,529644.032481349,0.154518877488062
"10","2016","Both"," [kg]",1260735.08241707,183248.894662049,0.161020024864315
"11","2016","Both"," [kg]",418114.498344152,107081.62465745,0.295487292335107
"12","2016","Both"," [kg]",246625.581421923,65390.793693242,0.312730720496598
"13","2016","Both"," [kg]",124563.549817397,39524.030791566,0.38962520470117
"1","2017","Both"," [kg]",29914.5497301392,7414.8215893964,0.290915779124251
"2","2017","Both"," [kg]",54986759.5837034,5091713.0668294,0.103978995196617
"3","2017","Both"," [kg]",85694031.9814845,6378590.8169199,0.083687493828796
"4","2017","Both"," [kg]",80349250.9347828,4891077.04113534,0.0677926190372414
"5","2017","Both"," [kg]",147329217.14868,7306406.59699649,0.0542323078297649
"6","2017","Both"," [kg]",84212879.598534,4007951.38383188,0.051370751083867
"7","2017","Both"," [kg]",42515072.7468808,1940250.54526731,0.0488183308656464
"8","2017","Both"," [kg]",12562087.4302658,643776.511864827,0.0544774018214443
"9","2017","Both"," [kg]",2030162.35299174,216650.129450584,0.115220873847457
"10","2017","Both"," [kg]",1528691.19956948,172136.503675656,0.122763480357883
"11","2017","Both"," [kg]",301944.068302342,47820.6748671428,0.17845115614016
"12","2017","Both"," [kg]",270259.305486061,42686.4318479198,0.181370672715444
"13","2017","Both"," [kg]",331393.611289124,56567.6260853151,0.201807642382474
"1","2018","Both"," [kg]",15996.8316055364,6280.03716808644,0.477381237593707
"2","2018","Both"," [kg]",33573242.7946175,3309202.96202883,0.112331749475273
"3","2018","Both"," [kg]",47757295.1490656,3967643.87276121,0.0945436002656672
"4","2018","Both"," [kg]",120821074.522715,8900541.41932273,0.0830901921493374
"5","2018","Both"," [kg]",79835759.4475411,5478725.3028632,0.075976813443059
"6","2018","Both"," [kg]",137792134.621139,9689637.98312236,0.0765887684255023
"7","2018","Both"," [kg]",41670542.5789418,2767714.02873026,0.0716364399559454
"8","2018","Both"," [kg]",14040940.4300734,891884.505025095,0.0679407122348241
"9","2018","Both"," [kg]",1259758.51069025,142370.296413562,0.121884320331361
"10","2018","Both"," [kg]",865832.658217068,118296.007716272,0.149850160653113
"11","2018","Both"," [kg]",248159.633285795,49892.2613157406,0.22829689140443
"12","2018","Both"," [kg]",101418.843722841,22813.4648728199,0.261681426405045
"13","2018","Both"," [kg]",205606.924083216,45921.0968950058,0.266597529533718
"1","2019","Both"," [kg]",6414.49166105993,4506.22841884948,0.902363313714202
"2","2019","Both"," [kg]",471317570.778831,48249921.7620195,0.116435250403742
"3","2019","Both"," [kg]",63311775.2911347,4428319.22930399,0.078512884257907
"4","2019","Both"," [kg]",59757585.7296653,3406159.22416082,0.0630605362060917
"5","2019","Both"," [kg]",60129674.2273614,3287017.93510533,0.0592636641961981
"6","2019","Both"," [kg]",48966790.7990376,2582125.02484415,0.0564899390796562
"7","2019","Both"," [kg]",60169726.2813179,3148451.09556125,0.0559210599258235
"8","2019","Both"," [kg]",22981717.7943971,1094888.39660686,0.050660400197041
"9","2019","Both"," [kg]",5284684.25641103,376372.757990947,0.0755073111408832
"10","2019","Both"," [kg]",904470.19431389,109248.757891315,0.132120842398707
"11","2019","Both"," [kg]",284896.645855189,55480.7974809812,0.222346157435532
"12","2019","Both"," [kg]",156008.35157075,34003.2179984245,0.255437458899569
"13","2019","Both"," [kg]",548266.047495377,94024.0096015097,0.200782392168335
"1","1994","EBS"," [kg]",156861.603725461,24885.206296018,0.17333971455269
"2","1994","EBS"," [kg]",119632815.726221,9597177.35705138,0.0883278928289738
"3","1994","EBS"," [kg]",470938871.349742,34819940.7723913,0.0822148724595489
"4","1994","EBS"," [kg]",209095888.287957,13939028.2911535,0.0733394367756546
"5","1994","EBS"," [kg]",136497766.296613,8075656.06587372,0.0636380620555779
"6","1994","EBS"," [kg]",129476263.820243,6774338.88929298,0.0556442047470959
"7","1994","EBS"," [kg]",87311004.6846532,4504402.21184477,0.0547374014708485
"8","1994","EBS"," [kg]",22981352.7687443,1451371.42474597,0.0669430300585336
"9","1994","EBS"," [kg]",8984441.02927815,777081.413425088,0.0915712541874758
"10","1994","EBS"," [kg]",4934526.08896778,509613.737363557,0.109932008257142
"11","1994","EBS"," [kg]",1544059.99486369,185298.075747713,0.130263930731305
"12","1994","EBS"," [kg]",1280982.62078302,163679.715394323,0.14120426364531
"13","1994","EBS"," [kg]",1401606.37977734,188321.252027604,0.15090832247812
"1","1995","EBS"," [kg]",72589.0798309976,13283.9354073463,0.202526351278778
"2","1995","EBS"," [kg]",46134644.276095,4547557.19989502,0.109218992313176
"3","1995","EBS"," [kg]",207183856.575279,17395034.0773244,0.0930821598293361
"4","1995","EBS"," [kg]",342978195.294935,23844868.2467661,0.0767567221291995
"5","1995","EBS"," [kg]",81258231.375756,4795725.07978989,0.0640589540892509
"6","1995","EBS"," [kg]",57391611.6336349,3277444.24580637,0.061239134192424
"7","1995","EBS"," [kg]",38604498.0376123,2416810.7092432,0.0666540819054929
"8","1995","EBS"," [kg]",9976730.70581397,813075.030367527,0.087181875595989
"9","1995","EBS"," [kg]",5100981.87277036,528314.271888584,0.110334506909959
"10","1995","EBS"," [kg]",4002733.09106534,444633.701522007,0.118787433306578
"11","1995","EBS"," [kg]",1085826.7226526,137562.750634949,0.137868339025659
"12","1995","EBS"," [kg]",1106211.14983449,149285.395111124,0.149948748502657
"13","1995","EBS"," [kg]",1048370.35052328,171732.808739159,0.186787973751913
"1","1996","EBS"," [kg]",13366.6111730185,4076.26874056107,0.348748869140134
"2","1996","EBS"," [kg]",37424335.8770767,4569157.74624115,0.137400497320253
"3","1996","EBS"," [kg]",116667439.332018,10612429.5092584,0.101596021740495
"4","1996","EBS"," [kg]",108831536.077556,8855850.23805456,0.089134922071978
"5","1996","EBS"," [kg]",165184982.815695,9924009.16477823,0.064543292671618
"6","1996","EBS"," [kg]",80988286.6222911,3917378.2926972,0.0516074773954261
"7","1996","EBS"," [kg]",38843805.6844641,1975565.43408786,0.0542329201051905
"8","1996","EBS"," [kg]",18632649.7749793,1151170.98676581,0.0657418757850702
"9","1996","EBS"," [kg]",5103457.96699121,414744.930586487,0.0860313969642248
"10","1996","EBS"," [kg]",2030693.21650518,204899.511573039,0.107858580309909
"11","1996","EBS"," [kg]",1029458.2795882,122493.958414186,0.129697581139404
"12","1996","EBS"," [kg]",921888.566264294,118014.338444108,0.142104835183326
"13","1996","EBS"," [kg]",926344.717560444,114861.016979986,0.139484067625906
"1","1997","EBS"," [kg]",114440.794930284,16467.7931171931,0.153522036056373
"2","1997","EBS"," [kg]",130882104.828024,10308672.6357339,0.0871958473539839
"3","1997","EBS"," [kg]",85519277.4073985,8482681.70088733,0.110623133574046
"4","1997","EBS"," [kg]",77069777.7069498,6228026.90693069,0.0888929387372657
"5","1997","EBS"," [kg]",71468629.1960966,4367777.33245749,0.0656004472446327
"6","1997","EBS"," [kg]",57162941.0977344,2990009.53024701,0.0554000374244819
"7","1997","EBS"," [kg]",44017325.9681782,2299942.74131981,0.0554507294403872
"8","1997","EBS"," [kg]",11584980.5021772,721959.409948172,0.0663372481019178
"9","1997","EBS"," [kg]",4970364.28276835,408932.584157502,0.0873378238219704
"10","1997","EBS"," [kg]",1117667.08982071,150569.088879228,0.145939521761863
"11","1997","EBS"," [kg]",831689.419614686,126872.309835374,0.168885055122395
"12","1997","EBS"," [kg]",427659.381033376,72307.844807193,0.190952537172934
"13","1997","EBS"," [kg]",297239.932611227,54913.0021922139,0.214803615330957
"1","1998","EBS"," [kg]",24618.7571719396,6052.75845906497,0.277105158539832
"2","1998","EBS"," [kg]",36026488.3154601,3876666.75916953,0.118979541778685
"3","1998","EBS"," [kg]",239486566.481757,19156578.1170584,0.0890158476706787
"4","1998","EBS"," [kg]",105617452.860346,7058536.76822074,0.0736262039914444
"5","1998","EBS"," [kg]",57744346.9107552,3343804.51551283,0.0622291235568084
"6","1998","EBS"," [kg]",29279045.3477025,1634176.29067962,0.0590242973755064
"7","1998","EBS"," [kg]",30068942.6188384,1606230.40154787,0.0564774570614857
"8","1998","EBS"," [kg]",15230424.2954907,897950.833389359,0.0623660764034655
"9","1998","EBS"," [kg]",8451204.40042958,637521.80197018,0.0798169646812892
"10","1998","EBS"," [kg]",1825009.42029443,221545.584876322,0.131086459147355
"11","1998","EBS"," [kg]",364866.120159934,54922.8666261557,0.166727300429255
"12","1998","EBS"," [kg]",412828.394931091,62799.8826372482,0.171641769456284
"13","1998","EBS"," [kg]",218151.112713646,37923.0858859084,0.202197922376698
"1","1999","EBS"," [kg]",24845.2010107262,6164.84153441291,0.285758783831478
"2","1999","EBS"," [kg]",42758567.5362883,4243349.38388072,0.111172991016929
"3","1999","EBS"," [kg]",104438882.006181,9353507.32175124,0.0992934097345091
"4","1999","EBS"," [kg]",162054219.797702,12404884.4070412,0.0837289713274337
"5","1999","EBS"," [kg]",117998950.164681,7905143.00173806,0.0719645937740321
"6","1999","EBS"," [kg]",39234769.5201774,2384970.44513795,0.0643349802083421
"7","1999","EBS"," [kg]",29246380.2198848,1708564.92162616,0.0615264211054435
"8","1999","EBS"," [kg]",14389576.3686708,916470.937582951,0.0672152185238245
"9","1999","EBS"," [kg]",6280212.68306594,543132.203391276,0.0914123455617245
"10","1999","EBS"," [kg]",2834393.77651397,273047.167261083,0.102602600017447
"11","1999","EBS"," [kg]",524574.202518094,67627.3492259233,0.141153292283875
"12","1999","EBS"," [kg]",688068.523282596,94717.704155432,0.153641398674036
"13","1999","EBS"," [kg]",315330.949272444,47717.2708953904,0.172211089815185
"1","2000","EBS"," [kg]",0,0,0
"2","2000","EBS"," [kg]",96123728.0930937,10075800.5730586,0.114582107343199
"3","2000","EBS"," [kg]",59323057.6289895,4987447.70075606,0.0938667220316113
"4","2000","EBS"," [kg]",84330480.0408419,6175251.57417754,0.0804470765764018
"5","2000","EBS"," [kg]",120250615.546637,7722271.65134658,0.068774774196268
"6","2000","EBS"," [kg]",75661536.4488064,3876565.75278574,0.054429204656717
"7","2000","EBS"," [kg]",29411502.0330477,1482203.9290071,0.0532673100638232
"8","2000","EBS"," [kg]",6822846.25020909,446690.211755134,0.0693734039983372
"9","2000","EBS"," [kg]",7356445.64156616,463999.709838729,0.0664125614390133
"10","2000","EBS"," [kg]",2283327.65049946,220216.918069429,0.102917323402691
"11","2000","EBS"," [kg]",1686740.77828045,197835.670307113,0.128155014283417
"12","2000","EBS"," [kg]",742927.142137472,93324.6537892549,0.14051681603843
"13","2000","EBS"," [kg]",321035.218631681,49793.0838455278,0.177763882574546
"1","2001","EBS"," [kg]",26947.711891542,6994.82697358747,0.287520748287988
"2","2001","EBS"," [kg]",290191760.249161,23413495.2944222,0.0892712252290725
"3","2001","EBS"," [kg]",236420098.681982,17906329.724864,0.0841949639337177
"4","2001","EBS"," [kg]",189135627.87627,12774555.5931285,0.0747164088530019
"5","2001","EBS"," [kg]",83726613.2056265,5382517.61767155,0.0686138358168577
"6","2001","EBS"," [kg]",80975652.7811588,4392895.92188727,0.0572598660608535
"7","2001","EBS"," [kg]",63336577.0481229,3179975.12384357,0.0528210100915957
"8","2001","EBS"," [kg]",23011064.384045,1172618.36986653,0.053581350100396
"9","2001","EBS"," [kg]",6570826.25768374,476923.496710379,0.0764426456132789
"10","2001","EBS"," [kg]",1663857.1718496,158839.912783058,0.101886559507133
"11","2001","EBS"," [kg]",1319640.41140523,122120.386773704,0.10010510367278
"12","2001","EBS"," [kg]",972818.784158466,112000.822218667,0.127841802914285
"13","2001","EBS"," [kg]",424821.395675795,56237.2996722348,0.149656303743522
"1","2002","EBS"," [kg]",140663.115786164,46079.9110001919,0.345372780599281
"2","2002","EBS"," [kg]",42871511.7732667,4858507.37628651,0.127884169383946
"3","2002","EBS"," [kg]",111050345.665456,8852044.57666616,0.0884012612120604
"4","2002","EBS"," [kg]",171983839.302566,11998072.8724854,0.0766035525451761
"5","2002","EBS"," [kg]",131024504.899045,8277710.667151,0.0678883743438025
"6","2002","EBS"," [kg]",37905190.7621355,2219169.75716946,0.0620715806626864
"7","2002","EBS"," [kg]",31870932.8305793,1778498.95640085,0.0588475881515144
"8","2002","EBS"," [kg]",19958414.9794932,1142103.46863029,0.0603619108788633
"9","2002","EBS"," [kg]",5154640.0540917,392228.7928479,0.0803557231986837
"10","2002","EBS"," [kg]",1562078.74637773,173828.676040866,0.119746148641036
"11","2002","EBS"," [kg]",510210.17899594,77210.0175091396,0.167543064508284
"12","2002","EBS"," [kg]",267004.005632925,43619.3846854541,0.18514213149458
"13","2002","EBS"," [kg]",322589.008137626,58463.2677575651,0.210109148531517
"1","2003","EBS"," [kg]",2527.32981731212,1500.90706453929,0.705932953353539
"2","2003","EBS"," [kg]",87994306.4486858,8508901.91177757,0.107568657214524
"3","2003","EBS"," [kg]",84412091.4441887,7821532.87278789,0.104721705379248
"4","2003","EBS"," [kg]",123215709.88745,10149547.3559344,0.0914760706103039
"5","2003","EBS"," [kg]",107586845.431399,6934482.09175027,0.0693737175404634
"6","2003","EBS"," [kg]",63234139.2146545,3287944.90137002,0.0553786363148462
"7","2003","EBS"," [kg]",22221318.0315057,1117257.47495685,0.0532445841442141
"8","2003","EBS"," [kg]",15280996.4198332,788674.553760309,0.0546271034267534
"9","2003","EBS"," [kg]",7896067.51222612,451248.868360394,0.0601159121701426
"10","2003","EBS"," [kg]",1819137.12662366,169169.797507426,0.0991864397253838
"11","2003","EBS"," [kg]",247363.832024839,43865.5270462102,0.198144103857065
"12","2003","EBS"," [kg]",313738.070315134,48930.4208593108,0.176652792809542
